transaction_id,customer_id,age,account_type,transaction_type,merchant_category,amount,balance_before,balance_after,transaction_hour,location,device_type,payment_method,is_international,is_fraud
TXN-100400,CUST-1349,25,Savings,Deposit,Electronics,19.34,23981.01,23961.67,7,Berlin,Web Browser,Credit Card,0,0
TXN-102165,CUST-1269,46,Checking,Deposit,Entertainment,81.44,17947.54,17866.1,2,Mumbai,ATM,Debit Card,0,0
TXN-100542,CUST-1476,19,Savings,Deposit,Electronics,19.91,17656.73,17636.82,9,London,Web Browser,Credit Card,0,0
TXN-100165,CUST-1437,37,Savings,Payment,Electronics,198.75,6035.62,5836.87,15,London,POS Terminal,Credit Card,0,0
TXN-101781,CUST-1266,59,Checking,Deposit,Electronics,175.5,20651.81,20476.31,3,Mumbai,Mobile App,UPI / Wallet,0,0
TXN-101677,CUST-1478,22,Savings,Payment,Electronics,68.05,6335.87,6267.82,15,Berlin,Web Browser,Credit Card,0,0
TXN-101171,CUST-1333,38,Credit,Payment,Electronics,156.15,19595.55,19439.4,10,London,POS Terminal,Credit Card,0,0
TXN-100934,CUST-1410,40,Credit,Deposit,Entertainment,187.78,12976.99,12789.21,3,London,Web Browser,Wire Transfer,0,0
TXN-101498,CUST-1470,18,Savings,Deposit,Electronics,5.54,23210.2,23204.66,4,Berlin,Web Browser,Credit Card,0,0
TXN-102122,CUST-1206,24,Savings,Deposit,Groceries,32.66,17895.04,17862.38,1,Berlin,POS Terminal,Wire Transfer,0,0
TXN-100636,CUST-1374,34,Savings,Payment,Electronics,152.93,14062.34,13909.41,9,London,Web Browser,Credit Card,0,0
TXN-101893,CUST-1405,26,Credit,Payment,Entertainment,22.26,7202.74,7180.48,7,London,POS Terminal,UPI / Wallet,0,0
TXN-101565,CUST-1360,60,Credit,Payment,Electronics,369.68,8234.31,7864.63,6,Mumbai,Mobile App,UPI / Wallet,0,0
TXN-101192,CUST-1307,19,Savings,Deposit,Entertainment,7.74,24632.12,24774.38,0,Berlin,Web Browser,Debit Card,0,0
TXN-101665,CUST-1367,22,Credit,Deposit,Entertainment,17.33,18765.79,18748.46,10,London,POS Terminal,Credit Card,0,0
TXN-100397,CUST-1389,69,Credit,Deposit,Electronics,955.92,6953.9,5997.98,4,London,Mobile App,UPI / Wallet,1,1
TXN-101281,CUST-1464,61,Checking,Deposit,Electronics,362.88,4593.47,4230.59,2,New York,POS Terminal,Wire Transfer,1,0
TXN-101993,CUST-1372,40,Business,Deposit,Entertainment,89.0,11027.05,10938.05,1,New York,POS Terminal,Wire Transfer,0,0
TXN-100160,CUST-1394,51,Checking,Payment,Electronics,243.54,7766.12,7522.58,3,Mumbai,Mobile App,Wire Transfer,0,0
TXN-100447,CUST-1372,42,Savings,Deposit,Electronics,139.5,16539.82,16400.32,2,London,POS Terminal,Wire Transfer,1,0
TXN-100438,CUST-1409,31,Savings,Payment,Electronics,154.13,16030.2,15876.07,7,Berlin,Web Browser,Credit Card,0,0
TXN-101664,CUST-1472,19,Savings,Deposit,Entertainment,11.65,12899.05,12887.4,9,Berlin,Web Browser,Credit Card,0,0
TXN-101267,CUST-1362,28,Credit,Deposit,Entertainment,426.1,21952.47,21526.37,4,London,POS Terminal,Debit Card,1,1
TXN-100034,CUST-1423,25,Checking,Deposit,Entertainment,460.65,15622.36,15161.71,9,Mumbai,POS Terminal,Debit Card,1,1
TXN-101210,CUST-1488,19,Savings,Payment,Entertainment,19.52,955.09,935.57,14,Berlin,Web Browser,Debit Card,0,0
TXN-100464,CUST-1299,54,Business,Deposit,Electronics,77.48,18993.76,18916.28,1,London,POS Terminal,Wire Transfer,0,0
TXN-102250,CUST-1389,44,Credit,Payment,Entertainment,192.63,9328.18,9135.55,15,London,POS Terminal,Debit Card,0,0
TXN-101177,CUST-1482,30,Savings,Payment,Electronics,33.12,1389.62,1356.5,19,London,POS Terminal,Credit Card,0,0
TXN-100487,CUST-1452,20,Checking,Deposit,Entertainment,12.2,7078.39,7066.19,5,London,Web Browser,Debit Card,0,0
TXN-100836,CUST-1492,19,Business,Deposit,Entertainment,7.66,3018.31,3010.65,6,Singapore,Web Browser,Credit Card,0,0
TXN-101142,CUST-1489,18,Credit,Payment,Entertainment,7.76,1675.47,1667.71,8,Berlin,Web Browser,Debit Card,0,0
TXN-102277,CUST-1438,36,Savings,Payment,Electronics,214.99,8537.41,8322.42,4,London,Web Browser,UPI / Wallet,0,0
TXN-100517,CUST-1355,54,Credit,Deposit,Electronics,279.99,10948.8,10668.81,2,London,POS Terminal,Wire Transfer,1,0
TXN-100716,CUST-1281,50,Savings,Payment,Electronics,322.47,13120.01,12797.54,3,London,Mobile App,UPI / Wallet,0,0
TXN-100569,CUST-1412,23,Savings,Deposit,Entertainment,92.23,14878.9,14786.67,1,London,Web Browser,Wire Transfer,0,0
TXN-100126,CUST-1473,46,Credit,Payment,Electronics,307.98,2831.44,2523.46,10,London,POS Terminal,Wire Transfer,0,0
TXN-101029,CUST-1372,54,Checking,Deposit,Entertainment,396.4,13534.23,13137.83,5,Mumbai,POS Terminal,UPI / Wallet,1,0
TXN-102203,CUST-1498,18,Checking,Deposit,Entertainment,5.1,483.07,627.97,15,Berlin,Web Browser,Credit Card,0,0
TXN-100782,CUST-1475,59,Business,Deposit,Electronics,311.21,2523.55,2212.34,3,New York,POS Terminal,Wire Transfer,1,0
TXN-101900,CUST-1496,18,Savings,Payment,Entertainment,6.42,481.07,474.65,14,Berlin,Web Browser,Credit Card,0,0
TXN-101373,CUST-1344,25,Savings,Payment,Entertainment,117.72,11666.69,11548.97,5,London,POS Terminal,UPI / Wallet,0,0
TXN-100988,CUST-1424,40,Savings,Deposit,Electronics,235.42,3672.66,3437.24,2,London,POS Terminal,Wire Transfer,1,0
TXN-102178,CUST-1442,63,Credit,Payment,Electronics,264.47,3773.73,3509.26,6,London,Mobile App,Wire Transfer,0,0
TXN-100787,CUST-1403,41,Savings,Payment,Electronics,259.51,7379.09,7119.58,8,London,POS Terminal,UPI / Wallet,0,0
TXN-101810,CUST-1488,22,Savings,Transfer,Electronics,42.18,847.07,804.89,19,Berlin,Web Browser,Credit Card,0,0
TXN-101375,CUST-1444,51,Savings,Payment,Electronics,259.69,3616.44,3356.75,4,London,POS Terminal,Wire Transfer,0,0
TXN-100318,CUST-1424,49,Savings,Payment,Electronics,298.13,5789.49,5491.36,14,London,POS Terminal,Debit Card,0,0
TXN-101306,CUST-1472,21,Credit,Deposit,Entertainment,322.62,10450.71,10128.09,13,London,Web Browser,Credit Card,1,1
TXN-100719,CUST-1377,61,Savings,Payment,Electronics,320.75,9451.94,9131.19,7,London,POS Terminal,UPI / Wallet,0,0
TXN-101619,CUST-1480,26,Checking,Payment,Entertainment,82.94,1957.67,1874.73,13,Mumbai,Web Browser,UPI / Wallet,0,0
TXN-100346,CUST-1362,36,Credit,Payment,Entertainment,278.43,13529.27,13250.84,12,London,POS Terminal,UPI / Wallet,0,0
TXN-100557,CUST-1465,22,Credit,Payment,Groceries,51.14,2005.45,1954.31,8,Mumbai,Web Browser,UPI / Wallet,0,0
TXN-100635,CUST-1475,19,Credit,Deposit,Entertainment,6.99,265.34,258.35,2,London,Web Browser,Wire Transfer,0,0
TXN-101391,CUST-1471,21,Savings,Payment,Entertainment,21.22,4060.31,4039.09,14,London,Web Browser,Credit Card,0,0
TXN-100567,CUST-1409,24,Credit,Deposit,Groceries,26.99,17347.59,17470.6,6,London,Web Browser,Debit Card,0,0
TXN-100582,CUST-1482,22,Checking,Payment,Entertainment,19.3,1161.03,1141.73,11,New York,POS Terminal,UPI / Wallet,0,0
TXN-102266,CUST-1427,20,Credit,Deposit,Entertainment,11.67,21554.49,21542.82,0,London,Web Browser,UPI / Wallet,0,0
TXN-100566,CUST-1412,40,Credit,Payment,Entertainment,342.28,9996.17,9653.89,5,London,POS Terminal,Wire Transfer,1,0
TXN-101269,CUST-1463,28,Savings,Payment,Electronics,108.7,1825.77,1717.07,13,London,Web Browser,UPI / Wallet,0,0
TXN-101494,CUST-1461,39,Checking,Payment,Entertainment,151.86,2728.28,2576.42,6,Mumbai,POS Terminal,Wire Transfer,0,0
TXN-100028,CUST-1486,19,Savings,Payment,Entertainment,9.4,1448.31,1438.91,10,Berlin,Web Browser,Debit Card,0,0
TXN-100193,CUST-1457,25,Checking,Payment,Entertainment,42.45,5046.9,5004.45,9,New York,POS Terminal,Debit Card,0,0
TXN-100173,CUST-1428,36,Savings,Deposit,Electronics,189.76,3077.38,2887.62,2,London,POS Terminal,Wire Transfer,0,0
TXN-100169,CUST-1493,19,Checking,Deposit,Entertainment,6.51,6350.63,6344.12,9,Mumbai,Web Browser,Credit Card,0,0
TXN-100713,CUST-1391,32,Credit,Payment,Entertainment,65.92,10831.17,10765.25,10,London,Mobile App,Debit Card,0,0
TXN-100112,CUST-1432,50,Checking,Payment,Entertainment,336.22,4675.52,4339.3,5,Mumbai,POS Terminal,Wire Transfer,1,0
TXN-101335,CUST-1330,64,Credit,Deposit,Electronics,299.01,14035.7,13736.69,2,London,Mobile App,Wire Transfer,0,0
TXN-101333,CUST-1475,24,Savings,Payment,Electronics,83.92,1887.78,1803.86,15,London,Web Browser,Debit Card,0,0
TXN-100864,CUST-1421,57,Checking,Deposit,Electronics,232.11,6730.16,6498.05,1,Mumbai,POS Terminal,Wire Transfer,0,0
TXN-100728,CUST-1348,23,Savings,Deposit,Entertainment,50.14,22649.56,22599.42,0,Berlin,Web Browser,UPI / Wallet,0,0
TXN-102006,CUST-1302,22,Savings,Deposit,Entertainment,23.74,20522.76,20649.02,3,Berlin,POS Terminal,UPI / Wallet,0,0
TXN-101087,CUST-1433,45,Savings,Payment,Electronics,115.02,1114.34,999.32,6,London,Mobile App,Wire Transfer,0,0
TXN-100989,CUST-1487,18,Checking,Deposit,Entertainment,5.93,6797.91,6791.98,5,London,Web Browser,Credit Card,0,0
TXN-100212,CUST-1464,20,Checking,Deposit,Groceries,9.96,5687.6,5677.64,1,New York,Web Browser,Wire Transfer,0,0
TXN-101109,CUST-1389,32,Savings,Deposit,Electronics,139.81,17103.3,16963.49,5,London,Web Browser,Debit Card,0,0
TXN-102251,CUST-1485,18,Savings,Deposit,Entertainment,7.02,16562.06,16555.04,3,London,Web Browser,Credit Card,0,0
TXN-100995,CUST-1237,57,Credit,Deposit,Entertainment,965.7,15143.3,14177.6,5,London,Mobile App,UPI / Wallet,1,1
TXN-101699,CUST-1491,18,Savings,Deposit,Entertainment,6.16,11164.72,11158.56,4,Berlin,Web Browser,Credit Card,0,0
TXN-101723,CUST-1464,43,Credit,Payment,Electronics,152.48,1561.16,1408.68,8,London,POS Terminal,Wire Transfer,0,0
TXN-101916,CUST-1469,18,Savings,Deposit,Electronics,13.38,17967.45,17954.07,1,Berlin,Web Browser,Debit Card,0,0
TXN-100433,CUST-1323,43,Savings,Payment,Electronics,220.42,12706.51,12486.09,2,London,POS Terminal,Wire Transfer,0,0
TXN-100159,CUST-1223,39,Savings,Deposit,Electronics,97.53,23461.08,23363.55,2,London,POS Terminal,UPI / Wallet,0,0
TXN-100806,CUST-1410,44,Credit,Deposit,Entertainment,305.64,12521.71,12216.07,12,London,POS Terminal,Debit Card,0,0
TXN-101266,CUST-1445,62,Checking,Payment,Electronics,317.39,4466.77,4149.38,4,London,Mobile App,Wire Transfer,1,0
TXN-100805,CUST-1467,51,Savings,Payment,Electronics,271.05,2325.71,2054.66,7,London,Mobile App,Wire Transfer,0,0
TXN-100289,CUST-1458,38,Savings,Payment,Electronics,253.54,4124.54,3871.0,14,London,POS Terminal,UPI / Wallet,0,0
TXN-100467,CUST-1449,23,Savings,Payment,Electronics,86.3,3607.65,3521.35,4,Berlin,Web Browser,Wire Transfer,0,0
TXN-102270,CUST-1263,38,Savings,Payment,Entertainment,152.1,21227.65,21075.55,4,London,POS Terminal,Debit Card,0,0
TXN-101732,CUST-1465,55,Credit,Payment,Electronics,385.75,4150.71,3764.96,6,London,POS Terminal,Wire Transfer,1,0
TXN-100812,CUST-1402,28,Savings,Deposit,Entertainment,134.41,19560.52,19426.11,5,London,Web Browser,UPI / Wallet,0,0
TXN-100753,CUST-1433,21,Savings,Payment,Entertainment,32.38,2994.82,2962.44,7,London,Mobile App,Wire Transfer,0,0
TXN-101519,CUST-1302,24,Credit,Payment,Entertainment,35.76,10700.7,10664.94,2,London,Mobile App,Wire Transfer,0,0
TXN-100394,CUST-1455,26,Savings,Deposit,Electronics,88.92,12283.58,12194.66,3,Berlin,Web Browser,UPI / Wallet,0,0
TXN-100958,CUST-1227,25,Savings,Payment,Entertainment,108.07,11045.64,10937.57,1,Berlin,POS Terminal,Wire Transfer,0,0
TXN-100868,CUST-1486,29,Business,Deposit,Entertainment,29.48,796.55,767.07,7,New York,POS Terminal,Wire Transfer,0,0
TXN-100389,CUST-1492,19,Checking,Deposit,Groceries,7.81,3110.38,3102.57,8,London,Web Browser,Debit Card,0,0
TXN-100063,CUST-1470,23,Checking,Payment,Entertainment,32.65,6803.13,6770.48,10,Mumbai,POS Terminal,Debit Card,0,0
TXN-101709,CUST-1445,56,Credit,Deposit,Electronics,143.38,1370.71,1227.33,1,London,POS Terminal,Wire Transfer,0,0
TXN-102234,CUST-1487,19,Savings,Deposit,Electronics,6.18,8331.15,8324.97,13,Berlin,Web Browser,Credit Card,0,0
TXN-101755,CUST-1232,47,Savings,Deposit,Entertainment,212.09,17849.06,17636.97,6,London,Mobile App,UPI / Wallet,0,0
TXN-101419,CUST-1348,57,Credit,Payment,Entertainment,403.21,8424.6,8021.39,6,Mumbai,Mobile App,UPI / Wallet,1,0
TXN-100960,CUST-1419,32,Business,Deposit,Entertainment,323.85,16602.76,16278.91,0,Mumbai,POS Terminal,Wire Transfer,1,1
TXN-100673,CUST-1484,21,Checking,Payment,Entertainment,11.35,3506.57,3495.22,15,London,Web Browser,Credit Card,0,0
TXN-100957,CUST-1387,57,Savings,Payment,Electronics,331.73,7098.02,6766.29,9,London,Mobile App,UPI / Wallet,0,0
TXN-101125,CUST-1460,56,Savings,Payment,Electronics,258.05,2771.04,2512.99,12,Berlin,Mobile App,UPI / Wallet,0,0
TXN-100978,CUST-1468,18,Savings,Deposit,Groceries,5.94,703.29,697.35,1,Berlin,Web Browser,Wire Transfer,0,0
TXN-101430,CUST-1356,48,Credit,Deposit,Electronics,195.38,7508.49,7313.11,2,London,POS Terminal,Wire Transfer,0,0
TXN-100639,CUST-1485,18,Credit,Deposit,Entertainment,5.7,8618.16,8612.46,7,London,Web Browser,Credit Card,0,0
TXN-101288,CUST-1220,24,Savings,Deposit,Entertainment,30.5,20248.84,20218.34,3,Berlin,Mobile App,Wire Transfer,0,0
TXN-100395,CUST-1329,32,Savings,Payment,Entertainment,221.2,13516.32,13295.12,4,London,POS Terminal,UPI / Wallet,0,0
TXN-100802,CUST-1484,22,Credit,Payment,Entertainment,17.01,2822.66,2955.65,17,Mumbai,Web Browser,Credit Card,0,0
TXN-101508,CUST-1372,32,Savings,Payment,Electronics,168.08,6918.35,6750.27,7,London,POS Terminal,Wire Transfer,0,0
TXN-101106,CUST-1263,41,Credit,Payment,Entertainment,209.7,18725.58,18515.88,5,London,POS Terminal,UPI / Wallet,0,0
TXN-100444,CUST-1481,22,Savings,Payment,Entertainment,51.56,5054.16,5002.6,16,London,Web Browser,Credit Card,0,0
TXN-101078,CUST-1431,34,Credit,Payment,Entertainment,297.17,7882.06,7584.89,10,London,POS Terminal,UPI / Wallet,0,0
TXN-101426,CUST-1488,19,Credit,Deposit,Entertainment,7.76,7012.83,7005.07,8,London,Web Browser,Credit Card,0,0
TXN-101481,CUST-1418,42,Business,Payment,Entertainment,173.5,7452.59,7279.09,5,Mumbai,POS Terminal,Wire Transfer,0,0
TXN-102112,CUST-1483,20,Business,Deposit,Groceries,6.8,7642.1,7635.3,2,Mumbai,Web Browser,Debit Card,0,0
TXN-101314,CUST-1443,21,Savings,Deposit,Entertainment,45.67,11705.55,11659.88,1,Berlin,Web Browser,Wire Transfer,0,0
TXN-102200,CUST-1435,41,Savings,Payment,Electronics,226.12,3417.36,3191.24,9,London,Mobile App,Wire Transfer,0,0
TXN-100546,CUST-1452,35,Credit,Deposit,Electronics,155.13,2215.57,2060.44,4,London,POS Terminal,Wire Transfer,0,0
TXN-100445,CUST-1326,55,Savings,Payment,Electronics,288.5,15462.92,15324.42,6,London,POS Terminal,Debit Card,0,0
TXN-100529,CUST-1327,44,Savings,Payment,Electronics,228.08,6227.35,5999.27,4,London,POS Terminal,Wire Transfer,0,0
TXN-100249,CUST-1262,63,Credit,Payment,Electronics,261.6,15757.2,15495.6,7,London,Mobile App,UPI / Wallet,0,0
TXN-100135,CUST-1397,20,Savings,Deposit,Entertainment,32.57,22101.0,22068.43,5,London,Web Browser,Credit Card,0,0
TXN-100624,CUST-1469,22,Business,Deposit,Entertainment,20.38,1327.87,1307.49,4,Mumbai,POS Terminal,Wire Transfer,0,0
TXN-100887,CUST-1399,42,Checking,Deposit,Entertainment,159.03,16763.86,16604.83,1,Mumbai,POS Terminal,Wire Transfer,0,0
TXN-102021,CUST-1443,19,Savings,Deposit,Entertainment,6.66,22365.04,22358.38,0,London,Web Browser,Debit Card,0,0
TXN-100816,CUST-1391,32,Savings,Payment,Electronics,106.48,14915.73,14809.25,13,London,Web Browser,Credit Card,0,0
TXN-101041,CUST-1352,19,Savings,Payment,Entertainment,21.19,9848.28,9827.09,1,Berlin,POS Terminal,Wire Transfer,0,0
TXN-100970,CUST-1473,40,Savings,Payment,Electronics,147.07,1291.5,1144.43,7,London,POS Terminal,Wire Transfer,0,0
TXN-100074,CUST-1491,24,Credit,Payment,Entertainment,19.39,770.83,751.44,20,London,Web Browser,Credit Card,0,0
TXN-102058,CUST-1426,43,Credit,Payment,Electronics,281.35,4028.38,3747.03,9,London,POS Terminal,Wire Transfer,0,0
TXN-102078,CUST-1457,23,Savings,Payment,Electronics,67.92,9114.03,9046.11,14,London,Web Browser,Credit Card,0,0
TXN-100660,CUST-1431,29,Savings,Deposit,Entertainment,125.72,11659.56,11533.84,2,London,Web Browser,Wire Transfer,0,0
TXN-100058,CUST-1385,57,Credit,Deposit,Electronics,243.48,3385.65,3292.17,2,Mumbai,Mobile App,Wire Transfer,0,0
TXN-100375,CUST-1435,28,Savings,Deposit,Electronics,107.78,4356.58,4248.8,1,London,Web Browser,Wire Transfer,0,0
TXN-101073,CUST-1419,50,Credit,Deposit,Electronics,219.17,6151.6,5932.43,2,London,POS Terminal,Wire Transfer,1,0
TXN-102097,CUST-1444,23,Credit,Payment,Entertainment,43.22,2906.19,2862.97,13,London,POS Terminal,UPI / Wallet,0,0
TXN-100672,CUST-1391,30,Credit,Payment,Entertainment,156.98,10178.96,10021.98,10,London,POS Terminal,UPI / Wallet,0,0
TXN-101368,CUST-1444,28,Savings,Payment,Electronics,103.55,9950.82,9847.27,10,Berlin,Web Browser,Credit Card,0,0
TXN-101622,CUST-1412,47,Checking,Deposit,Electronics,75.54,3855.56,3780.02,5,Mumbai,ATM,Wire Transfer,0,0
TXN-101331,CUST-1262,59,Credit,Payment,Entertainment,344.71,18063.04,17718.33,5,London,POS Terminal,UPI / Wallet,0,0
TXN-101180,CUST-1407,40,Savings,Transfer,Electronics,616.82,1861.25,1244.43,11,Berlin,POS Terminal,UPI / Wallet,1,1
TXN-101283,CUST-1423,18,Savings,Deposit,Entertainment,7.19,22097.22,22090.03,0,Berlin,Web Browser,Debit Card,0,0
TXN-100013,CUST-1436,25,Credit,Deposit,Entertainment,29.09,19478.38,19449.29,10,London,Web Browser,Credit Card,0,0
TXN-102031,CUST-1441,29,Savings,Payment,Entertainment,180.13,7312.49,7132.36,10,London,Web Browser,Debit Card,0,0
TXN-101773,CUST-1399,20,Savings,Deposit,Entertainment,35.77,19877.48,19841.71,1,Berlin,Web Browser,UPI / Wallet,0,0
TXN-100150,CUST-1275,51,Savings,Payment,Electronics,162.68,18942.66,18779.98,8,Mumbai,Mobile App,Debit Card,0,0
TXN-101859,CUST-1475,21,Credit,Payment,Entertainment,20.51,734.15,863.64,11,London,Web Browser,UPI / Wallet,0,0
TXN-100143,CUST-1385,31,Savings,Payment,Electronics,94.71,16603.03,16508.32,14,London,Web Browser,Credit Card,0,0
TXN-101293,CUST-1491,20,Credit,Payment,Entertainment,13.62,896.42,882.8,12,London,Web Browser,UPI / Wallet,0,0
TXN-100223,CUST-1418,32,Savings,Payment,Electronics,136.31,9806.32,9670.01,11,London,Web Browser,Credit Card,0,0
TXN-100458,CUST-1429,46,Checking,Deposit,Entertainment,123.66,1653.32,1529.66,2,Mumbai,POS Terminal,Wire Transfer,0,0
TXN-101785,CUST-1489,18,Savings,Deposit,Electronics,5.84,7228.69,7222.85,12,Berlin,Web Browser,Credit Card,0,0
TXN-100797,CUST-1341,33,Credit,Deposit,Entertainment,87.68,21660.27,21572.59,6,Mumbai,POS Terminal,Debit Card,0,0
TXN-101865,CUST-1398,22,Savings,Deposit,Entertainment,31.74,19210.52,19178.78,2,London,Web Browser,UPI / Wallet,0,0
TXN-100650,CUST-1430,31,Business,Deposit,Entertainment,47.0,19543.28,19496.28,1,London,Web Browser,UPI / Wallet,0,0
TXN-100248,CUST-1447,48,Checking,Deposit,Electronics,242.06,3902.32,3660.26,4,New York,POS Terminal,Wire Transfer,1,0
TXN-100625,CUST-1446,52,Credit,Deposit,Electronics,222.83,2833.92,2611.09,2,London,Mobile App,Wire Transfer,1,0
TXN-100667,CUST-1376,34,Business,Deposit,Entertainment,66.19,17974.71,17908.52,1,Mumbai,POS Terminal,Wire Transfer,0,0
TXN-101480,CUST-1144,44,Savings,Deposit,Entertainment,174.58,20925.16,20900.58,3,London,POS Terminal,UPI / Wallet,0,0
TXN-100515,CUST-1457,43,Savings,Payment,Electronics,156.54,2472.67,2316.13,13,London,Mobile App,Wire Transfer,0,0
TXN-100010,CUST-1435,34,Savings,Payment,Electronics,226.43,4910.42,4683.99,5,London,POS Terminal,Wire Transfer,0,0
TXN-100679,CUST-1474,21,Savings,Payment,Electronics,34.67,3562.84,3528.17,8,Berlin,Web Browser,Debit Card,0,0
TXN-100759,CUST-1444,20,Savings,Deposit,Entertainment,22.7,11919.41,11896.71,2,London,Web Browser,UPI / Wallet,0,0
TXN-100702,CUST-1418,31,Checking,Payment,Entertainment,634.05,6938.61,6304.56,9,Mumbai,POS Terminal,UPI / Wallet,1,1
TXN-100690,CUST-1458,19,Savings,Deposit,Entertainment,21.1,9685.99,9664.89,7,Berlin,Web Browser,Credit Card,0,0
TXN-100894,CUST-1288,31,Savings,Deposit,Electronics,68.73,23072.12,23003.39,2,London,Web Browser,Debit Card,0,0
TXN-101086,CUST-1262,36,Savings,Deposit,Electronics,113.44,21235.01,21121.57,2,London,POS Terminal,UPI / Wallet,0,0
TXN-100820,CUST-1409,19,Savings,Payment,Entertainment,17.76,6309.35,6291.59,5,London,POS Terminal,UPI / Wallet,0,0
TXN-102206,CUST-1448,62,Credit,Deposit,Electronics,272.78,2975.22,2702.44,3,Mumbai,Mobile App,Wire Transfer,1,0
TXN-101827,CUST-1308,48,Savings,Payment,Electronics,270.83,17527.79,17256.96,10,London,POS Terminal,Debit Card,0,0
TXN-101641,CUST-1451,41,Savings,Payment,Electronics,152.85,1289.18,1136.33,3,London,Mobile App,Wire Transfer,0,0
TXN-102235,CUST-1451,25,Savings,Payment,Entertainment,433.12,13760.19,13327.07,13,London,Web Browser,Credit Card,1,1
TXN-101594,CUST-1447,22,Savings,Payment,Entertainment,66.47,5893.97,5827.5,9,Berlin,Web Browser,Debit Card,0,0
TXN-100731,CUST-1267,28,Savings,Deposit,Entertainment,67.18,22808.68,22741.5,4,London,POS Terminal,Debit Card,0,0
TXN-100320,CUST-1372,30,Credit,Payment,Entertainment,197.35,11482.26,11284.91,10,Mumbai,POS Terminal,UPI / Wallet,0,0
TXN-100174,CUST-1459,53,Savings,Payment,Electronics,115.93,425.47,309.54,1,London,Mobile App,Wire Transfer,0,0
TXN-101818,CUST-1432,42,Savings,Payment,Electronics,190.53,2475.18,2284.65,8,London,Mobile App,Wire Transfer,0,0
TXN-101943,CUST-1466,33,Savings,Transfer,Electronics,146.4,2738.16,2591.76,16,Berlin,Web Browser,Debit Card,0,0
TXN-101523,CUST-1434,35,Savings,Payment,Entertainment,267.62,6313.35,6045.73,14,London,POS Terminal,Debit Card,0,0
TXN-100704,CUST-1446,33,Savings,Payment,Electronics,182.91,3873.48,3690.57,11,London,Web Browser,UPI / Wallet,0,0
TXN-100478,CUST-1171,50,Credit,Deposit,Electronics,73.53,14491.25,14417.72,1,London,ATM,Wire Transfer,0,0
TXN-100676,CUST-1382,66,Credit,Deposit,Electronics,360.03,6166.08,5806.05,4,Mumbai,Mobile App,Wire Transfer,0,0
TXN-100881,CUST-1453,54,Checking,Payment,Electronics,275.52,2596.36,2320.84,6,Mumbai,Mobile App,Wire Transfer,1,0
TXN-101929,CUST-1384,32,Savings,Payment,Entertainment,168.91,9633.59,9464.68,4,London,Web Browser,Wire Transfer,0,0
TXN-100359,CUST-1170,37,Credit,Deposit,Electronics,72.43,19083.27,19010.84,0,London,Mobile App,Wire Transfer,0,0
TXN-100537,CUST-1396,51,Savings,Payment,Electronics,369.02,9088.91,8719.89,12,London,POS Terminal,Debit Card,0,0
TXN-101265,CUST-1465,25,Checking,Payment,Entertainment,76.6,2318.18,2241.58,12,New York,POS Terminal,Wire Transfer,0,0
TXN-100539,CUST-1438,30,Savings,Payment,Entertainment,137.45,1973.3,1985.85,7,London,POS Terminal,Wire Transfer,0,0
TXN-100492,CUST-1440,38,Savings,Payment,Electronics,737.15,5036.02,4298.87,7,London,POS Terminal,Wire Transfer,1,1
TXN-101019,CUST-1360,47,Credit,Payment,Entertainment,326.01,11297.06,10971.05,12,London,POS Terminal,Debit Card,0,0
