transaction_id,customer_id,age,account_type,transaction_type,merchant_category,amount,balance_before,balance_after,transaction_hour,location,device_type,payment_method,is_international,is_fraud
TXN-101328,CUST-1242,46,Credit,Payment,Groceries,188.7532,12078.371,12813.647,10,New York,Mobile App,Debit Card,0,0
TXN-101331,CUST-1242,45,Credit,Payment,Groceries,155.79056,13025.284,11359.776,11,New York,Mobile App,Debit Card,0,0
TXN-101329,CUST-1294,52,Credit,Transfer,Groceries,168.64764,15057.228,11836.402,10,New York,POS Terminal,UPI / Wallet,0,0
TXN-101296,CUST-1243,48,Credit,Payment,Groceries,134.9404,11747.957,10788.683,11,New York,POS Terminal,Debit Card,0,0
TXN-101544,CUST-1330,50,Savings,Transfer,Travel,167.68782,15122.735,13418.803,14,Singapore,POS Terminal,UPI / Wallet,0,0
TXN-101173,CUST-1283,48,Credit,Transfer,Groceries,118.76828,12679.916,12060.608,11,New York,POS Terminal,UPI / Wallet,0,0
TXN-101397,CUST-1276,47,Credit,Transfer,Retail,125.11021,12973.509,12832.202,10,New York,Mobile App,UPI / Wallet,0,0
TXN-101025,CUST-1221,43,Credit,Payment,Groceries,152.08037,10813.959,10968.761,10,Mumbai,Mobile App,Debit Card,0,0
TXN-101311,CUST-1226,46,Credit,Transfer,Groceries,172.64873,12386.308,11783.174,11,New York,Mobile App,Debit Card,0,0
TXN-101470,CUST-1258,46,Credit,Transfer,Retail,147.9556,13193.302,13222.786,13,New York,POS Terminal,UPI / Wallet,0,0
TXN-101182,CUST-1229,45,Credit,Transfer,Groceries,182.11945,12490.115,13315.811,13,New York,POS Terminal,UPI / Wallet,0,0
TXN-101154,CUST-1237,45,Credit,Transfer,Groceries,171.17284,12288.469,11997.827,12,New York,POS Terminal,Debit Card,0,0
TXN-101198,CUST-1214,45,Credit,Transfer,Groceries,153.25148,11349.705,10864.418,10,New York,Mobile App,Debit Card,0,0
TXN-101231,CUST-1245,45,Credit,Transfer,Retail,111.07012,11223.797,12003.2705,12,New York,POS Terminal,Debit Card,0,0
TXN-101619,CUST-1313,51,Savings,Transfer,Retail,195.91595,14193.991,13137.759,14,Singapore,POS Terminal,UPI / Wallet,0,0
TXN-101239,CUST-1233,44,Credit,Transfer,Groceries,136.0974,12798.851,12669.021,12,New York,POS Terminal,UPI / Wallet,0,0
TXN-101328,CUST-1282,50,Credit,Transfer,Retail,170.50809,15394.362,16529.254,15,Singapore,POS Terminal,UPI / Wallet,0,0
TXN-101245,CUST-1264,49,Credit,Transfer,Groceries,125.855064,13989.593,11556.453,11,New York,Mobile App,Debit Card,0,0
TXN-101194,CUST-1240,45,Credit,Payment,Retail,151.8131,11479.848,11783.417,11,New York,POS Terminal,UPI / Wallet,0,0
TXN-101412,CUST-1266,48,Credit,Transfer,Groceries,681.72,11391.729,11174.568,11,New York,Mobile App,Debit Card,1,1
TXN-101098,CUST-1199,45,Credit,Payment,Groceries,128.76349,11118.721,11185.643,10,Mumbai,Mobile App,Debit Card,0,0
TXN-101415,CUST-1310,49,Credit,Transfer,Retail,227.45793,16634.87,14724.943,14,Singapore,POS Terminal,UPI / Wallet,0,0
TXN-101184,CUST-1223,43,Credit,Transfer,Groceries,565.41,10485.848,11645.104,10,Mumbai,Mobile App,Debit Card,1,1
TXN-101475,CUST-1249,48,Credit,Transfer,Groceries,117.602585,11644.516,12910.467,12,New York,POS Terminal,UPI / Wallet,0,0
TXN-101385,CUST-1287,46,Credit,Transfer,Retail,141.13551,13635.797,12635.04,12,New York,POS Terminal,UPI / Wallet,0,0
TXN-101541,CUST-1310,52,Savings,Transfer,Travel,159.6615,16262.597,16861.771,16,Singapore,POS Terminal,UPI / Wallet,0,0
TXN-101014,CUST-1204,43,Credit,Payment,Groceries,118.64103,10545.909,10452.915,11,New York,Mobile App,Debit Card,0,0
TXN-101340,CUST-1245,49,Credit,Transfer,Retail,107.93904,14305.789,14028.753,13,New York,POS Terminal,UPI / Wallet,0,0
TXN-101118,CUST-1244,44,Credit,Transfer,Groceries,184.43118,10794.622,10875.693,10,New York,Mobile App,Debit Card,0,0
TXN-101201,CUST-1230,45,Credit,Payment,Groceries,120.75851,12921.983,12773.857,11,New York,Mobile App,Debit Card,0,0
TXN-101459,CUST-1271,50,Credit,Transfer,Retail,171.24625,14364.013,13634.435,13,New York,POS Terminal,UPI / Wallet,0,0
TXN-101145,CUST-1202,45,Credit,Payment,Groceries,150.53754,10672.771,11157.178,11,New York,Mobile App,Debit Card,0,0
TXN-101268,CUST-1287,46,Credit,Transfer,Retail,182.03183,13662.531,12329.001,13,New York,POS Terminal,UPI / Wallet,0,0
TXN-101012,CUST-1225,41,Credit,Payment,Groceries,127.31103,11080.732,11439.562,10,Mumbai,Mobile App,Debit Card,0,0
TXN-101457,CUST-1317,52,Savings,Transfer,Retail,102.06693,14640.71,13289.358,13,Singapore,POS Terminal,UPI / Wallet,0,0
