date,description,debit,credit,balance,isSuspicious
26-05-2024,NETTXN:AJIOLUXE,60.9,421056.9,1.6226967e+07,0
17-03-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),89.3,742530.3,1.3231043e+07,0
09-04-2023,NETTXN:DARVEYS,1746.79,58910.78,1.5016988e+07,0
08-03-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),581026.44,0.0,1.5981558e+07,0
12-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,7.74,762756.4,7.473578e+06,1
01-12-2023,PCA:5001234567:1234567891234:LOCALSHOP,1.0,491163.0,5.061148e+06,1
17-08-2024,CRYPTOEXCHANGEWAZIRX,765512.3,0.0,9.27438e+06,0
11-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,34.3,557409.75,5.410774e+06,1
22-04-2023,NETTXN:TICKETBOOKINGINDIGO,0.44,656159.06,7.4756145e+06,1
22-06-2023,NETTXN:AJIOLUXE,716551.2,0.01,4.9255225e+06,1
26-04-2023,NETTXN:tatacliq,288338.16,12152.82,6.2729775e+06,1
26-03-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),0.88,585016.25,5.1770445e+06,1
13-12-2023,PCA:5001234567:345123987012345:DOMINOS,1585.29,7136.89,1.6386423e+07,0
09-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,115884.88,22.54,1.7125736e+07,0
26-03-2023,NETTXN:TICKETBOOKINGINDIGO,740803.7,11.2,9.635928e+06,0
31-03-2023,NETTXN:Aug21Sal234TANGOEINDIA,37123.99,21.76,1.7171196e+07,0
27-03-2023,CRYPTOEXCHANGEWAZIRX,1918.74,6857.3,1.6449178e+07,0
08-03-2023,PCA:5001234567:123456789012345:AMAZON,1050.85,69407.31,1.7242288e+07,0
18-01-2024,CRYPTOEXCHANGEWAZIRX,206.04,679370.25,1.0129098e+07,0
23-07-2024,PCA:5001234567:098765432109876:FLIPKART,2382.52,7748.18,1.7225218e+07,0
01-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,205.69,481780.25,1.2413719e+07,0
15-02-2023,CRYPTOEXCHANGEBINANCE,353.31,806638.2,8.245908e+06,1
09-03-2023,FundsTransfertoXX8765/CC001002010123456/MOBTXN,841808.4,316.64,6.2469875e+06,1
15-01-2023,PCA:5001234567:1234567891234:LOCALSHOP,1055.72,286.66,1.8628608e+07,0
20-03-2023,FundsTransfertoXX8765/CC001002010987654/MOBTXN,792102.9,2.93,5.614105e+06,1
04-06-2023,NETTXN:EBAY,51263.36,144.28,1.5608442e+07,0
08-07-2023,ATMWithdrawal,647553.7,0.0,5.5970545e+06,1
19-03-2023,NETTXN:AMAZON,527697.9,343.54,1.0497825e+07,0
15-01-2024,PCA:5001234567:1234567891234:LOCALSHOP,96.41,4947.95,1.9578482e+07,0
27-03-2023,CRYPTOEXCHANGEWAZIRX,0.3,660531.9,6.6175385e+06,1
16-03-2023,CASHDEPOSIT,0.0,547439.7,5.297241e+06,1
16-02-2024,NETTXN:TICKETBOOKINGYATRA,2.47,374404.56,3.8973442e+06,1
21-10-2023,NETTXN:EBAY,548520.4,0.0,1.5137156e+07,0
12-09-2024,ATMWithdrawal,13185.34,507.51,1.7462622e+07,0
18-11-2024,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),626287.94,0.05,7.495796e+06,0
19-10-2023,NETTXN:TICKETBOOKINGAIRINDIA,48.52,635344.6,1.0092024e+07,0
25-08-2023,NETTXN:EBAY,0.52,626005.0,6.408786e+06,1
01-03-2023,NETTXN:TICKETBOOKINGINDIGO,0.97,615406.1,4.847406e+06,1
03-04-2023,PCA:5001234567:1234567891234:LOCALSHOP,0.09,679065.25,6.50377e+06,1
17-03-2023,CRYPTOEXCHANGECOINBASE,8450.2,123549.65,1.5190999e+07,0
02-03-2023,NETTXN:TICKETBOOKINGYATRA,7497.73,81674.21,1.0969961e+07,0
12-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,697928.94,0.04,4.900973e+06,1
21-09-2024,FundsTransfertoXX8765/CC001002010123456/MOBTXN,17299.06,107008.88,9.862531e+06,0
02-07-2023,NETTXN:TICKETBOOKINGYATRA,596088.1,2494.18,9.506725e+06,0
19-02-2023,NETTXN:DARVEYS,2.93,527440.4,1.2703021e+07,0
07-02-2023,REFUNDOF:ZOMATO,700382.2,3.29,8.472192e+06,0
05-04-2024,NETTXN:Aug21Sal234TANGOEINDIA,7.64,753017.7,9.586391e+06,0
11-03-2023,NETTXN:TICKETBOOKINGYATRA,103.05,658811.8,1.2269475e+07,0
08-02-2023,NETTXN:TICKETBOOKINGYATRA,4.52,674964.3,1.2223214e+07,0
06-04-2023,REVOFNETTXN:1234567890,219656.69,1.6,1.3600812e+07,0
08-03-2023,NETTXN:TICKETBOOKINGYATRA,1893.59,405174.9,1.4258532e+07,0
21-02-2023,CRYPTOEXCHANGECOINBASE,0.18,585995.5,5.6904955e+06,1
15-09-2023,CRYPTOEXCHANGEWAZIRX,680792.5,0.0,6.5779685e+06,1
07-07-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,180.49,183438.12,1.6022989e+07,0
25-08-2023,NETTXN:PAYBILL123456,181.44,522368.72,1.4000055e+07,0
08-12-2024,NETTXN:TICKETBOOKINGYATRA,183582.23,6.37,1.6630415e+07,0
26-07-2023,CRYPTOEXCHANGECOINBASE,92085.1,8749.37,1.0992973e+07,0
13-03-2023,NETTXN:farfetch,1763.04,161928.61,4.1664712e+06,1
27-04-2023,NETTXN:TICKETBOOKINGYATRA,134412.48,169.48,1.2264995e+07,0
24-03-2023,NETTXN:farfetch,90464.36,94.45,1.5975144e+07,0
03-08-2024,NETTXN:PAYBILL432109,0.0,512460.97,4.481847e+06,1
23-07-2023,PCA:5001234567:1234567891234:LOCALSHOP,16399.05,278565.06,7.0931455e+06,1
24-10-2023,NETTXN:FLIPKART,12.76,583011.56,6.047568e+06,1
31-07-2023,ATMWithdrawal,756074.75,6.4,5.71449e+06,1
11-09-2024,NETTXN:TICKETBOOKINGMAKEMYTRIP,110.37,730377.8,7.522778e+06,1
17-02-2023,CRYPTOEXCHANGEWAZIRX,24322.77,9408.18,1.235847e+07,0
15-07-2023,NETTXN:TICKETBOOKINGINDIGO,650590.5,0.75,5.648224e+06,1
24-10-2023,NETTXN:DARVEYS,2258.94,44768.35,1.5975732e+07,0
03-04-2024,NETTXN:FLIPKART,0.38,597243.06,4.992857e+06,1
16-03-2023,CRYPTOEXCHANGECOINBASE,1.64,672196.2,1.0449918e+07,0
17-03-2023,CRYPTOEXCHANGEBINANCE,0.0,457412.53,3.7367522e+06,1
03-04-2023,CRYPTOEXCHANGEWAZIRX,100498.66,0.33,1.3354412e+07,0
26-02-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,235055.98,6.58,1.7560248e+07,0
01-01-2024,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),0.14,571884.44,4.6737805e+06,1
01-04-2024,IMPS/NA/XXX5678/RRN:876543210987/MOBTXN,709794.94,0.04,3.8901555e+06,1
08-11-2023,NETTXN:tatacliq,100952.58,22.78,1.6666721e+07,0
28-02-2023,FundsTransfertoXX8765/CC001002010987654/MOBTXN,0.0,504142.8,1.2373313e+07,0
22-05-2023,REFUNDOF:ZOMATO,88.79,623564.75,1.1202117e+07,0
14-03-2023,IMPS/NA/XXX5678/RRN:987654321098/MOBTXN,790646.0,263.46,4.4664605e+06,1
19-03-2023,IMPS/NA/XXX5678/RRN:123456789012/MOBTXN,222.94,503240.2,5.742327e+06,1
15-03-2023,NETTXN:PAYBILL987654,781082.56,6.35,5.6557485e+06,1
04-02-2024,NETTXN:TICKETBOOKINGMAKEMYTRIP,3592.04,82038.47,1.386914e+07,0
26-05-2023,EMItowardsLoanNo00234567,40757.16,21.27,1.7877372e+07,0
01-02-2024,NETTXN:TICKETBOOKINGYATRA,894.38,397825.97,1.3855256e+07,0
13-02-2023,PCA:5001234567:450987650123456:EBAY,369014.1,61.59,1.2160794e+07,0
12-03-2023,EMItowardsLoanNo00234567,18845.12,48372.8,1.4015601e+07,0
16-10-2024,NETTXN:TICKETBOOKINGINDIGO,0.02,569146.6,4.8353005e+06,1
22-05-2024,PCA:5001234567:567890123456789:BIGBAZAAR,6479.45,94400.4,1.1766995e+07,0
11-02-2023,ATMWithdrawal,35.21,552052.25,1.5305453e+07,0
12-04-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),11.28,664343.6,6.5819975e+06,1
18-12-2024,NETTXN:TICKETBOOKINGAIRINDIA,249492.72,16.22,1.4840177e+07,0
15-01-2024,CRYPTOEXCHANGEBINANCE,24211.38,7505.92,1.4299373e+07,0
27-03-2023,NETTXN:EBAY,13.31,725026.06,7.35569e+06,1
23-06-2024,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),30.95,636444.7,1.0288808e+07,0
19-03-2023,NETTXN:FLIPKART,760034.75,42.03,6.031645e+06,1
22-02-2023,PCA:5001234567:1234567891234:LOCALSHOP,0.0,556495.3,5.216738e+06,1
17-04-2023,PCA:5001234567:1234567891234:LOCALSHOP,72988.2,6120.2,1.2813555e+07,0
01-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,480607.75,0.05,1.6351532e+07,0
11-07-2024,NETTXN:DARVEYS,26029.11,98.69,1.7679744e+07,0
09-09-2023,PCA:5001234567:675849302948301:MUTUALFUNDS,480498.3,0.53,1.2935685e+07,0
16-04-2023,CRYPTOEXCHANGECOINBASE,628719.75,0.0,1.113967e+07,0
11-04-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,130371.76,30.45,1.3836099e+07,0
14-03-2024,NETTXN:TICKETBOOKINGAIRINDIA,841477.8,16.56,5.409291e+06,1
06-04-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,722797.6,96.19,1.075321e+07,0
03-04-2023,PCA:5001234567:1234567891234:LOCALSHOP,33.53,579966.3,1.1959469e+07,0
18-03-2023,CRYPTOEXCHANGEWAZIRX,1.16,670126.6,1.0521837e+07,0
20-03-2023,PCA:5001234567:098765432109876:FLIPKART,16456.29,19994.98,1.2836221e+07,0
16-04-2023,ATMWithdrawal,0.0,436531.0,4.298017e+06,1
30-08-2024,CRYPTOEXCHANGEBINANCE,0.0,391325.47,2.3410288e+06,1
24-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,0.03,540088.2,4.781353e+06,1
19-04-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),1.08,750642.56,1.1901152e+07,0
03-02-2023,NETTXN:TICKETBOOKINGAIRINDIA,629646.7,1577.8,1.0445106e+07,0
10-05-2023,REFUNDOF:ZOMATO,201.3,260501.16,1.6471489e+07,0
04-04-2023,NETTXN:TICKETBOOKINGYATRA,7.1,746777.8,8.517562e+06,0
22-06-2023,FundsTransfertoXX8765/CC001002010123456/MOBTXN,4.36,743752.06,9.987674e+06,0
17-10-2023,CRYPTOEXCHANGEBINANCE,48.63,740885.06,1.0554825e+07,0
27-03-2023,NETTXN:PAYBILL987654,491569.88,0.07,1.1356877e+07,0
01-04-2023,NETTXN:EBAY,628969.0,0.0,2.4090332e+06,1
01-03-2024,FundsTransfertoXX8765/CC001002010987654/MOBTXN,23.14,562416.9,1.5232733e+07,0
03-03-2024,FundsTransfertoXX8765/CC001002010987654/MOBTXN,0.06,637764.06,1.290553e+07,0
23-10-2023,PCA:5001234567:1234567891234:LOCALSHOP,59.22,554196.94,5.826676e+06,1
08-07-2023,PCA:5001234567:765432109876543:ZOMATO,93969.34,3870.67,1.581334e+07,0
03-04-2023,NETTXN:AMAZON,35154.7,61.65,1.7665356e+07,0
10-12-2024,NETTXN:EBAY,0.17,495086.53,4.245235e+06,1
12-10-2024,CRYPTOEXCHANGEBINANCE,47.47,597727.25,1.1927756e+07,0
06-04-2023,IMPS/RAHULKUMAR/XXX5678/RRN:123456789012,340.85,1833.85,1.8885008e+07,0
27-07-2024,NETTXN:farfetch,213288.45,0.63,1.5974804e+07,0
12-02-2023,NETTXN:PAYBILL123456,48.36,635873.0,1.000905e+07,0
29-03-2023,PCA:5001234567:098765432109876:FLIPKART,73687.7,52.95,1.6236929e+07,0
18-11-2023,NETTXN:TICKETBOOKINGAIRINDIA,310.02,763939.25,8.241549e+06,1
13-03-2023,NETTXN:tatacliq,226782.98,0.0,1.8041764e+07,0
29-06-2023,NETTXN:TICKETBOOKINGAIRINDIA,733337.06,0.01,4.441195e+06,1
08-08-2024,NETTXN:AMAZON,377505.53,3220.02,8.395932e+06,0
25-06-2024,NETTXN:AJIOLUXE,1.6,606007.56,5.5176305e+06,1
20-03-2023,NETTXN:Aug21Sal234TANGOEINDIA,9327.01,5611.18,1.5078691e+07,0
02-05-2023,CRYPTOEXCHANGEWAZIRX,11666.98,322875.16,7.32658e+06,1
10-03-2023,PCA:5001234567:675849302948301:MUTUALFUNDS,789091.7,0.02,2.5836382e+06,1
11-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,0.01,680986.6,1.0079111e+07,0
22-03-2023,NETTXN:Aug21Sal234TANGOEINDIA,738410.4,0.78,5.7731345e+06,1
26-02-2023,IMPS/RAHULKUMAR/XXX5678/RRN:123456789012,348.15,527884.56,1.216727e+07,0
06-01-2024,NETTXN:TICKETBOOKINGINDIGO,0.01,647409.2,6.162421e+06,1
11-03-2023,NETTXN:EBAY,12529.27,52894.35,9.829339e+06,0
19-12-2023,CRYPTOEXCHANGECOINBASE,694841.2,0.32,6.241837e+06,1
19-04-2023,NETTXN:AMAZON,745932.75,0.04,4.8275265e+06,1
22-12-2024,PCA:5001234567:098765432109876:FLIPKART,12.77,614292.1,1.3643913e+07,0
27-12-2023,REVOFNETTXN:1234567890,11.04,659521.8,7.742886e+06,0
02-05-2024,CRYPTOEXCHANGEBINANCE,0.07,573807.44,5.1225355e+06,1
29-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,408073.2,6.23,1.0849786e+07,0
26-07-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,179.83,623305.25,9.164147e+06,0
14-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,0.0,397158.8,2.3604092e+06,1
25-03-2024,NETTXN:TICKETBOOKINGYATRA,456356.28,3.55,1.4473324e+07,0
14-02-2023,NETTXN:AJIOLUXE,81867.17,881.69,1.5204938e+07,0
12-08-2024,PCA:5001234567:1234567891234:LOCALSHOP,1132.99,46811.46,1.5927776e+07,0
23-12-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),379686.25,0.01,1.4867432e+07,0
21-02-2023,NETTXN:TICKETBOOKINGYATRA,768788.4,0.17,4.715228e+06,1
20-08-2023,REFUNDOF:ZOMATO,1352.94,326131.8,5.640668e+06,1
07-04-2023,PCA:5001234567:1234567891234:LOCALSHOP,219742.98,14209.22,5.952393e+06,1
06-04-2024,NETTXN:TICKETBOOKINGAIRINDIA,6.55,500203.9,1.5810552e+07,0
10-04-2023,CRYPTOEXCHANGECOINBASE,717924.8,0.0,7.33358e+06,0
28-12-2023,REFUNDOF:ZOMATO,79.54,640293.8,1.4947423e+07,0
31-10-2024,NETTXN:FLIPKART,15951.34,57423.01,1.1316607e+07,0
18-07-2023,PCA:5001234567:1234567891234:LOCALSHOP,0.04,543479.25,1.3877073e+07,0
17-02-2024,CRYPTOEXCHANGECOINBASE,866273.7,0.69,2.328661e+06,1
23-02-2023,FundsTransfertoXX8765/CC001002010987654/MOBTXN,5976.35,373711.9,6.2678065e+06,1
27-03-2023,PCA:5001234567:123456789012345:AMAZON,57.69,695446.56,6.7024985e+06,1
06-04-2024,NETTXN:PAYBILL123456,247.27,533790.7,1.2886332e+07,0
12-02-2024,IMPS/NA/XXX5678/RRN:123456789012/MOBTXN,362371.62,2.3,1.4299291e+07,0
11-04-2023,PCA:5001234567:675849302948301:MUTUALFUNDS,730369.2,0.55,4.4270995e+06,1
02-03-2023,NETTXN:EBAY,778289.1,111.31,6.7437365e+06,1
30-05-2024,NETTXN:EBAY,0.0,576453.7,7.837741e+06,0
17-03-2023,NETTXN:AJIOLUXE,889202.4,0.0,2.0910625e+06,1
20-03-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,53.09,539280.6,1.5143226e+07,0
24-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,12.72,631942.44,6.0403155e+06,1
22-02-2023,PCA:5001234567:450987650123456:EBAY,9.01,581415.06,5.686723e+06,1
15-12-2024,REVOFNETTXN:1234567890,0.01,620918.06,5.5281515e+06,1
26-02-2023,CRYPTOEXCHANGECOINBASE,337.83,177666.05,1.3210939e+07,0
02-09-2023,NETTXN:tatacliq,307.63,71747.74,1.5497797e+07,0
08-02-2023,NETTXN:TICKETBOOKINGINDIGO,1124.37,142697.83,1.4925437e+07,0
02-04-2023,NETTXN:AMAZON,244520.94,331.75,1.4589661e+07,0
02-04-2023,CRYPTOEXCHANGEBINANCE,538278.25,6.3,1.3484099e+07,0
15-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,30189.62,10.97,1.6798584e+07,0
25-03-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,19011.17,80203.93,6.210566e+06,1
17-02-2023,NETTXN:AMAZON,758742.56,0.68,4.509482e+06,1
29-11-2024,NETTXN:AMAZON,482996.2,0.33,1.5320726e+07,0
21-11-2023,NETTXN:TICKETBOOKINGINDIGO,847568.2,0.06,6.5264455e+06,0
21-09-2024,CASHDEPOSIT,0.72,638997.6,5.825206e+06,1
26-10-2024,CRYPTOEXCHANGECOINBASE,737201.5,0.0,2.6775475e+06,1
20-10-2023,NETTXN:TICKETBOOKINGAIRINDIA,1.39,447342.6,1.5270531e+07,0
23-07-2024,PCA:5001234567:098765432109876:FLIPKART,302104.38,0.0,1.5439686e+07,0
13-04-2023,NETTXN:AJIOLUXE,128.14,719280.3,7.11146e+06,1
04-05-2024,IMPS/NA/XXX5678,0.63,723713.94,1.0108006e+07,0
29-06-2024,NETTXN:TICKETBOOKINGINDIGO,406483.2,344.26,1.2247396e+07,0
10-03-2023,NETTXN:EBAY,157.94,542994.7,1.4078904e+07,0
18-02-2023,NETTXN:AMAZON,25.68,643264.6,1.3506373e+07,0
01-07-2024,NETTXN:DARVEYS,830746.25,0.14,4.126879e+06,1
04-04-2023,IMPS/NA/XXX5678/RRN:876543210987/MOBTXN,330060.3,572.16,9.794143e+06,0
13-08-2024,FundsTransfertoXX8765/CC001002010123456/MOBTXN,701871.06,130.55,4.1684232e+06,1
04-03-2023,NETTXN:TICKETBOOKINGYATRA,56872.78,29.5,1.576034e+07,0
23-10-2024,PCA:5001234567:1234567891234:LOCALSHOP,0.54,585691.56,4.738928e+06,1
26-02-2023,PCA:5001234567:675849302948301:MUTUALFUNDS,12691.93,3688.01,1.5162461e+07,0
09-03-2023,NETTXN:TICKETBOOKINGYATRA,0.35,655311.75,6.171529e+06,1
14-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,737537.8,0.94,8.154803e+06,0
29-10-2024,NETTXN:TICKETBOOKINGINDIGO,595347.2,0.1,1.2975447e+07,0
20-08-2023,CRYPTOEXCHANGEWAZIRX,6171.3,13.75,1.9260134e+07,0
01-05-2023,CRYPTOEXCHANGEWAZIRX,3405.43,106158.74,1.1872774e+07,0
23-02-2023,NETTXN:CASHDEPOSIT,9689.4,353512.7,6.995498e+06,1
29-03-2023,IMPS/NA/XXX5678/RRN:876543210987/MOBTXN,127007.18,8.06,1.6467688e+07,0
29-05-2024,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,554321.0,0.3,1.3074044e+07,0
14-04-2023,EMItowardsLoanNo00234567,12339.82,48277.56,1.187546e+07,0
03-02-2023,NETTXN:TICKETBOOKINGAIRINDIA,0.0,369315.75,2.731295e+06,1
22-02-2023,NETTXN:FLIPKART,562101.06,0.0,1.0351221e+07,0
06-03-2023,NETTXN:TICKETBOOKINGINDIGO,24.86,686122.0,1.2359868e+07,0
21-02-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),833765.7,0.12,3.2895485e+06,1
01-12-2024,NETTXN:FLIPKART,14719.96,307814.94,7.152492e+06,1
01-02-2024,NETTXN:EBAY,41212.56,0.03,1.7231964e+07,0
12-06-2024,CRYPTOEXCHANGEWAZIRX,40.1,582920.56,1.4046772e+07,0
20-04-2023,PCA:5001234567:765432109876543:ZOMATO,748029.75,1269.98,6.616677e+06,1
28-02-2023,CRYPTOEXCHANGEWAZIRX,401218.38,95.95,1.2678865e+07,0
31-03-2023,NETTXN:farfetch,99994.05,41220.1,6.1912715e+06,1
02-04-2023,PCA:5001234567:1234567891234:LOCALSHOP,8.43,444618.62,1.5936076e+07,0
02-04-2023,CRYPTOEXCHANGECOINBASE,7906.22,14460.79,1.5964294e+07,0
03-03-2023,IMPS/NA/XXX5678/RRN:123400567890/MOBTXN,1271.55,736339.25,7.731015e+06,1
13-03-2023,NETTXN:AJIOLUXE,332202.8,7.04,1.4589158e+07,0
18-04-2024,PCA:5001234567:345123987012345:DOMINOS,0.65,626184.4,1.1003254e+07,0
11-03-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),730677.25,11.47,8.536263e+06,0
18-02-2023,NETTXN:tatacliq,694919.94,0.0,1.080331e+07,0
15-04-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),691378.5,1.89,5.4777305e+06,1
08-09-2023,REFUNDOF:ZOMATO,7.1,456240.6,1.5937312e+07,0
17-03-2023,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,2.26,585381.56,6.3081615e+06,1
23-02-2023,CRYPTOEXCHANGEBINANCE,759357.7,148.13,7.506148e+06,1
18-03-2023,IMPS/NA/XXX5678/RRN:876543210987/MOBTXN,151.31,343751.2,1.5449371e+07,0
06-02-2024,NETTXN:CASHDEPOSIT,9471.29,259715.1,6.690691e+06,1
