age,account_type,transaction_type,merchant_category,amount,balance_before,balance_after,transaction_hour,location,device_type,payment_method,is_international,is_fraud,transaction_id,customer_id
56,Checking,Transfer,Groceries,191.72,15568.1,15376.38,9,Singapore,Web Browser,UPI / Wallet,0,1,TXN_105726,CUST_15726
59,Savings,Withdrawal,Utilities,103.14,1002.75,899.61,1,Toronto,ATM,Debit Card,0,0,TXN_104204,CUST_14204
42,Savings,Payment,Retail,83.27,6746.57,6663.3,20,Berlin,Mobile App,Debit Card,0,0,TXN_100144,CUST_10144
18,Business,Payment,Retail,156.2,12948.7,12792.5,1,Tokyo,ATM,Credit Card,0,0,TXN_104501,CUST_14501
18,Credit,Transfer,Entertainment,76.09,20991.6,20915.51,13,Tokyo,Web Browser,Wire Transfer,0,0,TXN_106572,CUST_16572
60,Credit,Withdrawal,Electronics,283.56,5143.97,4860.41,10,Tokyo,ATM,Wire Transfer,0,1,TXN_104033,CUST_14033
20,Savings,Deposit,Utilities,178.92,6688.72,6509.8,11,Mumbai,POS Terminal,Wire Transfer,1,0,TXN_105207,CUST_15207
20,Checking,Transfer,Electronics,367.11,22806.6,22439.49,7,London,ATM,UPI / Wallet,0,0,TXN_100218,CUST_10218
18,Checking,Withdrawal,Utilities,285.05,17080.74,16795.69,7,Mumbai,ATM,Wire Transfer,0,0,TXN_107267,CUST_17267
18,Credit,Transfer,Retail,39.95,21514.47,21474.52,3,Tokyo,ATM,Credit Card,0,0,TXN_101253,CUST_11253
26,Savings,Deposit,Entertainment,8.13,441.17,433.04,18,Tokyo,ATM,Debit Card,0,0,TXN_105430,CUST_15430
18,Credit,Payment,Electronics,193.69,10897.17,10853.48,6,Toronto,Mobile App,Wire Transfer,1,0,TXN_102493,CUST_12493
18,Savings,Transfer,Utilities,59.96,20901.22,20841.26,5,Berlin,Mobile App,Debit Card,0,0,TXN_103792,CUST_13792
65,Savings,Transfer,Electronics,14.31,20952.35,20938.04,8,London,ATM,Wire Transfer,0,0,TXN_103172,CUST_13172
18,Credit,Payment,Travel,66.96,21596.64,21529.68,6,Berlin,ATM,UPI / Wallet,0,0,TXN_108127,CUST_18127
56,Credit,Payment,Electronics,35.52,5168.25,5132.73,4,New York,POS Terminal,Credit Card,1,0,TXN_107232,CUST_17232
56,Credit,Payment,Groceries,97.5,929.19,831.69,11,New York,ATM,Credit Card,0,1,TXN_108068,CUST_18068
33,Business,Withdrawal,Electronics,164.09,3942.97,3778.88,16,London,POS Terminal,Credit Card,0,0,TXN_101082,CUST_11082
18,Savings,Payment,Utilities,586.22,19903.82,19317.6,10,Tokyo,Mobile App,UPI / Wallet,1,1,TXN_106094,CUST_16094
18,Business,Deposit,Groceries,134.95,8015.95,7881.0,8,Mumbai,ATM,Credit Card,0,0,TXN_107785,CUST_17785
45,Savings,Transfer,Groceries,99.45,8809.78,8710.33,18,Tokyo,ATM,Wire Transfer,0,0,TXN_105884,CUST_15884
64,Credit,Deposit,Travel,96.81,10140.49,10043.68,2,Tokyo,POS Terminal,UPI / Wallet,0,0,TXN_102402,CUST_12402
18,Savings,Transfer,Utilities,28.02,3901.1,3873.08,12,Mumbai,POS Terminal,UPI / Wallet,0,0,TXN_106089,CUST_16089
37,Checking,Payment,Electronics,104.01,2644.22,2540.21,10,Singapore,ATM,UPI / Wallet,0,0,TXN_103954,CUST_13954
53,Savings,Payment,Utilities,633.33,2023.22,1389.89,9,Singapore,Web Browser,UPI / Wallet,0,0,TXN_104201,CUST_14201
18,Checking,Withdrawal,Entertainment,340.64,12094.73,11754.09,11,New York,ATM,Debit Card,0,0,TXN_105942,CUST_15942
18,Business,Deposit,Utilities,993.59,20372.56,19378.97,11,Toronto,Web Browser,Credit Card,0,0,TXN_108102,CUST_18102
65,Savings,Payment,Utilities,1207.38,17062.48,15855.1,23,Tokyo,ATM,Debit Card,0,0,TXN_100531,CUST_10531
31,Business,Transfer,Travel,178.27,5890.05,5711.78,11,London,POS Terminal,Debit Card,0,0,TXN_103331,CUST_13331
18,Savings,Withdrawal,Utilities,104.75,17617.06,17512.31,20,Berlin,ATM,Wire Transfer,0,0,TXN_101774,CUST_11774
60,Business,Payment,Groceries,293.99,12600.5,12306.51,0,London,ATM,Credit Card,0,0,TXN_108574,CUST_18574
18,Checking,Transfer,Electronics,1118.67,18888.86,17770.19,4,Mumbai,Web Browser,Debit Card,1,0,TXN_105182,CUST_15182
39,Business,Withdrawal,Groceries,66.64,22072.87,22006.23,20,Mumbai,Mobile App,Debit Card,0,1,TXN_100120,CUST_10120
18,Savings,Payment,Travel,75.42,18960.27,18884.85,20,New York,ATM,UPI / Wallet,0,0,TXN_107033,CUST_17033
18,Checking,Transfer,Utilities,226.68,17202.85,16976.17,11,Mumbai,POS Terminal,Wire Transfer,1,1,TXN_103909,CUST_13909
48,Credit,Transfer,Entertainment,349.61,2785.19,2585.58,23,London,POS Terminal,UPI / Wallet,1,0,TXN_103179,CUST_13179
18,Savings,Transfer,Retail,279.34,2446.39,2167.05,16,London,Mobile App,Credit Card,0,0,TXN_103645,CUST_13645
66,Credit,Payment,Groceries,443.38,21425.73,20982.35,23,Mumbai,Web Browser,UPI / Wallet,0,0,TXN_101173,CUST_11173
57,Checking,Deposit,Utilities,187.37,20055.29,19867.92,15,Tokyo,POS Terminal,Wire Transfer,1,0,TXN_101621,CUST_11621
18,Business,Transfer,Groceries,97.73,22276.31,22178.58,11,Toronto,POS Terminal,Credit Card,0,0,TXN_105821,CUST_15821
44,Savings,Withdrawal,Retail,57.53,20837.54,20780.01,12,Singapore,Web Browser,Wire Transfer,0,1,TXN_108105,CUST_18105
32,Checking,Payment,Retail,80.48,19843.58,19763.1,3,Tokyo,POS Terminal,Wire Transfer,0,0,TXN_108226,CUST_18226
49,Savings,Deposit,Entertainment,92.98,13286.82,13193.84,23,Toronto,Web Browser,Wire Transfer,0,0,TXN_102044,CUST_12044
18,Savings,Withdrawal,Electronics,379.01,5617.71,5238.7,14,New York,Web Browser,UPI / Wallet,1,0,TXN_107390,CUST_17390
24,Business,Deposit,Groceries,188.11,23862.28,23674.17,15,London,ATM,UPI / Wallet,0,0,TXN_106788,CUST_16788
18,Savings,Deposit,Groceries,96.21,14956.06,14859.85,20,London,ATM,UPI / Wallet,0,1,TXN_100528,CUST_10528
18,Savings,Transfer,Utilities,71.81,2000.63,1928.82,7,Singapore,Web Browser,Wire Transfer,1,0,TXN_102010,CUST_12010
18,Checking,Transfer,Electronics,351.25,7608.91,7257.66,3,New York,POS Terminal,Credit Card,0,1,TXN_104775,CUST_14775
56,Credit,Deposit,Groceries,304.34,22765.94,22461.6,8,Berlin,POS Terminal,Wire Transfer,0,0,TXN_102850,CUST_12850
18,Checking,Withdrawal,Entertainment,163.39,18910.54,18747.15,13,Singapore,Web Browser,Wire Transfer,0,0,TXN_105412,CUST_15412
55,Savings,Transfer,Utilities,73.29,1192.7,1119.41,2,Mumbai,Web Browser,Wire Transfer,0,0,TXN_104492,CUST_14492
28,Savings,Transfer,Travel,513.94,10345.31,9831.37,20,Berlin,ATM,Credit Card,0,0,TXN_107192,CUST_17192
18,Checking,Withdrawal,Groceries,1169.21,18413.5,17394.29,13,Toronto,Web Browser,UPI / Wallet,0,0,TXN_101050,CUST_11050
63,Credit,Transfer,Retail,544.33,7029.47,6485.14,2,Tokyo,Web Browser,Credit Card,0,0,TXN_104312,CUST_14312
18,Business,Payment,Utilities,21.26,12616.21,12594.95,11,Mumbai,ATM,Credit Card,0,0,TXN_103793,CUST_13793
18,Credit,Payment,Utilities,89.82,7717.93,7628.11,22,London,POS Terminal,Debit Card,0,0,TXN_108264,CUST_18264
24,Checking,Payment,Electronics,127.55,21534.92,21407.37,13,Toronto,ATM,Credit Card,0,0,TXN_105422,CUST_15422
18,Checking,Transfer,Entertainment,76.32,20939.4,20863.08,5,Tokyo,POS Terminal,Credit Card,0,0,TXN_108681,CUST_18681
18,Savings,Transfer,Travel,152.02,5075.03,4923.01,9,Tokyo,Web Browser,Debit Card,0,0,TXN_101642,CUST_11642
28,Checking,Transfer,Utilities,438.98,11287.51,10848.53,13,London,ATM,Debit Card,0,0,TXN_105854,CUST_15854
32,Checking,Withdrawal,Utilities,88.71,2165.32,2076.61,4,Singapore,POS Terminal,UPI / Wallet,0,0,TXN_103211,CUST_13211
18,Checking,Payment,Groceries,455.59,1492.21,1036.62,5,Tokyo,ATM,Credit Card,0,0,TXN_103304,CUST_13304
18,Business,Payment,Utilities,187.62,17161.61,16973.99,23,London,POS Terminal,Debit Card,0,0,TXN_102180,CUST_12180
51,Business,Payment,Travel,96.44,9331.66,9235.22,22,Tokyo,POS Terminal,Wire Transfer,0,0,TXN_103850,CUST_13850
38,Credit,Deposit,Utilities,162.01,2458.11,2296.1,9,New York,ATM,Credit Card,0,0,TXN_101297,CUST_11297
18,Checking,Transfer,Utilities,91.96,20568.61,20476.65,21,London,ATM,Debit Card,0,0,TXN_102665,CUST_12665
18,Savings,Withdrawal,Travel,89.47,17658.4,17568.93,16,Berlin,ATM,UPI / Wallet,0,0,TXN_108754,CUST_18754
37,Business,Payment,Retail,65.29,16273.44,16208.15,23,Singapore,POS Terminal,Credit Card,0,0,TXN_105761,CUST_15761
38,Business,Payment,Travel,186.0,18257.55,18221.55,5,Singapore,Mobile App,Debit Card,0,0,TXN_103158,CUST_13158
18,Checking,Payment,Groceries,678.18,5350.15,4671.97,3,Singapore,ATM,Debit Card,1,0,TXN_106400,CUST_16400
18,Checking,Transfer,Electronics,1118.67,18888.86,17770.19,4,Mumbai,Web Browser,Debit Card,1,0,TXN_105182,CUST_15182
67,Checking,Transfer,Travel,44.06,20753.82,20709.76,23,New York,POS Terminal,UPI / Wallet,1,0,TXN_104380,CUST_14380
28,Checking,Payment,Electronics,308.79,2662.88,2354.09,16,Singapore,POS Terminal,Wire Transfer,1,0,TXN_105599,CUST_15599
58,Savings,Transfer,Utilities,127.89,603.69,475.8,1,Tokyo,POS Terminal,Debit Card,0,0,TXN_103828,CUST_13828
18,Checking,Transfer,Entertainment,100.26,17672.06,17571.8,0,New York,POS Terminal,Debit Card,0,0,TXN_103296,CUST_13296
18,Credit,Withdrawal,Groceries,355.31,14225.89,13870.58,7,New York,POS Terminal,Credit Card,0,0,TXN_101889,CUST_11889
18,Credit,Transfer,Utilities,72.19,9285.68,9213.49,1,New York,Web Browser,Wire Transfer,0,0,TXN_108850,CUST_18850
32,Credit,Transfer,Entertainment,23.1,17569.12,17546.02,20,Mumbai,ATM,Debit Card,0,1,TXN_101351,CUST_11351
59,Savings,Transfer,Electronics,105.5,7760.75,7655.25,14,Singapore,POS Terminal,Wire Transfer,0,0,TXN_103351,CUST_13351
63,Savings,Transfer,Travel,203.18,12155.82,11952.64,4,Singapore,ATM,Debit Card,0,0,TXN_101714,CUST_11714
56,Checking,Withdrawal,Retail,140.05,15070.92,14930.87,18,New York,Mobile App,Wire Transfer,0,0,TXN_102023,CUST_12023
29,Credit,Deposit,Retail,298.9,20250.67,19951.77,0,Mumbai,ATM,Wire Transfer,0,0,TXN_108468,CUST_18468
47,Credit,Withdrawal,Groceries,358.55,18225.62,17867.07,20,Mumbai,Web Browser,UPI / Wallet,0,0,TXN_108822,CUST_18822
18,Checking,Payment,Electronics,990.79,3269.29,2278.5,2,Mumbai,ATM,Credit Card,1,0,TXN_104899,CUST_14899
18,Business,Deposit,Utilities,38.49,4770.43,4731.94,3,Singapore,ATM,Debit Card,0,0,TXN_100788,CUST_10788
39,Credit,Transfer,Travel,376.97,2090.05,1713.08,3,New York,POS Terminal,Debit Card,1,0,TXN_105100,CUST_15100
22,Checking,Payment,Travel,73.23,18331.24,18258.01,13,Mumbai,ATM,Credit Card,0,0,TXN_101495,CUST_11495
23,Credit,Transfer,Travel,88.05,7872.22,7784.17,16,Tokyo,ATM,Credit Card,0,0,TXN_100399,CUST_10399
18,Checking,Transfer,Entertainment,255.15,19518.42,19263.27,4,New York,Web Browser,Wire Transfer,0,0,TXN_108509,CUST_18509
61,Checking,Transfer,Groceries,272.4,5710.43,5438.03,2,Mumbai,POS Terminal,Wire Transfer,0,0,TXN_105556,CUST_15556
18,Checking,Withdrawal,Travel,86.02,8788.91,8702.89,12,Singapore,Web Browser,Wire Transfer,1,0,TXN_100561,CUST_10561
18,Savings,Withdrawal,Entertainment,103.52,20326.03,20222.51,1,Berlin,Mobile App,Wire Transfer,0,1,TXN_100394,CUST_10394
18,Savings,Payment,Utilities,150.75,7634.22,7483.47,21,Tokyo,ATM,Debit Card,0,0,TXN_107698,CUST_17698
53,Savings,Payment,Utilities,921.73,3389.66,2467.93,21,New York,ATM,Credit Card,0,0,TXN_108620,CUST_18620
59,Savings,Transfer,Utilities,411.63,28027.84,27616.21,14,London,Mobile App,Wire Transfer,1,0,TXN_103275,CUST_13275
18,Credit,Transfer,Utilities,929.0,18839.11,17910.11,20,Tokyo,ATM,Wire Transfer,0,0,TXN_103334,CUST_13334
18,Checking,Deposit,Electronics,142.88,17164.66,17021.78,10,London,ATM,UPI / Wallet,0,0,TXN_108121,CUST_18121
27,Checking,Transfer,Groceries,19.51,428.63,409.12,16,Mumbai,POS Terminal,Credit Card,0,0,TXN_106627,CUST_16627
18,Checking,Payment,Electronics,1100.0,10466.29,9366.29,13,New York,Mobile App,UPI / Wallet,0,0,TXN_104160,CUST_14160
59,Checking,Withdrawal,Utilities,917.04,1143.97,226.93,18,Tokyo,Mobile App,Credit Card,0,0,TXN_100370,CUST_10370
32,Checking,Transfer,Entertainment,310.46,5282.75,4972.29,16,New York,Web Browser,Wire Transfer,0,0,TXN_101214,CUST_11214
35,Credit,Deposit,Entertainment,1223.1,11877.07,10653.97,22,Mumbai,POS Terminal,Wire Transfer,0,0,TXN_104772,CUST_14772
62,Savings,Withdrawal,Travel,83.83,17371.99,17288.16,10,Toronto,Mobile App,Wire Transfer,0,0,TXN_100838,CUST_10838
18,Checking,Deposit,Groceries,201.38,20450.29,20248.91,12,Mumbai,Mobile App,Credit Card,0,1,TXN_108761,CUST_18761
30,Credit,Transfer,Groceries,30.18,876.78,846.6,16,Mumbai,ATM,Debit Card,1,0,TXN_101246,CUST_11246
46,Savings,Transfer,Entertainment,272.81,19707.77,19434.96,0,Tokyo,Web Browser,Wire Transfer,0,0,TXN_100580,CUST_10580
57,Savings,Transfer,Utilities,36.37,7802.15,7765.78,12,Toronto,Mobile App,UPI / Wallet,0,0,TXN_100366,CUST_10366
20,Credit,Payment,Groceries,34.42,22050.72,22016.3,7,New York,POS Terminal,Wire Transfer,0,0,TXN_105449,CUST_15449
18,Business,Transfer,Electronics,103.42,9286.08,9332.66,23,Berlin,Web Browser,Wire Transfer,0,0,TXN_106640,CUST_16640
34,Checking,Withdrawal,Entertainment,542.14,7892.55,7350.41,13,Toronto,ATM,Credit Card,1,0,TXN_108486,CUST_18486
46,Credit,Transfer,Electronics,401.09,17881.46,17480.37,7,New York,Web Browser,Credit Card,0,0,TXN_106236,CUST_16236
18,Savings,Withdrawal,Electronics,337.57,9728.16,9390.59,9,Mumbai,POS Terminal,UPI / Wallet,0,0,TXN_107300,CUST_17300
57,Credit,Withdrawal,Utilities,87.54,16487.29,16399.75,9,Mumbai,ATM,UPI / Wallet,0,0,TXN_106846,CUST_16846
27,Checking,Withdrawal,Groceries,75.27,15616.87,15541.6,10,Mumbai,ATM,Wire Transfer,1,0,TXN_108607,CUST_18607
18,Credit,Withdrawal,Electronics,95.04,8331.1,8236.06,22,Singapore,ATM,Credit Card,0,0,TXN_101976,CUST_11976
18,Savings,Transfer,Utilities,98.34,22436.63,22338.29,9,New York,POS Terminal,UPI / Wallet,0,0,TXN_106259,CUST_16259
18,Savings,Transfer,Utilities,168.81,9798.35,9629.54,2,Toronto,POS Terminal,UPI / Wallet,0,1,TXN_104795,CUST_14795
35,Credit,Withdrawal,Travel,172.8,12235.44,12062.64,19,Berlin,ATM,Debit Card,0,0,TXN_104525,CUST_14525
22,Credit,Payment,Entertainment,203.14,26195.08,25991.94,0,Berlin,POS Terminal,Wire Transfer,0,0,TXN_103660,CUST_13660
58,Business,Payment,Retail,138.39,2249.35,2260.96,6,New York,ATM,Credit Card,0,0,TXN_102996,CUST_12996
18,Savings,Transfer,Groceries,115.41,12056.31,11940.9,9,Berlin,POS Terminal,Credit Card,1,0,TXN_102649,CUST_12649
18,Checking,Transfer,Travel,36.44,18436.15,18399.71,19,Singapore,Web Browser,Credit Card,0,0,TXN_101398,CUST_11398
39,Checking,Withdrawal,Entertainment,1149.64,23250.09,22100.45,19,Mumbai,ATM,Wire Transfer,0,0,TXN_100058,CUST_10058
26,Checking,Transfer,Groceries,48.76,9082.58,9033.82,18,New York,POS Terminal,Wire Transfer,0,0,TXN_107495,CUST_17495
18,Savings,Transfer,Entertainment,299.83,16541.38,16241.55,20,Toronto,POS Terminal,UPI / Wallet,0,0,TXN_101111,CUST_11111
58,Credit,Withdrawal,Entertainment,333.23,21470.66,21137.43,1,New York,Web Browser,Wire Transfer,0,0,TXN_104083,CUST_14083
18,Savings,Payment,Utilities,75.12,8059.19,7984.07,2,New York,POS Terminal,UPI / Wallet,1,0,TXN_102295,CUST_12295
18,Savings,Payment,Electronics,681.17,3576.33,2895.16,11,Mumbai,ATM,UPI / Wallet,0,0,TXN_108473,CUST_18473
54,Checking,Transfer,Utilities,121.36,4409.71,4288.35,15,Toronto,POS Terminal,Credit Card,0,0,TXN_101942,CUST_11942
18,Savings,Deposit,Travel,435.65,22956.64,22520.99,20,Tokyo,ATM,UPI / Wallet,0,0,TXN_102209,CUST_12209
18,Business,Withdrawal,Travel,195.38,20341.86,20146.48,3,Toronto,ATM,UPI / Wallet,0,0,TXN_105395,CUST_15395
18,Savings,Withdrawal,Groceries,170.96,20183.93,20012.97,14,New York,ATM,Wire Transfer,0,0,TXN_103529,CUST_13529
18,Checking,Transfer,Entertainment,33.48,13364.89,13331.41,21,New York,ATM,Debit Card,0,0,TXN_104568,CUST_14568
23,Savings,Deposit,Travel,83.48,16196.72,16263.24,17,Mumbai,ATM,Debit Card,0,0,TXN_100577,CUST_10577
18,Savings,Transfer,Electronics,1302.0,24223.5,22921.5,16,Mumbai,POS Terminal,UPI / Wallet,0,0,TXN_106295,CUST_16295
18,Checking,Withdrawal,Groceries,113.63,3607.07,3493.44,5,Mumbai,ATM,Wire Transfer,0,0,TXN_106123,CUST_16123
59,Business,Deposit,Groceries,63.25,10746.87,10683.62,10,Singapore,POS Terminal,Wire Transfer,0,1,TXN_106990,CUST_16990
18,Business,Transfer,Entertainment,92.47,18054.62,17962.15,8,London,Web Browser,Debit Card,0,0,TXN_106252,CUST_16252
56,Checking,Withdrawal,Electronics,582.28,4110.51,3528.23,4,New York,POS Terminal,UPI / Wallet,0,1,TXN_104405,CUST_14405
18,Checking,Deposit,Electronics,44.53,11730.59,11686.06,21,Mumbai,Mobile App,UPI / Wallet,0,0,TXN_103770,CUST_13770
57,Credit,Transfer,Retail,96.72,16219.48,16122.76,1,Mumbai,Web Browser,Wire Transfer,0,0,TXN_101187,CUST_11187
30,Credit,Transfer,Travel,762.41,17062.92,16300.51,16,Berlin,ATM,Credit Card,0,1,TXN_102680,CUST_12680
63,Credit,Transfer,Travel,60.46,1839.21,1778.75,8,Mumbai,POS Terminal,Wire Transfer,0,0,TXN_101373,CUST_11373
18,Checking,Withdrawal,Groceries,259.57,13496.96,13237.39,11,New York,ATM,Credit Card,0,0,TXN_105369,CUST_15369
29,Savings,Transfer,Electronics,76.0,20297.26,20221.26,9,Berlin,Web Browser,Credit Card,0,0,TXN_100677,CUST_10677
30,Savings,Transfer,Travel,35.76,15340.25,15304.49,4,Berlin,ATM,Wire Transfer,1,0,TXN_100723,CUST_10723
18,Checking,Transfer,Utilities,42.99,8022.39,7979.4,9,Toronto,ATM,Debit Card,0,0,TXN_104658,CUST_14658
40,Checking,Transfer,Electronics,93.15,19452.29,19509.14,13,Mumbai,ATM,UPI / Wallet,0,0,TXN_101984,CUST_11984
18,Checking,Payment,Travel,264.47,12804.89,12540.42,2,Tokyo,Web Browser,Debit Card,0,0,TXN_104911,CUST_14911
24,Credit,Transfer,Utilities,92.01,21277.98,21185.97,16,New York,Mobile App,Credit Card,1,0,TXN_100588,CUST_10588
21,Business,Transfer,Electronics,91.14,17781.58,17690.44,19,Mumbai,Web Browser,Credit Card,1,0,TXN_104173,CUST_14173
58,Credit,Deposit,Travel,73.73,19732.98,19659.25,14,Berlin,ATM,Credit Card,1,0,TXN_106343,CUST_16343
18,Credit,Deposit,Travel,363.12,1453.69,1090.57,3,Mumbai,Web Browser,Credit Card,0,0,TXN_105750,CUST_15750
31,Business,Withdrawal,Retail,53.68,8227.79,8174.11,14,Toronto,Mobile App,UPI / Wallet,0,0,TXN_106694,CUST_16694
57,Checking,Deposit,Groceries,88.97,23161.7,23072.73,8,Mumbai,ATM,Debit Card,0,0,TXN_104549,CUST_14549
18,Savings,Payment,Electronics,600.43,13607.61,13007.18,7,Berlin,POS Terminal,Credit Card,0,0,TXN_105355,CUST_15355
18,Checking,Transfer,Electronics,165.22,21067.29,20902.07,9,New York,Mobile App,Credit Card,0,0,TXN_102126,CUST_12126
18,Savings,Transfer,Groceries,184.93,9373.0,9188.07,0,Mumbai,ATM,UPI / Wallet,1,0,TXN_108278,CUST_18278
18,Savings,Payment,Retail,82.63,8629.33,8546.7,2,Berlin,ATM,Wire Transfer,1,0,TXN_106999,CUST_16999
38,Savings,Deposit,Retail,854.39,2806.71,2102.3199999999997,15,Tokyo,Web Browser,Debit Card,0,0,TXN_105169,CUST_15169
31,Checking,Payment,Travel,155.96,20599.08,20443.12,13,Mumbai,POS Terminal,UPI / Wallet,0,0,TXN_107516,CUST_17516
18,Checking,Transfer,Groceries,83.91,1908.15,1824.24,12,Tokyo,POS Terminal,Credit Card,1,1,TXN_106468,CUST_16468
18,Business,Payment,Utilities,187.62,17161.61,16973.99,23,London,POS Terminal,Debit Card,0,0,TXN_102180,CUST_12180
26,Savings,Transfer,Travel,39.79,16743.41,16703.62,6,New York,ATM,UPI / Wallet,0,0,TXN_104108,CUST_14108
43,Business,Payment,Electronics,480.29,1878.21,1397.92,9,Mumbai,Mobile App,Credit Card,1,0,TXN_105752,CUST_15752
18,Checking,Withdrawal,Electronics,47.39,5020.41,4973.02,3,Toronto,POS Terminal,Debit Card,0,0,TXN_105213,CUST_15213
18,Savings,Transfer,Entertainment,39.49,21636.46,21596.97,10,London,ATM,Debit Card,0,0,TXN_102929,CUST_12929
18,Savings,Payment,Electronics,33.03,18011.96,17978.93,16,Singapore,Mobile App,Wire Transfer,0,0,TXN_104897,CUST_14897
18,Savings,Payment,Electronics,80.94,876.43,795.49,0,London,ATM,UPI / Wallet,0,0,TXN_101831,CUST_11831
24,Savings,Deposit,Utilities,474.99,691.67,216.68,6,Tokyo,POS Terminal,Wire Transfer,0,0,TXN_101747,CUST_11747
30,Checking,Payment,Retail,437.35,2150.86,1713.51,14,Berlin,ATM,Credit Card,1,0,TXN_100137,CUST_10137
18,Savings,Transfer,Entertainment,29.57,12132.99,12103.42,10,New York,ATM,UPI / Wallet,1,0,TXN_107409,CUST_17409
53,Checking,Deposit,Travel,18.61,21084.96,21066.35,19,Toronto,ATM,UPI / Wallet,0,0,TXN_104327,CUST_14327
22,Savings,Payment,Groceries,19.71,16542.49,16522.78,18,Mumbai,Mobile App,Wire Transfer,0,0,TXN_103386,CUST_13386
24,Savings,Withdrawal,Retail,100.96,14110.25,14009.29,19,New York,ATM,UPI / Wallet,1,0,TXN_101805,CUST_11805
31,Checking,Transfer,Electronics,99.42,13558.74,13459.32,8,Mumbai,ATM,Wire Transfer,0,1,TXN_108533,CUST_18533
22,Savings,Withdrawal,Retail,12.68,480.45,467.77,11,Singapore,Mobile App,Debit Card,0,0,TXN_102860,CUST_12860
18,Credit,Withdrawal,Electronics,196.19,12980.31,12784.12,2,New York,ATM,Credit Card,0,0,TXN_102598,CUST_12598
63,Checking,Transfer,Entertainment,51.99,12137.12,12085.13,22,Singapore,POS Terminal,Credit Card,0,0,TXN_108724,CUST_18724
68,Business,Transfer,Travel,19.31,20497.26,20477.95,7,London,ATM,Credit Card,0,0,TXN_108432,CUST_18432
54,Savings,Withdrawal,Utilities,748.57,8269.93,7521.36,5,London,ATM,Credit Card,0,0,TXN_108337,CUST_18337
45,Credit,Payment,Utilities,84.8,1441.1,1356.3,12,London,ATM,Wire Transfer,0,0,TXN_108472,CUST_18472
18,Checking,Transfer,Entertainment,156.3,15622.83,15466.53,20,New York,POS Terminal,Wire Transfer,1,1,TXN_104409,CUST_14409
18,Checking,Payment,Retail,78.02,9826.13,9748.11,10,Tokyo,ATM,Debit Card,0,0,TXN_100426,CUST_10426
23,Checking,Payment,Entertainment,649.43,11113.65,10464.22,11,Singapore,ATM,Wire Transfer,0,0,TXN_104224,CUST_14224
18,Checking,Withdrawal,Utilities,41.2,6130.79,6089.59,11,New York,ATM,Wire Transfer,0,0,TXN_105216,CUST_15216
18,Credit,Payment,Entertainment,81.45,6020.58,5939.13,12,Toronto,ATM,Credit Card,0,0,TXN_105860,CUST_15860
18,Savings,Transfer,Travel,86.62,6054.07,5967.45,21,London,Web Browser,UPI / Wallet,1,0,TXN_100670,CUST_10670
45,Checking,Transfer,Groceries,79.23,21757.59,21828.36,1,Toronto,ATM,UPI / Wallet,0,0,TXN_104138,CUST_14138
34,Savings,Payment,Travel,191.56,20938.4,20746.84,13,Mumbai,ATM,Wire Transfer,0,0,TXN_101048,CUST_11048
