TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance
TX000022,AC00497,338.95,6/25/2025,Credit,San Francisco,D000514,66.226.179.193,M096,Online,54,Student,68,1,105.89
TX000023,AC00313,342.72,8/12/2021,Debit,Miami,D000282,137.33.78.168,M050,Branch,57,Engineer,144,1,9744.8
TX000024,AC00479,359.0,1/28/2024,Credit,Omaha,D000450,112.86.148.212,M090,Online,54,Student,140,1,193.73
TX000025,AC00499,473.65,8/11/2021,Debit,Washington,D000675,122.94.26.104,M029,ATM,63,Student,13,1,1045.74
TX000026,AC00476,1023.0,12/27/2020,Debit,Tucson,D000425,163.129.70.210,M046,ATM,32,Student,51,1,116.94
TX000027,AC00483,351.21,10/4/2021,Debit,Virginia Beach,D000620,28.149.72.129,M085,Branch,77,Doctor,37,1,14911.65
TX000028,AC00472,176.17,8/4/2024 0:00,Credit,Nashville,D000370,35.246.53.10,M094,Online,76,Retired,107,1,2732.31
TX000029,AC00380,57.65,11/15/2023,Debit,Tucson,D000051,146.250.144.172,M074,ATM,60,Doctor,99,1,14579.95
TX000030,AC00370,7.37,4/18/2023,Debit,Washington,D000025,3.102.127.165,M073,ATM,67,Doctor,92,1,14870.12
TX000031,AC00439,718.67,6/29/2024,Credit,San Jose,D000399,210.98.198.143,M054,ATM,54,Retired,49,1,1099.69
TX000032,AC00363,160.98,7/18/2023,Debit,San Diego,D000109,171.101.134.74,M068,Branch,61,Doctor,112,1,13435.66
TX000033,AC00385,177.96,3/10/2023 16:40,Debit,Sacramento,D000058,136.104.90.223,M061,ATM,54,Engineer,115,1,11435.14
TX000034,AC00396,260.22,8/13/2021,Debit,Portland,D000112,16.250.113.156,M072,Branch,58,Engineer,113,1,11682.43
TX000035,AC00499,1664.4,5/2/2023 0:00,Debit,Washington,D000692,180.224.54.115,M031,ATM,31,Student,31,1,101.31
TX000036,AC00337,564.66,2/8/2023 18:18,Debit,Los Angeles,D000459,56.116.189.0,M060,Online,62,Engineer,151,1,8197.12
TX000037,AC00450,832.48,5/25/2023,Credit,Seattle,D000399,186.135.2.148,M052,ATM,40,Student,54,1,370.83
TX000038,AC00498,51.1,2/5/2024,Debit,Washington,D000610,136.250.159.93,M049,ATM,73,Student,13,1,11130.54
TX000039,AC00499,1789.55,1/7/2025,Debit,Washington,D000691,77.21.150.75,M011,ATM,25,Student,15,1,101.25
TX000040,AC00435,158.47,11/3/2020,Debit,Tucson,D000167,218.238.171.184,M070,ATM,50,Retired,85,1,9597.87
TX000041,AC00337,341.44,1/26/2024,Debit,Mesa,D000355,218.54.207.160,M055,Branch,71,Doctor,106,1,12502.36
TX000042,AC00393,380.67,9/21/2021 0:00,Debit,Raleigh,D000125,39.129.125.110,M071,ATM,50,Retired,112,1,7556.59
TX000043,AC00412,824.72,6/25/2024,Credit,Virginia Beach,D000424,68.254.244.208,M023,ATM,51,Retired,35,1,531.3
TX000044,AC00468,678.89,2/26/2022,Credit,Philadelphia,D000584,195.164.171.146,M076,Online,66,Student,92,1,285.89
TX000045,AC00435,433.5,8/13/2024,Debit,Virginia Beach,D000235,1.98.25.114,M025,ATM,43,Student,42,1,853.5
TX000046,AC00446,320.68,12/11/2023 16:53,Debit,Sacramento,D000206,172.111.76.65,M081,Branch,57,Engineer,93,1,11901.86
TX000047,AC00453,117.1,7/7/2023,Debit,Washington,D000096,41.82.55.163,M045,ATM,38,Student,40,1,3233.54
TX000048,AC00430,289.91,6/19/2023,Credit,Los Angeles,D000496,176.96.83.253,M089,Online,71,Retired,131,1,2454.75
TX000049,AC00497,1681.94,4/13/2022,Debit,Washington,D000691,197.23.128.119,M008,ATM,31,Student,17,1,101.26
TX000050,AC00363,66.47,12/27/2025,Debit,Tucson,D000050,27.93.195.98,M032,ATM,55,Engineer,80,1,10495.32
