PaymentID,CardNetwork,CardType,TransactionAmount_USD,MerchantCategory,CardholderCountry,MerchantCountry,CVV_Match,ThreeDSecure_Status,DeviceType,UserAccountAge_Days,IsChargeback
PAY_000016,Visa,Debit,188.54,Electronics,IN,IN,Match,Authenticated_Success,Mobile_Android,1371,0
PAY_000017,Mastercard,Corporate,216.24,Electronics,DE,AU,Match,Exempt_LowRisk,Mobile_Android,2420,0
PAY_000018,Visa,Credit,101.29,Food_Beverage,US,FR,Match,Authenticated_Success,Mobile_Android,501,0
PAY_000019,American Express,Credit,164.48,Travel_Airlines,DE,DE,Match,Authenticated_Success,Mobile_Android,2081,0
PAY_000020,Mastercard,Credit,183.49,Subscription,IN,IN,Match,Authenticated_Success,Mobile_Android,1287,0
PAY_000021,Mastercard,Credit,25.84,Subscription,US,US,Match,Authenticated_Success,Desktop_Windows,3350,0
PAY_000022,Visa,Debit,132.86,Food_Beverage,AE,AE,Match,Authenticated_Success,Mobile_iOS,2843,0
PAY_000023,RuPay,Credit,236.31,Electronics,AU,AU,Match,Authenticated_Success,Desktop_Windows,786,0
PAY_000024,Discover,Debit,129.12,Food_Beverage,GB,GB,Match,Authenticated_Success,Mobile_iOS,2267,0
PAY_000025,American Express,Credit,244.74,Food_Beverage,DE,DE,Match,Authenticated_Success,Mobile_Android,1249,0
PAY_000026,Visa,Credit,40.41,Food_Beverage,GB,GB,Match,Authenticated_Success,Mobile_Android,1597,0
PAY_000027,Mastercard,Credit,90.24,Electronics,FR,CA,Match,Authenticated_Success,Mobile_iOS,1689,0
PAY_000028,Visa,Debit,29.15,Electronics,IN,IN,Match,Authenticated_Success,Mobile_iOS,2995,0
PAY_000029,Visa,Debit,7.24,Subscription,US,US,Match,Authenticated_Success,Mobile_iOS,1059,0
PAY_000030,Mastercard,Credit,153.86,Electronics,US,US,Match,Attempted_NoAuth,Mobile_iOS,16,0
PAY_000031,Mastercard,Debit,59.25,Apparel,US,US,Match,Authenticated_Success,Mobile_Android,704,0
PAY_000032,RuPay,Credit,20.19,Digital_Gaming,SG,SG,Match,Authenticated_Success,Mobile_iOS,3017,0
PAY_000033,Visa,Credit,71.62,Electronics,US,US,Match,Authenticated_Success,Desktop_Windows,1083,0
PAY_000034,Visa,Credit,997.67,Electronics,AU,AU,Match,Authenticated_Success,Desktop_macOS,218,0
PAY_000035,Mastercard,Prepaid,174.76,Subscription,GB,GB,Match,Authenticated_Success,Mobile_iOS,1461,0
PAY_000036,Visa,Debit,16.65,Food_Beverage,US,JP,Match,Exempt_LowRisk,Mobile_iOS,3176,0
PAY_000037,Visa,Debit,40.99,Food_Beverage,AU,AU,Match,Authenticated_Success,Mobile_Android,3187,0
PAY_000038,Mastercard,Credit,104.23,Apparel,CA,CA,Match,Authenticated_Success,Desktop_macOS,3458,0
PAY_000039,Visa,Credit,33.48,Apparel,US,US,Match,Authenticated_Success,Mobile_Android,2496,0
PAY_000040,Mastercard,Debit,27.40,Digital_Gaming,US,US,Match,Authenticated_Success,Mobile_iOS,2990,0
PAY_000041,Mastercard,Credit,45.97,Digital_Gaming,US,US,Match,Authenticated_Success,Tablet,2821,0
PAY_000042,American Express,Corporate,619.77,Electronics,US,JP,Match,Authenticated_Success,Mobile_Android,72,0
PAY_000043,Mastercard,Debit,978.32,Travel_Airlines,US,GB,Match,Authenticated_Success,Mobile_iOS,1526,0
PAY_000044,Visa,Credit,29.70,Subscription,CA,CA,Match,Authenticated_Success,Desktop_macOS,1921,0
PAY_000045,American Express,Debit,110.68,Digital_Gaming,US,US,Match,Authenticated_Success,Desktop_macOS,1693,0
PAY_000046,American Express,Prepaid,66.22,Apparel,US,US,Mismatch,Exempt_LowRisk,Mobile_Android,3025,0
PAY_000047,Visa,Credit,22.00,Apparel,US,US,Match,Authenticated_Success,Mobile_iOS,3584,0
PAY_000048,Visa,Debit,134.67,Electronics,GB,GB,Match,Authenticated_Success,Mobile_Android,1989,1
PAY_000049,Mastercard,Corporate,16.60,Apparel,AE,AE,Match,Authenticated_Success,Mobile_iOS,352,0
PAY_000050,Visa,Credit,239.69,Digital_Gaming,US,US,Match,Authenticated_Success,Mobile_Android,1314,0
PAY_000051,Visa,Corporate,367.87,Digital_Gaming,US,US,Match,Failed,Mobile_iOS,722,1
PAY_000052,Visa,Credit,42.45,Digital_Gaming,CA,CA,Match,Exempt_LowRisk,Mobile_Android,1718,0
PAY_000053,American Express,Debit,32.66,Food_Beverage,SG,SG,Match,Authenticated_Success,Desktop_Windows,855,0
PAY_000054,Mastercard,Debit,212.74,Apparel,FR,FR,Match,Authenticated_Success,Tablet,295,0
PAY_000055,Mastercard,Debit,711.51,Electronics,IN,AU,Match,Authenticated_Success,Desktop_Windows,627,0
PAY_000056,American Express,Credit,54.80,Electronics,SG,SG,Mismatch,Exempt_LowRisk,Mobile_iOS,1812,0
PAY_000057,Mastercard,Debit,158.66,Electronics,CA,CA,Mismatch,Authenticated_Success,Mobile_iOS,517,0
PAY_000058,Mastercard,Credit,62.50,Digital_Gaming,AE,AU,Match,Attempted_NoAuth,Mobile_Android,102,1
PAY_000059,Visa,Credit,28.56,Food_Beverage,US,US,NotProvided,Exempt_LowRisk,Mobile_iOS,1024,0
PAY_000060,Visa,Credit,101.96,Food_Beverage,IN,IN,Match,Authenticated_Success,Mobile_iOS,2351,0
PAY_000061,Mastercard,Debit,200.71,Luxury_Goods,IN,IN,Match,Exempt_LowRisk,Desktop_Windows,2302,0
PAY_000062,Mastercard,Credit,36.81,Apparel,SG,SG,Match,Authenticated_Success,Mobile_iOS,1425,0
PAY_000063,Mastercard,Credit,167.02,Electronics,GB,GB,Match,Authenticated_Success,Mobile_iOS,2421,0
PAY_000064,Mastercard,Corporate,12.96,Apparel,FR,FR,Match,Authenticated_Success,Mobile_Android,699,0
PAY_000065,Mastercard,Credit,6.94,Apparel,US,US,Match,Exempt_LowRisk,Tablet,2637,0
PAY_000066,Mastercard,Credit,183.11,Food_Beverage,CA,CA,Match,Authenticated_Success,Mobile_Android,64,0
PAY_000067,Mastercard,Credit,29.54,Digital_Gaming,US,US,Match,Authenticated_Success,Mobile_iOS,494,0
PAY_000068,Visa,Credit,698.09,Apparel,CA,CA,Mismatch,Authenticated_Success,Mobile_Android,3365,1
PAY_000069,Visa,Debit,583.49,Apparel,DE,DE,Match,Authenticated_Success,Desktop_macOS,1708,0
PAY_000070,Mastercard,Credit,106.96,Electronics,US,US,Match,Authenticated_Success,Mobile_iOS,2031,0
PAY_000071,Visa,Credit,873.89,Food_Beverage,US,US,Match,Authenticated_Success,Mobile_Android,1451,0
PAY_000072,Visa,Prepaid,523.72,Electronics,US,US,Match,Authenticated_Success,Desktop_Windows,2361,0
PAY_000073,American Express,Debit,91.81,Electronics,DE,DE,Match,Authenticated_Success,Desktop_Windows,2730,0
PAY_000074,Visa,Debit,10.91,Electronics,DE,DE,Match,Authenticated_Success,Mobile_iOS,2844,0
PAY_000075,Visa,Debit,142.16,Food_Beverage,FR,FR,Match,Exempt_LowRisk,Desktop_macOS,910,0
PAY_000076,Visa,Corporate,69.02,Digital_Gaming,US,US,Match,Authenticated_Success,Mobile_iOS,2287,0
PAY_000077,Visa,Credit,696.66,Luxury_Goods,IN,IN,Match,Authenticated_Success,Mobile_iOS,2863,0
PAY_000078,Mastercard,Debit,51.85,Apparel,DE,DE,Mismatch,Exempt_LowRisk,Mobile_iOS,1508,0
PAY_000079,Mastercard,Debit,53.06,Electronics,US,US,Match,Authenticated_Success,Mobile_Android,1394,0
PAY_000080,American Express,Credit,41.69,Food_Beverage,US,US,Mismatch,Exempt_LowRisk,Mobile_iOS,2291,0
PAY_000081,Mastercard,Credit,406.23,Electronics,GB,SG,Match,Authenticated_Success,Desktop_Windows,2094,0
PAY_000082,Visa,Credit,126.44,Electronics,US,FR,Match,Authenticated_Success,Desktop_Windows,922,0
PAY_000083,American Express,Debit,44.86,Digital_Gaming,US,US,Match,Authenticated_Success,Mobile_iOS,3496,0
PAY_000084,Visa,Debit,35.10,Electronics,US,US,Match,Exempt_LowRisk,Desktop_Windows,2049,0
PAY_000085,Visa,Debit,206.43,Electronics,US,GB,Match,Authenticated_Success,Tablet,2060,0
PAY_000086,Visa,Credit,19.63,Food_Beverage,US,US,Match,Authenticated_Success,Mobile_iOS,751,0
PAY_000087,Mastercard,Credit,183.16,Digital_Gaming,US,US,Match,Authenticated_Success,Desktop_Windows,2465,0
PAY_000088,Mastercard,Credit,29.74,Apparel,IN,IN,Match,Exempt_LowRisk,Tablet,3348,0
PAY_000089,Visa,Credit,48.17,Apparel,GB,GB,Match,Authenticated_Success,Desktop_Windows,2650,0
PAY_000090,Mastercard,Corporate,2883.26,Travel_Airlines,GB,GB,Match,Authenticated_Success,Mobile_Android,1860,0
PAY_000091,Visa,Corporate,133.27,Electronics,DE,DE,Match,Authenticated_Success,Desktop_macOS,2323,0
PAY_000092,Mastercard,Corporate,115.01,Electronics,GB,GB,Match,Authenticated_Success,Desktop_Windows,854,0
PAY_000093,Mastercard,Debit,825.50,Luxury_Goods,US,US,Match,Authenticated_Success,Mobile_iOS,221,0
PAY_000094,Visa,Prepaid,60.83,Luxury_Goods,US,US,Match,Exempt_LowRisk,Mobile_iOS,2335,0
PAY_000095,Visa,Credit,263.98,Subscription,US,US,Match,Authenticated_Success,Mobile_Android,664,0
PAY_000096,Mastercard,Credit,199.01,Apparel,CA,CA,Match,Authenticated_Success,Mobile_iOS,330,0
PAY_000097,Visa,Credit,332.46,Electronics,GB,GB,Match,Exempt_LowRisk,Mobile_iOS,2828,0
PAY_000098,Visa,Credit,3.50,Digital_Gaming,US,US,Match,Attempted_NoAuth,Mobile_iOS,1584,0
PAY_000099,Visa,Credit,325.85,Luxury_Goods,CA,AE,Mismatch,Failed,Desktop_Windows,3114,1
PAY_000100,RuPay,Credit,46.04,Electronics,JP,JP,Match,Authenticated_Success,Desktop_Windows,3160,0
PAY_000101,Discover,Corporate,229.64,Digital_Gaming,US,US,Match,Attempted_NoAuth,Mobile_iOS,449,0
PAY_000102,Mastercard,Credit,594.33,Electronics,GB,GB,Match,Authenticated_Success,Mobile_iOS,2802,0
PAY_000103,Visa,Corporate,102.19,Food_Beverage,GB,GB,Match,Exempt_LowRisk,Mobile_iOS,1222,0
PAY_000104,RuPay,Debit,17.75,Food_Beverage,DE,DE,Match,Authenticated_Success,Mobile_iOS,2567,0
PAY_000105,American Express,Debit,345.06,Digital_Gaming,FR,FR,Match,Authenticated_Success,Mobile_Android,161,0
PAY_000106,Mastercard,Debit,49.97,Subscription,DE,DE,Match,Authenticated_Success,Mobile_iOS,1718,0
PAY_000107,Mastercard,Credit,485.85,Subscription,US,US,Match,Authenticated_Success,Tablet,2294,0
PAY_000108,Visa,Debit,250.02,Electronics,GB,GB,Match,Exempt_LowRisk,Mobile_iOS,1631,0
PAY_000109,Visa,Credit,116.45,Apparel,IN,IN,Match,Exempt_LowRisk,Mobile_iOS,2014,0
PAY_000110,Discover,Corporate,261.25,Luxury_Goods,US,US,Match,Authenticated_Success,Desktop_Windows,42,0
PAY_000111,Mastercard,Credit,877.67,Electronics,AE,AE,Match,Exempt_LowRisk,Mobile_iOS,27,0
PAY_000112,Visa,Credit,130.23,Apparel,US,US,Match,Exempt_LowRisk,Mobile_iOS,2190,0
PAY_000113,Visa,Debit,326.09,Apparel,GB,GB,Match,Authenticated_Success,Mobile_iOS,1518,0
PAY_000114,Mastercard,Debit,81.07,Subscription,GB,GB,Match,Authenticated_Success,Mobile_Android,2106,0
PAY_000115,Visa,Credit,63.32,Apparel,GB,GB,Match,Authenticated_Success,Mobile_iOS,1313,0
PAY_000116,American Express,Debit,513.34,Travel_Airlines,IN,IN,Match,Authenticated_Success,Desktop_Windows,20,0
PAY_000117,Mastercard,Credit,325.97,Apparel,US,US,Match,Authenticated_Success,Mobile_Android,2556,0
PAY_000118,Mastercard,Debit,571.36,Electronics,CA,CA,Match,Exempt_LowRisk,Desktop_Windows,501,0
PAY_000119,Mastercard,Credit,77.64,Food_Beverage,CA,CA,Match,Authenticated_Success,Mobile_Android,2865,0
PAY_000120,Mastercard,Credit,24.21,Electronics,IN,IN,Mismatch,Authenticated_Success,Desktop_Windows,46,0
PAY_000121,Mastercard,Credit,455.34,Electronics,CA,CA,Match,Authenticated_Success,Mobile_Android,3390,0
PAY_000122,Mastercard,Credit,13.70,Apparel,JP,JP,Match,Authenticated_Success,Mobile_Android,924,0
PAY_000123,Visa,Credit,277.22,Travel_Airlines,AU,AU,Match,Exempt_LowRisk,Mobile_Android,3258,0
PAY_000124,Visa,Credit,58.71,Apparel,US,AE,Match,Authenticated_Success,Mobile_Android,15,0
PAY_000125,Visa,Credit,39.25,Electronics,IN,AU,Match,Exempt_LowRisk,Mobile_iOS,1643,0
PAY_000126,Mastercard,Credit,100.46,Apparel,JP,IN,Mismatch,Authenticated_Success,Mobile_Android,1523,0
PAY_000127,Visa,Credit,713.19,Apparel,US,US,Match,Authenticated_Success,Mobile_iOS,600,0
PAY_000128,Visa,Credit,132.39,Electronics,CA,CA,Match,Authenticated_Success,Mobile_Android,1739,0
PAY_000129,Visa,Debit,154.85,Digital_Gaming,US,US,Match,Authenticated_Success,Mobile_iOS,786,0
PAY_000130,Mastercard,Corporate,2492.09,Electronics,CA,IN,Match,Authenticated_Success,Mobile_iOS,1595,0
PAY_000131,Visa,Credit,172.24,Apparel,US,US,Match,Authenticated_Success,Mobile_iOS,1367,0
PAY_000132,Discover,Corporate,213.25,Luxury_Goods,FR,FR,Match,Authenticated_Success,Mobile_iOS,728,0
PAY_000133,Mastercard,Credit,346.20,Travel_Airlines,GB,GB,Match,Exempt_LowRisk,Mobile_iOS,2878,0
PAY_000134,Visa,Credit,113.17,Apparel,CA,JP,Match,Exempt_LowRisk,Mobile_iOS,1911,0
PAY_000135,Mastercard,Debit,322.85,Apparel,US,JP,Match,Attempted_NoAuth,Mobile_Android,3060,1
PAY_000136,Visa,Debit,253.52,Apparel,DE,DE,Match,Exempt_LowRisk,Mobile_Android,2971,0
PAY_000137,RuPay,Debit,3.50,Subscription,GB,GB,Match,Attempted_NoAuth,Tablet,958,0
PAY_000138,Mastercard,Credit,72.81,Electronics,CA,CA,Match,Authenticated_Success,Desktop_Windows,1063,0
PAY_000139,American Express,Debit,172.88,Electronics,US,AE,Mismatch,Authenticated_Success,Mobile_iOS,3473,0
PAY_000140,Visa,Credit,21.83,Digital_Gaming,US,US,Mismatch,Attempted_NoAuth,Mobile_Android,1141,1
PAY_000141,Mastercard,Credit,3.50,Electronics,GB,GB,Match,Exempt_LowRisk,Mobile_Android,346,0
PAY_000142,Mastercard,Credit,84.05,Electronics,SG,SG,Match,Authenticated_Success,Mobile_iOS,1981,0
PAY_000143,Discover,Prepaid,185.98,Electronics,US,JP,Match,Exempt_LowRisk,Mobile_Android,3528,0
PAY_000144,Mastercard,Credit,243.23,Luxury_Goods,DE,DE,Match,Authenticated_Success,Mobile_Android,853,0
PAY_000145,Mastercard,Debit,144.77,Luxury_Goods,US,US,Match,Authenticated_Success,Mobile_Android,2327,0
PAY_000146,Visa,Debit,453.69,Luxury_Goods,DE,DE,Match,Exempt_LowRisk,Mobile_iOS,1233,0
PAY_000147,Visa,Debit,389.04,Travel_Airlines,US,US,Match,Authenticated_Success,Desktop_Windows,1405,0
PAY_000148,Mastercard,Debit,39.83,Apparel,GB,GB,Match,Exempt_LowRisk,Mobile_iOS,1651,0
PAY_000149,Mastercard,Debit,301.54,Food_Beverage,US,US,Match,Authenticated_Success,Desktop_Windows,523,0
PAY_000150,Visa,Credit,284.23,Travel_Airlines,US,US,Match,Authenticated_Success,Tablet,1410,0
PAY_000151,American Express,Credit,25.57,Food_Beverage,US,US,Match,Authenticated_Success,Mobile_iOS,997,0
PAY_000152,Discover,Debit,77.42,Travel_Airlines,US,AU,Mismatch,Attempted_NoAuth,Desktop_Windows,2986,1
PAY_000153,Visa,Credit,52.76,Apparel,GB,US,Match,Authenticated_Success,Desktop_Windows,832,0
PAY_000154,Mastercard,Credit,226.96,Apparel,JP,JP,Match,Authenticated_Success,Mobile_Android,3098,0
PAY_000155,Visa,Credit,26.95,Digital_Gaming,GB,GB,Match,Attempted_NoAuth,Mobile_iOS,62,1
PAY_000156,Mastercard,Credit,359.63,Electronics,SG,SG,Match,Authenticated_Success,Desktop_Windows,1471,0
PAY_000157,Visa,Credit,74.00,Digital_Gaming,GB,SG,Mismatch,Authenticated_Success,Mobile_Android,980,1
PAY_000158,Mastercard,Credit,1672.67,Electronics,US,US,Match,Authenticated_Success,Mobile_iOS,1634,0
PAY_000159,Mastercard,Corporate,286.83,Electronics,US,US,Mismatch,Authenticated_Success,Mobile_Android,2814,0
PAY_000160,Mastercard,Credit,30.94,Subscription,GB,US,Match,Exempt_LowRisk,Mobile_Android,3492,0
PAY_000161,Visa,Prepaid,599.62,Travel_Airlines,US,US,Match,Authenticated_Success,Mobile_iOS,2657,0
PAY_000162,Discover,Prepaid,155.56,Digital_Gaming,IN,IN,Match,Authenticated_Success,Tablet,1836,0
PAY_000163,Visa,Credit,43.09,Apparel,DE,DE,Match,Authenticated_Success,Mobile_iOS,1870,0
PAY_000164,Visa,Debit,18.53,Digital_Gaming,CA,CA,Match,Exempt_LowRisk,Mobile_Android,3624,0
PAY_000165,Mastercard,Debit,120.26,Food_Beverage,GB,GB,Match,Authenticated_Success,Mobile_Android,3619,0
PAY_000166,Visa,Debit,464.83,Luxury_Goods,US,US,Match,Authenticated_Success,Mobile_iOS,2784,0
PAY_000167,American Express,Credit,81.74,Luxury_Goods,CA,CA,Mismatch,Failed,Desktop_Windows,600,1
PAY_000168,American Express,Credit,88.23,Digital_Gaming,US,SG,Match,Exempt_LowRisk,Mobile_Android,965,0
PAY_000169,Visa,Credit,33.09,Apparel,US,US,Match,Exempt_LowRisk,Mobile_Android,994,0
PAY_000170,RuPay,Debit,50.36,Travel_Airlines,US,US,Match,Authenticated_Success,Mobile_Android,836,0
PAY_000171,Visa,Prepaid,45.27,Subscription,US,US,Mismatch,Authenticated_Success,Desktop_macOS,3531,0
PAY_000172,Mastercard,Debit,273.48,Digital_Gaming,DE,JP,Match,Authenticated_Success,Desktop_macOS,581,0
PAY_000173,Visa,Debit,251.86,Apparel,US,US,Mismatch,Authenticated_Success,Mobile_iOS,3113,0
PAY_000174,Discover,Prepaid,188.94,Digital_Gaming,US,US,NotProvided,Authenticated_Success,Mobile_iOS,2942,0
PAY_000175,Visa,Debit,89.67,Digital_Gaming,AU,DE,Match,Authenticated_Success,Mobile_Android,1929,0
PAY_000176,Visa,Credit,128.43,Subscription,AE,AE,Match,Authenticated_Success,Desktop_macOS,1120,0
PAY_000177,Mastercard,Debit,297.32,Travel_Airlines,GB,GB,Match,Authenticated_Success,Desktop_Windows,970,0
PAY_000178,RuPay,Credit,19.78,Apparel,GB,GB,Match,Authenticated_Success,Mobile_Android,2466,0
PAY_000179,Discover,Credit,24.63,Apparel,FR,FR,Match,Authenticated_Success,Desktop_macOS,2450,0
PAY_000180,Mastercard,Credit,34.20,Digital_Gaming,US,US,Match,Exempt_LowRisk,Mobile_iOS,1971,0
PAY_000181,Discover,Corporate,872.28,Electronics,GB,GB,Mismatch,Authenticated_Success,Mobile_iOS,2075,0
PAY_000182,Discover,Credit,217.97,Digital_Gaming,US,DE,Match,Authenticated_Success,Mobile_Android,3015,0
PAY_000183,Mastercard,Credit,20.33,Food_Beverage,GB,GB,Match,Exempt_LowRisk,Mobile_iOS,2754,0
PAY_000184,Visa,Credit,459.68,Luxury_Goods,AE,AE,Match,Authenticated_Success,Mobile_Android,2740,0
PAY_000185,American Express,Credit,119.91,Electronics,FR,FR,Match,Exempt_LowRisk,Mobile_Android,1023,0
PAY_000186,Mastercard,Credit,224.91,Travel_Airlines,AE,AE,Match,Exempt_LowRisk,Desktop_Windows,233,0
PAY_000187,Visa,Debit,147.92,Travel_Airlines,FR,FR,Match,Attempted_NoAuth,Desktop_macOS,1674,0
PAY_000188,Visa,Debit,313.02,Apparel,CA,CA,Match,Authenticated_Success,Mobile_iOS,1235,0
PAY_000189,Mastercard,Credit,424.54,Luxury_Goods,FR,FR,Match,Authenticated_Success,Mobile_Android,1223,0
PAY_000190,Visa,Credit,549.81,Luxury_Goods,DE,DE,Match,Authenticated_Success,Desktop_Windows,1898,0
PAY_000191,Discover,Credit,85.34,Food_Beverage,GB,GB,Match,Exempt_LowRisk,Mobile_iOS,3377,0
PAY_000192,Visa,Credit,60.28,Electronics,US,US,Mismatch,Authenticated_Success,Desktop_Windows,2933,0
PAY_000193,Visa,Debit,210.40,Electronics,GB,GB,Match,Authenticated_Success,Mobile_Android,2464,0
PAY_000194,American Express,Debit,214.55,Digital_Gaming,US,US,Match,Attempted_NoAuth,Mobile_iOS,2606,0
PAY_000195,Visa,Debit,943.48,Electronics,GB,GB,Match,Authenticated_Success,Desktop_Windows,1510,0
PAY_000196,Visa,Credit,18.87,Apparel,US,US,Match,Authenticated_Success,Mobile_Android,2005,0
PAY_000197,Mastercard,Debit,50.19,Travel_Airlines,CA,CA,Match,Exempt_LowRisk,Mobile_iOS,1583,0
PAY_000198,American Express,Credit,199.93,Electronics,US,US,Match,Authenticated_Success,Mobile_iOS,2950,0
PAY_000199,Visa,Credit,225.90,Digital_Gaming,US,US,Mismatch,Authenticated_Success,Desktop_Windows,3614,0
PAY_000200,Visa,Corporate,99.04,Subscription,GB,GB,Match,Authenticated_Success,Desktop_macOS,1588,0
PAY_000201,American Express,Debit,140.94,Digital_Gaming,US,CA,Match,Authenticated_Success,Mobile_iOS,2631,0
PAY_000202,RuPay,Corporate,14.94,Digital_Gaming,JP,JP,Match,Authenticated_Success,Mobile_iOS,204,0
PAY_000203,Mastercard,Corporate,35.55,Digital_Gaming,GB,GB,Match,Exempt_LowRisk,Mobile_iOS,1467,0
PAY_000204,Visa,Debit,16.67,Electronics,US,DE,Match,Authenticated_Success,Mobile_Android,3177,0
PAY_000205,Visa,Corporate,159.63,Electronics,US,US,Match,Authenticated_Success,Mobile_iOS,2505,0
PAY_000206,Visa,Credit,40.09,Luxury_Goods,IN,IN,Match,Attempted_NoAuth,Mobile_Android,1922,0
PAY_000207,Visa,Credit,288.86,Apparel,CA,CA,Match,Exempt_LowRisk,Mobile_iOS,781,0
PAY_000208,Mastercard,Credit,368.82,Apparel,GB,GB,Match,Authenticated_Success,Mobile_Android,2950,0
PAY_000209,Visa,Credit,217.96,Electronics,US,US,Match,Exempt_LowRisk,Mobile_Android,3542,0
PAY_000210,Mastercard,Credit,12.63,Food_Beverage,FR,FR,Match,Authenticated_Success,Mobile_Android,1431,0
PAY_000211,Mastercard,Credit,282.28,Electronics,SG,GB,Match,Authenticated_Success,Mobile_iOS,2955,0
PAY_000212,Mastercard,Debit,2061.81,Travel_Airlines,US,US,Match,Exempt_LowRisk,Mobile_Android,2148,0
PAY_000213,Visa,Debit,112.54,Apparel,US,US,Match,Authenticated_Success,Mobile_Android,1451,0
PAY_000214,American Express,Debit,245.55,Digital_Gaming,US,FR,Match,Authenticated_Success,Mobile_Android,1209,0
PAY_000215,Mastercard,Credit,39.11,Apparel,US,US,Match,Exempt_LowRisk,Mobile_iOS,1836,0
PAY_000216,Mastercard,Debit,71.61,Electronics,FR,FR,Match,Authenticated_Success,Mobile_iOS,1495,0
PAY_000217,Visa,Credit,61.69,Digital_Gaming,AE,AE,Match,Authenticated_Success,Mobile_Android,2252,0
PAY_000218,Visa,Credit,32.04,Travel_Airlines,AE,AE,Match,Authenticated_Success,Mobile_iOS,538,0
PAY_000219,Discover,Credit,2253.22,Electronics,FR,AE,Match,Authenticated_Success,Mobile_Android,1741,0
PAY_000220,Visa,Credit,77.76,Digital_Gaming,US,US,Match,Authenticated_Success,Mobile_iOS,2707,0
PAY_000221,Visa,Credit,173.03,Digital_Gaming,JP,JP,Match,Authenticated_Success,Mobile_iOS,3084,0
PAY_000222,Mastercard,Debit,112.39,Electronics,US,US,Match,Authenticated_Success,Mobile_Android,1023,0
PAY_000223,Mastercard,Debit,12.21,Digital_Gaming,US,US,Match,Authenticated_Success,Mobile_Android,2191,0
PAY_000224,RuPay,Debit,896.07,Electronics,DE,DE,Match,Authenticated_Success,Mobile_iOS,1102,0
PAY_000225,Visa,Credit,19.37,Digital_Gaming,US,US,Match,Authenticated_Success,Desktop_Windows,2883,0
PAY_000226,Discover,Debit,274.06,Electronics,IN,IN,Match,Authenticated_Success,Mobile_Android,1293,0
PAY_000227,Visa,Debit,108.57,Digital_Gaming,AE,AE,Match,Authenticated_Success,Desktop_macOS,2458,0
PAY_000228,Mastercard,Credit,72.34,Apparel,FR,FR,Match,Authenticated_Success,Mobile_iOS,1577,0
PAY_000229,Mastercard,Debit,28.13,Digital_Gaming,FR,IN,Match,Attempted_NoAuth,Desktop_Windows,975,0
PAY_000230,Visa,Credit,56.57,Digital_Gaming,US,US,Match,Authenticated_Success,Desktop_Windows,2103,0
PAY_000231,Visa,Credit,23.45,Food_Beverage,US,US,Mismatch,Authenticated_Success,Mobile_iOS,2277,0
PAY_000232,Visa,Credit,162.41,Digital_Gaming,IN,IN,Match,Attempted_NoAuth,Mobile_Android,2492,0
PAY_000233,RuPay,Credit,125.05,Food_Beverage,CA,CA,Match,Authenticated_Success,Mobile_Android,2888,0
PAY_000234,Mastercard,Credit,65.13,Apparel,AU,AU,Match,Authenticated_Success,Mobile_Android,2466,0
PAY_000235,Discover,Credit,35.69,Apparel,US,SG,Match,Authenticated_Success,Mobile_Android,3107,0
PAY_000236,American Express,Credit,1896.32,Electronics,US,AE,Match,Authenticated_Success,Desktop_macOS,1547,0
PAY_000237,Mastercard,Corporate,15.92,Digital_Gaming,US,US,Mismatch,Authenticated_Success,Desktop_Windows,1857,0
