age,account_type,transaction_type,merchant_category,amount,balance_before,balance_after,transaction_hour,location,device_type,payment_method,is_international,is_fraud,transaction_id,customer_id
29,Checking,Payment,Travel,93.46,25494.11,25400.65,1,Singapore,ATM,UPI / Wallet,0,0,TXN_103898,CUST_13898
67,Savings,Deposit,Entertainment,102.17,29005.8,28903.63,4,Tokyo,ATM,UPI / Wallet,0,0,TXN_100175,CUST_10175
35,Business,Deposit,Groceries,130.22,6949.67,6819.45,8,Tokyo,POS Terminal,UPI / Wallet,1,1,TXN_104600,CUST_14600
68,Checking,Withdrawal,Electronics,71.21,24348.16,24276.95,8,Berlin,Web Browser,UPI / Wallet,0,0,TXN_106014,CUST_16014
45,Checking,Withdrawal,Utilities,188.85,17052.2,16863.35,19,Singapore,Mobile App,UPI / Wallet,0,0,TXN_104780,CUST_14780
37,Business,Transfer,Electronics,301.81,22009.91,21708.1,2,Tokyo,Mobile App,Debit Card,0,0,TXN_106176,CUST_16176
18,Savings,Payment,Entertainment,38.7,19266.99,19228.29,2,New York,Mobile App,Debit Card,0,0,TXN_106842,CUST_16842
25,Checking,Payment,Groceries,97.49,13759.93,13662.44,9,Tokyo,Web Browser,Debit Card,0,0,TXN_104076,CUST_14076
58,Savings,Transfer,Travel,77.56,22688.88,22611.32,12,Singapore,Mobile App,Wire Transfer,0,0,TXN_102646,CUST_12646
67,Checking,Transfer,Retail,79.37,28548.78,28469.41,19,Mumbai,Mobile App,Wire Transfer,0,0,TXN_101569,CUST_11569
31,Savings,Payment,Groceries,199.97,19603.97,19554.0,12,Singapore,Web Browser,Debit Card,0,0,TXN_106500,CUST_16500
42,Savings,Deposit,Utilities,179.05,14226.38,14047.33,13,Mumbai,ATM,UPI / Wallet,1,0,TXN_105677,CUST_15677
38,Checking,Transfer,Travel,391.33,23261.88,22870.55,6,Berlin,POS Terminal,Debit Card,0,0,TXN_100087,CUST_10087
22,Credit,Transfer,Groceries,3.51,17903.12,17899.61,6,Toronto,POS Terminal,Credit Card,0,0,TXN_104685,CUST_14685
20,Credit,Deposit,Groceries,8.33,22930.05,22921.72,13,Berlin,ATM,Debit Card,0,0,TXN_100308,CUST_10308
61,Checking,Deposit,Electronics,167.78,25349.8,25182.02,13,London,Web Browser,Wire Transfer,0,0,TXN_105309,CUST_15309
35,Checking,Transfer,Entertainment,435.68,24366.06,23930.38,3,Singapore,POS Terminal,Debit Card,0,0,TXN_100892,CUST_10892
21,Savings,Withdrawal,Groceries,112.26,18298.66,18186.4,12,London,Mobile App,Wire Transfer,0,0,TXN_104418,CUST_14418
36,Savings,Withdrawal,Electronics,185.81,9808.13,9622.32,16,Berlin,POS Terminal,Debit Card,0,0,TXN_105849,CUST_15849
36,Checking,Payment,Electronics,119.14,19846.61,19727.47,0,New York,Web Browser,UPI / Wallet,0,0,TXN_103628,CUST_13628
62,Savings,Withdrawal,Entertainment,72.04,19447.88,19375.84,7,Mumbai,Mobile App,Credit Card,1,0,TXN_103767,CUST_13767
34,Business,Deposit,Electronics,579.97,25943.16,25363.19,13,London,Web Browser,Debit Card,0,0,TXN_106862,CUST_16862
18,Checking,Deposit,Electronics,0.4,9453.41,9453.01,9,New York,Web Browser,Credit Card,0,1,TXN_100379,CUST_10379
18,Credit,Payment,Groceries,35.48,15893.8,15858.32,17,Mumbai,Mobile App,Debit Card,0,0,TXN_104787,CUST_14787
59,Savings,Transfer,Entertainment,48.22,21860.88,21812.66,4,Tokyo,Web Browser,UPI / Wallet,0,0,TXN_102094,CUST_12094
59,Savings,Payment,Travel,108.23,25451.41,25343.18,20,Tokyo,Web Browser,Debit Card,0,0,TXN_102882,CUST_12882
30,Savings,Deposit,Electronics,293.21,21783.63,21640.42,11,Berlin,Mobile App,Wire Transfer,0,0,TXN_106839,CUST_16839
67,Savings,Transfer,Electronics,408.82,6254.88,5846.06,13,Toronto,ATM,Debit Card,0,0,TXN_105919,CUST_15919
67,Business,Deposit,Retail,339.94,11044.79,10704.85,8,Tokyo,Mobile App,UPI / Wallet,0,0,TXN_101215,CUST_11215
61,Checking,Payment,Entertainment,169.69,9087.68,8917.99,8,Tokyo,Web Browser,UPI / Wallet,0,1,TXN_102395,CUST_12395
48,Checking,Withdrawal,Entertainment,84.02,6769.16,6685.14,20,Toronto,ATM,UPI / Wallet,0,0,TXN_101014,CUST_11014
22,Savings,Transfer,Travel,732.84,24095.5,23362.66,6,Singapore,Mobile App,Wire Transfer,1,0,TXN_104778,CUST_14778
36,Checking,Payment,Groceries,429.34,18645.9,18216.56,16,Tokyo,Web Browser,Credit Card,0,0,TXN_102714,CUST_12714
63,Business,Transfer,Electronics,339.76,25903.25,25563.49,1,Toronto,ATM,Debit Card,0,0,TXN_101027,CUST_11027
49,Savings,Payment,Electronics,246.47,18706.09,18459.62,5,Mumbai,Web Browser,Debit Card,0,0,TXN_104665,CUST_14665
24,Savings,Payment,Travel,128.93,20938.41,20809.48,2,Tokyo,Mobile App,Debit Card,0,0,TXN_104074,CUST_14074
60,Checking,Payment,Electronics,344.35,2127.62,1783.27,9,Mumbai,Mobile App,Wire Transfer,1,0,TXN_104366,CUST_14366
70,Savings,Transfer,Retail,113.63,2065.27,1951.64,11,Tokyo,ATM,UPI / Wallet,0,0,TXN_104262,CUST_14262
57,Savings,Payment,Retail,153.68,12551.1,12397.42,8,Toronto,Mobile App,UPI / Wallet,0,0,TXN_105332,CUST_15332
30,Checking,Payment,Retail,61.5,13474.09,13412.59,13,Tokyo,Mobile App,Debit Card,1,0,TXN_101254,CUST_11254
18,Credit,Transfer,Retail,321.62,17480.16,17158.54,18,Singapore,Web Browser,Credit Card,0,0,TXN_104252,CUST_14252
33,Savings,Withdrawal,Travel,29.46,22318.19,22288.73,1,London,ATM,Credit Card,0,0,TXN_104183,CUST_14183
75,Checking,Transfer,Groceries,68.78,20410.98,20342.2,5,New York,Mobile App,UPI / Wallet,0,0,TXN_103731,CUST_13731
22,Checking,Payment,Groceries,161.21,26308.67,26147.46,7,Berlin,Mobile App,Debit Card,0,0,TXN_106452,CUST_16452
18,Checking,Payment,Utilities,90.16,5739.84,5649.68,14,Berlin,Mobile App,Debit Card,0,0,TXN_100550,CUST_10550
53,Business,Transfer,Travel,13.8,18243.01,18229.21,3,Mumbai,Web Browser,UPI / Wallet,0,0,TXN_103683,CUST_13683
42,Checking,Withdrawal,Retail,92.81,13994.67,13901.86,7,London,POS Terminal,Wire Transfer,0,0,TXN_102637,CUST_12637
56,Savings,Deposit,Groceries,77.36,4743.46,4666.1,18,Tokyo,ATM,UPI / Wallet,0,0,TXN_102654,CUST_12654
69,Credit,Transfer,Electronics,111.44,17241.53,17130.09,21,New York,Web Browser,Debit Card,0,0,TXN_100602,CUST_10602
39,Checking,Payment,Electronics,438.66,9724.61,9285.95,13,Toronto,Web Browser,UPI / Wallet,0,0,TXN_104198,CUST_14198
66,Checking,Transfer,Retail,5.01,27637.86,27632.85,14,Berlin,Web Browser,Credit Card,0,0,TXN_102443,CUST_12443
26,Savings,Withdrawal,Groceries,43.83,21028.31,20984.48,5,Mumbai,ATM,UPI / Wallet,0,0,TXN_105231,CUST_15231
30,Savings,Deposit,Groceries,1.53,5097.68,5096.15,16,Mumbai,ATM,Debit Card,1,0,TXN_106857,CUST_16857
24,Checking,Withdrawal,Entertainment,253.15,17603.74,17350.59,17,Berlin,Mobile App,Debit Card,0,0,TXN_100149,CUST_10149
18,Checking,Payment,Travel,185.11,24263.62,24078.51,0,Berlin,ATM,Debit Card,0,0,TXN_103562,CUST_13562
23,Savings,Transfer,Retail,45.82,1322.91,1277.09,19,Mumbai,POS Terminal,Debit Card,0,0,TXN_104596,CUST_14596
61,Savings,Transfer,Electronics,92.82,13847.75,13754.93,5,Mumbai,Mobile App,Credit Card,0,0,TXN_101905,CUST_11905
28,Savings,Transfer,Entertainment,64.86,28079.3,28014.44,7,Mumbai,POS Terminal,Wire Transfer,0,0,TXN_106971,CUST_16971
28,Business,Payment,Entertainment,176.36,13884.01,13707.65,21,Toronto,Mobile App,Debit Card,1,0,TXN_102252,CUST_12252
34,Savings,Withdrawal,Entertainment,161.49,27153.18,26991.69,12,Tokyo,Mobile App,Wire Transfer,0,0,TXN_103666,CUST_13666
59,Checking,Transfer,Entertainment,85.72,15272.65,15186.93,10,Mumbai,POS Terminal,UPI / Wallet,1,1,TXN_106303,CUST_16303
75,Savings,Payment,Retail,405.22,22238.59,21833.37,22,London,POS Terminal,UPI / Wallet,0,1,TXN_102883,CUST_12883
57,Savings,Payment,Utilities,69.78,12210.3,12140.52,9,Tokyo,POS Terminal,Wire Transfer,0,1,TXN_103746,CUST_13746
55,Business,Payment,Utilities,54.7,24124.52,24069.82,13,Tokyo,Mobile App,UPI / Wallet,0,0,TXN_105128,CUST_15128
60,Savings,Payment,Retail,119.18,8078.04,7958.86,19,Toronto,Mobile App,Wire Transfer,0,0,TXN_105268,CUST_15268
68,Savings,Payment,Groceries,53.99,2181.53,2127.54,19,Mumbai,ATM,Debit Card,0,0,TXN_105704,CUST_15704
41,Business,Withdrawal,Groceries,253.19,25073.87,24970.68,4,London,POS Terminal,Credit Card,0,0,TXN_100992,CUST_10992
18,Checking,Withdrawal,Travel,183.77,11670.53,11486.76,22,Berlin,Web Browser,Wire Transfer,0,0,TXN_105572,CUST_15572
24,Checking,Payment,Entertainment,6.11,9560.17,9554.06,11,Tokyo,POS Terminal,Credit Card,1,0,TXN_106642,CUST_16642
20,Checking,Transfer,Groceries,233.86,18419.98,18186.12,11,New York,ATM,UPI / Wallet,0,0,TXN_103236,CUST_13236
67,Checking,Payment,Retail,40.71,21999.3,21958.59,16,Tokyo,Mobile App,Debit Card,0,0,TXN_106145,CUST_16145
58,Credit,Withdrawal,Entertainment,143.77,10543.49,10399.72,23,Tokyo,Mobile App,Wire Transfer,0,0,TXN_100741,CUST_10741
21,Savings,Transfer,Entertainment,278.59,18199.56,17920.97,11,Berlin,Web Browser,Debit Card,0,0,TXN_105727,CUST_15727
48,Checking,Transfer,Retail,160.58,23819.89,23659.31,9,London,ATM,Wire Transfer,0,0,TXN_102755,CUST_12755
23,Savings,Payment,Utilities,41.81,21251.69,21209.88,8,New York,Web Browser,Debit Card,0,0,TXN_106516,CUST_16516
39,Savings,Payment,Electronics,257.94,5180.61,4922.67,13,Mumbai,POS Terminal,Wire Transfer,0,0,TXN_102438,CUST_12438
18,Savings,Transfer,Travel,1230.52,23662.51,22431.99,21,New York,Mobile App,Debit Card,0,0,TXN_100420,CUST_10420
59,Savings,Deposit,Retail,34.05,24384.15,24500.1,20,London,Web Browser,UPI / Wallet,0,0,TXN_104607,CUST_14607
33,Savings,Withdrawal,Utilities,100.48,18615.33,18514.85,9,Mumbai,ATM,UPI / Wallet,0,0,TXN_101678,CUST_11678
46,Savings,Withdrawal,Entertainment,30.64,19820.51,19789.87,5,Tokyo,Web Browser,Wire Transfer,0,0,TXN_100582,CUST_10582
69,Savings,Transfer,Utilities,228.81,26174.22,25945.41,6,Toronto,Mobile App,Credit Card,0,0,TXN_100810,CUST_10810
23,Savings,Deposit,Entertainment,34.3,23265.98,23231.68,6,New York,Web Browser,Debit Card,0,0,TXN_105991,CUST_15991
18,Checking,Withdrawal,Electronics,37.29,26155.9,26118.61,9,New York,POS Terminal,Wire Transfer,0,1,TXN_100328,CUST_10328
56,Savings,Transfer,Groceries,121.24,5162.8,5041.56,7,Mumbai,POS Terminal,Debit Card,0,1,TXN_100808,CUST_10808
55,Checking,Transfer,Entertainment,37.93,17351.44,17313.51,17,Toronto,Mobile App,Credit Card,0,0,TXN_103888,CUST_13888
33,Savings,Transfer,Utilities,5.91,17492.65,17486.74,1,London,ATM,Debit Card,1,0,TXN_103983,CUST_13983
53,Savings,Deposit,Entertainment,412.0,26650.43,26238.43,19,Mumbai,Mobile App,Debit Card,0,0,TXN_103982,CUST_13982
62,Credit,Transfer,Utilities,146.27,21649.11,21502.84,15,Tokyo,Web Browser,Wire Transfer,0,0,TXN_101466,CUST_11466
21,Savings,Payment,Groceries,89.73,21805.84,21716.11,8,Tokyo,POS Terminal,UPI / Wallet,1,0,TXN_105837,CUST_15837
59,Savings,Transfer,Retail,141.5,10223.5,10082.0,23,Tokyo,Web Browser,Credit Card,0,0,TXN_106535,CUST_16535
70,Savings,Transfer,Travel,53.77,7447.41,7393.64,9,Mumbai,POS Terminal,UPI / Wallet,0,0,TXN_103019,CUST_13019
70,Savings,Deposit,Entertainment,55.95,18952.28,19046.33,19,Toronto,ATM,Debit Card,0,0,TXN_105908,CUST_15908
26,Savings,Transfer,Travel,62.79,16717.02,16654.23,12,Berlin,ATM,Wire Transfer,0,0,TXN_105323,CUST_15323
20,Checking,Deposit,Utilities,80.77,9057.92,8977.15,8,Toronto,Web Browser,Wire Transfer,0,0,TXN_100074,CUST_10074
18,Checking,Withdrawal,Groceries,162.05,21294.44,21132.39,16,Toronto,ATM,Wire Transfer,0,0,TXN_100875,CUST_10875
68,Checking,Payment,Groceries,107.33,22229.46,22122.13,10,Mumbai,ATM,UPI / Wallet,0,0,TXN_106461,CUST_16461
71,Checking,Transfer,Entertainment,73.86,22495.73,22421.87,23,Toronto,POS Terminal,Credit Card,1,0,TXN_103568,CUST_13568
38,Savings,Transfer,Electronics,251.14,22940.39,22689.25,12,Tokyo,Mobile App,Wire Transfer,0,0,TXN_102950,CUST_12950
62,Savings,Transfer,Travel,6.56,9275.17,9268.61,16,New York,Web Browser,Wire Transfer,1,0,TXN_104830,CUST_14830
38,Savings,Deposit,Retail,131.01,4829.9,4698.89,7,London,Web Browser,Wire Transfer,0,0,TXN_100737,CUST_10737
18,Checking,Payment,Electronics,604.37,13497.39,12893.02,22,Toronto,Web Browser,Debit Card,1,0,TXN_104805,CUST_14805
48,Business,Transfer,Groceries,213.15,23710.89,23497.74,4,Toronto,Mobile App,Wire Transfer,1,0,TXN_106481,CUST_16481
58,Savings,Withdrawal,Electronics,40.75,8826.11,8785.36,21,New York,Mobile App,Debit Card,0,1,TXN_106009,CUST_16009
60,Business,Deposit,Electronics,15.47,13896.82,13881.35,13,Toronto,ATM,UPI / Wallet,0,0,TXN_103380,CUST_13380
50,Savings,Transfer,Travel,152.96,14411.27,14258.31,16,Mumbai,ATM,Wire Transfer,0,0,TXN_105364,CUST_15364
59,Savings,Withdrawal,Retail,303.62,11192.2,11038.58,9,New York,Mobile App,Debit Card,0,0,TXN_105051,CUST_15051
35,Savings,Transfer,Retail,43.97,12433.1,12389.13,9,Mumbai,Web Browser,Wire Transfer,0,1,TXN_100946,CUST_10946
47,Savings,Transfer,Utilities,23.79,9324.11,9300.32,7,Toronto,Mobile App,Wire Transfer,0,0,TXN_106830,CUST_16830
18,Checking,Transfer,Entertainment,184.51,25413.88,25229.37,22,Toronto,ATM,UPI / Wallet,0,0,TXN_102482,CUST_12482
26,Checking,Transfer,Retail,94.17,21628.0,21533.83,15,Singapore,POS Terminal,UPI / Wallet,0,0,TXN_105552,CUST_15552
27,Savings,Payment,Travel,44.72,22615.06,22570.34,19,Singapore,POS Terminal,Credit Card,0,0,TXN_101333,CUST_11333
20,Credit,Payment,Electronics,74.73,6378.63,6303.9,17,Mumbai,Mobile App,UPI / Wallet,1,0,TXN_105814,CUST_15814
38,Savings,Withdrawal,Utilities,229.1,1130.18,901.08,18,Tokyo,ATM,Debit Card,0,1,TXN_105711,CUST_15711
35,Savings,Payment,Groceries,102.27,24100.68,23998.41,19,Toronto,Mobile App,Debit Card,0,1,TXN_101532,CUST_11532
20,Savings,Withdrawal,Entertainment,41.35,9935.32,9893.97,19,Mumbai,Web Browser,Credit Card,0,0,TXN_106609,CUST_16609
73,Business,Transfer,Electronics,108.6,24888.57,24779.97,5,Singapore,POS Terminal,Credit Card,1,0,TXN_103391,CUST_13391
24,Checking,Deposit,Groceries,371.74,16211.07,15839.33,11,Tokyo,Web Browser,Wire Transfer,0,0,TXN_103192,CUST_13192
59,Credit,Withdrawal,Retail,30.79,28228.22,28347.43,10,Mumbai,ATM,Wire Transfer,0,0,TXN_102996,CUST_12996
46,Business,Transfer,Groceries,7.77,21537.58,21529.81,20,Mumbai,Mobile App,Wire Transfer,0,0,TXN_103373,CUST_13373
62,Savings,Payment,Groceries,1.07,11024.1,11023.03,6,Singapore,Web Browser,Credit Card,0,0,TXN_101221,CUST_11221
36,Credit,Withdrawal,Electronics,67.12,8007.88,7940.76,12,Tokyo,POS Terminal,Debit Card,0,0,TXN_103546,CUST_13546
37,Business,Transfer,Travel,232.91,10748.37,10515.46,11,Tokyo,Mobile App,Wire Transfer,0,0,TXN_101212,CUST_11212
18,Checking,Payment,Groceries,350.52,5705.17,5354.65,20,Toronto,ATM,Debit Card,0,0,TXN_103901,CUST_13901
18,Checking,Payment,Travel,27.04,25300.86,25273.82,19,Berlin,Web Browser,UPI / Wallet,1,0,TXN_102175,CUST_12175
43,Savings,Withdrawal,Utilities,71.13,3925.57,3854.44,6,Mumbai,Web Browser,Debit Card,0,1,TXN_103420,CUST_13420
73,Business,Deposit,Groceries,67.06,24805.17,24738.11,18,Tokyo,ATM,Debit Card,0,0,TXN_100512,CUST_10512
62,Business,Deposit,Groceries,80.13,26466.97,26386.84,4,Toronto,ATM,Wire Transfer,0,0,TXN_100307,CUST_10307
18,Business,Payment,Utilities,14.86,22164.3,22149.44,13,Toronto,Mobile App,Wire Transfer,0,0,TXN_102376,CUST_12376
69,Checking,Deposit,Electronics,111.46,19463.29,19351.83,23,New York,Mobile App,Debit Card,0,0,TXN_104402,CUST_14402
39,Credit,Payment,Travel,8.93,16808.57,16799.64,8,Berlin,POS Terminal,Wire Transfer,0,0,TXN_106430,CUST_16430
45,Checking,Transfer,Retail,36.8,12108.75,12071.95,10,Singapore,POS Terminal,UPI / Wallet,0,0,TXN_103473,CUST_13473
57,Savings,Withdrawal,Travel,71.26,3011.07,2939.81,7,Toronto,ATM,Wire Transfer,1,0,TXN_106886,CUST_16886
21,Checking,Payment,Retail,137.42,9.08,0.0,0,Tokyo,Mobile App,Debit Card,0,0,TXN_100080,CUST_10080
18,Savings,Transfer,Travel,152.17,18800.89,18648.72,2,Mumbai,ATM,Credit Card,0,0,TXN_101654,CUST_11654
41,Checking,Transfer,Travel,168.82,20173.95,20005.13,11,Mumbai,Web Browser,Credit Card,0,0,TXN_103105,CUST_13105
37,Credit,Withdrawal,Groceries,313.74,17617.64,17303.9,0,Mumbai,Web Browser,Debit Card,0,0,TXN_102401,CUST_12401
19,Business,Transfer,Travel,4.69,23471.49,23466.8,12,New York,Mobile App,Debit Card,0,0,TXN_102561,CUST_12561
67,Checking,Transfer,Retail,164.67,24481.63,24316.96,23,London,Mobile App,UPI / Wallet,0,0,TXN_103919,CUST_13919
18,Credit,Transfer,Travel,68.34,25669.83,25601.49,14,Berlin,Web Browser,Wire Transfer,0,0,TXN_104138,CUST_14138
61,Credit,Transfer,Retail,2.69,25536.88,25534.19,23,New York,Web Browser,UPI / Wallet,0,0,TXN_103339,CUST_13339
37,Credit,Transfer,Entertainment,0.49,714.36,713.87,18,London,Web Browser,Debit Card,0,1,TXN_105504,CUST_15504
29,Savings,Transfer,Travel,64.12,26429.1,26364.98,5,London,Mobile App,UPI / Wallet,0,0,TXN_102917,CUST_12917
18,Checking,Payment,Utilities,41.85,22302.22,22260.37,10,Berlin,POS Terminal,UPI / Wallet,0,0,TXN_102345,CUST_12345
58,Checking,Payment,Electronics,20.69,22155.97,22135.28,9,Tokyo,POS Terminal,Credit Card,0,0,TXN_105875,CUST_15875
60,Checking,Withdrawal,Retail,353.28,12501.63,12148.35,4,Berlin,POS Terminal,Debit Card,0,0,TXN_101557,CUST_11557
81,Savings,Withdrawal,Electronics,623.8,5231.26,4607.46,16,Mumbai,Mobile App,Debit Card,0,0,TXN_106738,CUST_16738
