transaction_id,customer_id,age,account_type,transaction_type,merchant_category,amount,balance_before,balance_after,transaction_hour,location,device_type,payment_method,is_international,is_fraud
TXN-100015,CUST-1216,57,Checking,Transfer,Retail,358.59,17534.69,17176.1,12,London,POS Terminal,Wire Transfer,0,0
TXN-100016,CUST-1176,41,Savings,Transfer,Groceries,18.0,13738.72,13720.72,2,Singapore,ATM,Wire Transfer,1,0
TXN-100017,CUST-1043,20,Checking,Payment,Electronics,36.8,15278.26,15241.46,12,London,Web Browser,Wire Transfer,0,0
TXN-100018,CUST-1303,39,Business,Withdrawal,Groceries,92.18,2367.55,2275.37,23,Singapore,Web Browser,Debit Card,0,0
TXN-100019,CUST-1157,70,Savings,Withdrawal,Utilities,136.83,11900.6,11763.77,1,Singapore,ATM,UPI / Wallet,0,0
TXN-100020,CUST-1268,19,Checking,Transfer,Entertainment,259.11,4923.14,4664.03,8,New York,Mobile App,Credit Card,0,0
TXN-100021,CUST-1170,41,Checking,Payment,Groceries,671.74,5288.75,4617.01,12,London,ATM,Wire Transfer,1,1
TXN-100022,CUST-1494,61,Credit,Transfer,Electronics,78.86,16566.47,16487.61,7,New York,Web Browser,UPI / Wallet,1,0
TXN-100023,CUST-1220,47,Savings,Transfer,Retail,12.29,22790.28,22777.99,15,Toronto,Mobile App,Debit Card,0,0
TXN-100024,CUST-1399,55,Checking,Payment,Travel,247.3,10153.54,9906.24,23,Toronto,ATM,Wire Transfer,0,0
TXN-100025,CUST-1229,19,Credit,Payment,Entertainment,144.1,5272.96,5128.86,2,Berlin,Web Browser,UPI / Wallet,0,0
TXN-100026,CUST-1090,38,Credit,Transfer,Electronics,38.2,16253.8,16215.6,12,Singapore,Web Browser,Debit Card,0,0
TXN-100027,CUST-1409,50,Checking,Transfer,Utilities,107.43,21792.56,21685.13,3,Toronto,Web Browser,UPI / Wallet,0,0
TXN-100028,CUST-1458,29,Checking,Transfer,Utilities,208.4,18733.14,18524.74,17,Berlin,POS Terminal,Credit Card,0,0
TXN-100029,CUST-1430,39,Checking,Withdrawal,Utilities,225.72,21732.06,21506.34,1,London,POS Terminal,UPI / Wallet,0,0
TXN-100030,CUST-1420,61,Credit,Deposit,Entertainment,108.86,13460.21,13569.07,19,Berlin,Mobile App,UPI / Wallet,0,0
TXN-100031,CUST-1130,42,Checking,Transfer,Groceries,59.62,18821.72,18762.1,21,Berlin,Mobile App,Credit Card,0,0
TXN-100032,CUST-1409,66,Savings,Transfer,Entertainment,550.97,3587.61,3036.64,20,London,Mobile App,Credit Card,0,1
TXN-100033,CUST-1225,44,Credit,Withdrawal,Utilities,168.31,8772.04,8603.73,14,New York,POS Terminal,UPI / Wallet,0,0
TXN-100034,CUST-1224,59,Checking,Deposit,Electronics,83.7,9799.77,9883.47,16,New York,Mobile App,Credit Card,0,0
TXN-100035,CUST-1142,45,Checking,Payment,Travel,54.37,12831.26,12776.89,9,Singapore,Web Browser,UPI / Wallet,0,0
TXN-100036,CUST-1065,33,Savings,Transfer,Travel,202.01,23234.0,23031.99,0,Singapore,Web Browser,Wire Transfer,0,0
TXN-100037,CUST-1027,32,Checking,Transfer,Entertainment,46.6,21869.98,21823.38,5,London,Mobile App,UPI / Wallet,0,0
TXN-100038,CUST-1124,64,Savings,Payment,Utilities,33.26,3449.68,3416.42,2,London,Mobile App,Debit Card,0,0
TXN-100039,CUST-1211,68,Checking,Payment,Retail,118.2,4402.46,4284.26,18,Mumbai,POS Terminal,Credit Card,0,0
TXN-100040,CUST-1421,61,Savings,Transfer,Entertainment,56.37,9005.25,8948.88,6,Mumbai,Web Browser,Wire Transfer,0,0
TXN-100041,CUST-1427,72,Checking,Payment,Utilities,153.69,7339.52,7185.83,12,Tokyo,ATM,Credit Card,0,0
TXN-100042,CUST-1436,69,Business,Transfer,Groceries,23.82,15407.8,15383.98,12,Toronto,ATM,Credit Card,0,0
TXN-100043,CUST-1079,74,Savings,Withdrawal,Travel,164.61,22579.12,22414.51,16,Singapore,POS Terminal,Credit Card,0,0
TXN-100044,CUST-1237,20,Business,Transfer,Travel,54.96,24061.06,24006.1,0,Berlin,POS Terminal,Debit Card,0,0
TXN-100045,CUST-1131,54,Checking,Transfer,Travel,5.04,16374.71,16369.67,13,Toronto,POS Terminal,Debit Card,0,0
TXN-100046,CUST-1327,68,Credit,Payment,Retail,25.36,20970.16,20944.8,2,Tokyo,Web Browser,UPI / Wallet,0,0
TXN-100047,CUST-1299,24,Credit,Payment,Utilities,411.84,13177.53,12765.69,13,Toronto,Mobile App,Debit Card,0,0
TXN-100048,CUST-1118,38,Checking,Deposit,Utilities,308.01,5287.34,5595.35,23,Tokyo,Mobile App,Credit Card,0,0
TXN-100049,CUST-1045,26,Checking,Payment,Utilities,44.91,13164.74,13119.83,0,New York,POS Terminal,Wire Transfer,0,0
TXN-100050,CUST-1083,56,Credit,Transfer,Utilities,231.01,13921.56,13690.55,15,Berlin,Web Browser,Wire Transfer,0,0
TXN-100051,CUST-1281,35,Checking,Withdrawal,Retail,145.69,18587.19,18441.5,9,New York,ATM,Wire Transfer,0,0
TXN-100052,CUST-1351,21,Savings,Transfer,Electronics,535.58,5575.09,5039.51,12,Mumbai,POS Terminal,Credit Card,0,0
TXN-100053,CUST-1012,42,Checking,Deposit,Entertainment,75.17,9270.93,9346.1,3,Tokyo,Web Browser,Debit Card,1,0
TXN-100054,CUST-1124,31,Credit,Payment,Entertainment,176.6,9164.28,8987.68,8,Toronto,POS Terminal,Wire Transfer,0,0
TXN-100055,CUST-1324,67,Credit,Payment,Utilities,14.85,23990.05,23975.2,13,Mumbai,Web Browser,Credit Card,0,0
TXN-100056,CUST-1171,26,Credit,Transfer,Groceries,80.69,11154.23,11073.54,3,Berlin,Web Browser,Credit Card,0,0
TXN-100057,CUST-1233,43,Checking,Payment,Travel,502.88,18901.84,18398.96,9,Berlin,POS Terminal,Wire Transfer,1,1
TXN-100058,CUST-1180,70,Credit,Withdrawal,Retail,121.15,18795.2,18674.05,7,Singapore,Mobile App,Wire Transfer,0,0
TXN-100059,CUST-1050,19,Savings,Withdrawal,Groceries,55.93,6712.05,6656.12,22,London,POS Terminal,UPI / Wallet,0,0
TXN-100060,CUST-1268,37,Checking,Transfer,Groceries,24.22,14339.56,14315.34,2,New York,Mobile App,UPI / Wallet,0,0
TXN-100061,CUST-1168,45,Savings,Transfer,Utilities,187.37,22368.14,22180.77,22,Singapore,Mobile App,Credit Card,0,0
TXN-100062,CUST-1394,64,Savings,Withdrawal,Retail,160.28,11932.42,11772.14,6,Toronto,ATM,UPI / Wallet,0,0
TXN-100063,CUST-1420,24,Savings,Deposit,Entertainment,75.25,23633.43,23708.68,9,Singapore,Web Browser,UPI / Wallet,0,0
TXN-100064,CUST-1315,61,Savings,Transfer,Travel,457.21,5440.01,4982.8,2,Toronto,POS Terminal,Wire Transfer,1,0
TXN-100065,CUST-1287,25,Checking,Payment,Entertainment,8.37,1946.56,1938.19,1,New York,Web Browser,UPI / Wallet,1,0
TXN-100066,CUST-1428,64,Savings,Transfer,Groceries,59.3,22297.2,22237.9,14,New York,ATM,Credit Card,0,0
TXN-100067,CUST-1489,52,Checking,Withdrawal,Travel,385.88,21207.26,20821.38,8,Berlin,Mobile App,Wire Transfer,1,0
TXN-100068,CUST-1273,31,Savings,Transfer,Electronics,63.06,24815.49,24752.43,14,Berlin,POS Terminal,UPI / Wallet,0,0
TXN-100069,CUST-1348,34,Savings,Transfer,Groceries,48.6,17016.9,16968.3,16,Tokyo,Web Browser,UPI / Wallet,0,0
TXN-100070,CUST-1206,53,Savings,Withdrawal,Entertainment,119.61,23423.53,23303.92,6,Mumbai,ATM,UPI / Wallet,0,0
TXN-100071,CUST-1147,67,Savings,Transfer,Entertainment,265.42,20691.03,20425.61,19,Berlin,Mobile App,Debit Card,0,0
TXN-100072,CUST-1299,57,Checking,Payment,Utilities,21.33,21126.22,21104.89,17,Singapore,Mobile App,UPI / Wallet,0,0
TXN-100073,CUST-1419,21,Checking,Payment,Entertainment,434.76,14271.63,13836.87,14,Tokyo,Web Browser,UPI / Wallet,0,0
TXN-100074,CUST-1452,19,Checking,Transfer,Retail,242.77,9620.88,9378.11,17,Toronto,Mobile App,Credit Card,0,0
TXN-100075,CUST-1487,23,Checking,Payment,Groceries,35.0,23370.5,23335.5,23,Tokyo,ATM,UPI / Wallet,0,0
TXN-100076,CUST-1036,71,Savings,Payment,Travel,191.72,10859.72,10668.0,22,Singapore,Mobile App,Debit Card,0,0
TXN-100077,CUST-1160,59,Credit,Transfer,Entertainment,77.91,13516.6,13438.69,11,Berlin,POS Terminal,Wire Transfer,0,0
TXN-100078,CUST-1465,21,Checking,Payment,Utilities,82.2,11208.25,11126.05,22,Toronto,POS Terminal,UPI / Wallet,1,0
TXN-100079,CUST-1382,71,Checking,Withdrawal,Utilities,234.38,14163.98,13929.6,20,Singapore,Web Browser,UPI / Wallet,0,0
TXN-100080,CUST-1274,46,Savings,Withdrawal,Entertainment,498.66,11815.58,11316.92,7,London,ATM,Credit Card,1,0
TXN-100081,CUST-1434,35,Savings,Transfer,Retail,25.31,1294.39,1269.08,1,Berlin,Mobile App,UPI / Wallet,0,0
TXN-100082,CUST-1287,43,Savings,Transfer,Utilities,86.87,22063.0,21976.13,1,Mumbai,Mobile App,UPI / Wallet,0,1
TXN-100083,CUST-1105,61,Savings,Transfer,Travel,103.36,11165.41,11062.05,4,Toronto,Mobile App,UPI / Wallet,1,0
TXN-100084,CUST-1021,51,Checking,Payment,Groceries,75.82,14764.7,14688.88,0,Singapore,POS Terminal,UPI / Wallet,0,0
TXN-100085,CUST-1232,27,Checking,Payment,Electronics,72.69,3565.78,3493.09,21,Berlin,ATM,Wire Transfer,0,0
TXN-100086,CUST-1121,53,Checking,Payment,Retail,13.05,184.36,171.31,3,New York,Mobile App,Credit Card,0,0
TXN-100087,CUST-1128,31,Credit,Transfer,Utilities,178.53,6207.72,6029.19,5,London,Web Browser,Wire Transfer,0,1
TXN-100088,CUST-1309,48,Credit,Transfer,Groceries,90.96,17644.19,17553.23,22,Toronto,ATM,Debit Card,1,0
TXN-100089,CUST-1216,65,Checking,Payment,Electronics,37.5,2569.94,2532.44,12,Toronto,ATM,UPI / Wallet,0,0
TXN-100090,CUST-1147,32,Business,Payment,Entertainment,258.95,22731.3,22472.35,18,Mumbai,Mobile App,Debit Card,1,0
TXN-100091,CUST-1057,25,Savings,Transfer,Entertainment,248.35,5454.06,5205.71,10,Berlin,POS Terminal,Wire Transfer,0,0
TXN-100092,CUST-1418,31,Savings,Payment,Travel,104.94,5194.38,5089.44,12,New York,ATM,Debit Card,0,0
TXN-100093,CUST-1236,40,Savings,Transfer,Electronics,58.17,4619.55,4561.38,7,Berlin,Web Browser,UPI / Wallet,0,0
TXN-100094,CUST-1069,74,Checking,Withdrawal,Entertainment,157.46,448.14,290.68,6,New York,ATM,Debit Card,0,0
TXN-100095,CUST-1453,57,Credit,Withdrawal,Entertainment,55.98,19317.96,19261.98,12,Mumbai,POS Terminal,Wire Transfer,0,0
TXN-100096,CUST-1188,38,Savings,Transfer,Utilities,45.38,21888.36,21842.98,0,London,Web Browser,UPI / Wallet,0,1
TXN-100097,CUST-1241,33,Credit,Transfer,Travel,201.69,15392.65,15190.96,5,Toronto,POS Terminal,Credit Card,0,0
TXN-100098,CUST-1062,62,Savings,Payment,Groceries,11.17,4786.18,4775.01,6,New York,Mobile App,Wire Transfer,0,0
TXN-100099,CUST-1484,35,Credit,Transfer,Entertainment,19.93,7203.42,7183.49,15,Tokyo,ATM,UPI / Wallet,0,0
TXN-100100,CUST-1240,64,Savings,Payment,Retail,6.02,11950.57,11944.55,14,Mumbai,Web Browser,Credit Card,0,0
TXN-100101,CUST-1444,70,Savings,Withdrawal,Retail,29.9,23863.21,23833.31,19,Mumbai,POS Terminal,Debit Card,0,0
TXN-100102,CUST-1184,41,Checking,Payment,Groceries,15.72,6259.05,6243.33,1,Singapore,Mobile App,Debit Card,0,0
TXN-100103,CUST-1258,43,Savings,Withdrawal,Electronics,825.99,18317.98,17491.99,22,London,Web Browser,Debit Card,0,0
TXN-100104,CUST-1228,42,Savings,Payment,Travel,56.12,11042.26,10986.14,15,Tokyo,ATM,UPI / Wallet,0,0
TXN-100105,CUST-1222,62,Savings,Transfer,Utilities,29.25,7516.4,7487.15,16,Tokyo,ATM,Debit Card,0,0
TXN-100106,CUST-1098,58,Credit,Withdrawal,Retail,46.36,11452.31,11405.95,23,Singapore,POS Terminal,Debit Card,0,0
TXN-100107,CUST-1246,46,Checking,Payment,Retail,417.63,1873.05,1455.42,14,New York,Web Browser,Credit Card,0,0
TXN-100108,CUST-1044,32,Savings,Payment,Groceries,115.15,19987.32,19872.17,2,New York,Mobile App,Credit Card,0,0
TXN-100109,CUST-1398,62,Checking,Transfer,Electronics,73.08,6158.22,6085.14,3,Tokyo,Mobile App,Credit Card,1,0
TXN-100110,CUST-1272,18,Checking,Transfer,Electronics,315.0,18162.76,17847.76,11,London,Mobile App,UPI / Wallet,0,0
TXN-100111,CUST-1398,42,Savings,Deposit,Groceries,80.38,1801.87,1882.25,4,New York,POS Terminal,Wire Transfer,0,0
TXN-100112,CUST-1004,24,Checking,Transfer,Retail,66.2,23881.95,23815.75,16,Mumbai,Mobile App,Debit Card,0,0
TXN-100113,CUST-1469,26,Savings,Deposit,Travel,39.84,4906.07,4945.91,5,Berlin,Web Browser,Debit Card,0,0
TXN-100114,CUST-1429,41,Savings,Deposit,Retail,76.17,22080.28,22156.45,9,Singapore,POS Terminal,UPI / Wallet,0,0
TXN-100115,CUST-1010,18,Checking,Withdrawal,Electronics,62.12,20255.88,20193.76,21,London,ATM,Debit Card,0,0
TXN-100116,CUST-1447,61,Savings,Payment,Utilities,174.66,24199.71,24025.05,17,New York,POS Terminal,UPI / Wallet,0,0
TXN-100117,CUST-1347,25,Checking,Payment,Retail,56.29,11999.48,11943.19,9,Berlin,POS Terminal,UPI / Wallet,0,0
TXN-100118,CUST-1397,41,Checking,Withdrawal,Travel,134.13,18212.19,18078.06,5,Tokyo,POS Terminal,UPI / Wallet,0,0
TXN-100119,CUST-1038,28,Savings,Transfer,Entertainment,15.22,9330.7,9315.48,23,Singapore,Web Browser,Wire Transfer,0,0
TXN-100120,CUST-1450,68,Checking,Payment,Retail,36.85,4690.77,4653.92,5,New York,ATM,UPI / Wallet,0,0
TXN-100121,CUST-1438,34,Savings,Payment,Groceries,83.49,11132.59,11049.1,19,Tokyo,ATM,Wire Transfer,0,0
TXN-100122,CUST-1499,25,Business,Payment,Entertainment,419.57,4227.15,3807.58,14,New York,POS Terminal,Wire Transfer,0,0
TXN-100123,CUST-1041,52,Checking,Payment,Groceries,76.04,24552.91,24476.87,3,Singapore,POS Terminal,Debit Card,0,0
TXN-100124,CUST-1202,52,Credit,Transfer,Groceries,168.63,2496.54,2327.91,15,Mumbai,POS Terminal,Credit Card,0,0
TXN-100125,CUST-1093,50,Checking,Payment,Groceries,49.17,14771.37,14722.2,21,Toronto,Web Browser,Wire Transfer,0,0
TXN-100126,CUST-1485,22,Savings,Withdrawal,Retail,25.38,15698.95,15673.57,23,Mumbai,Web Browser,Wire Transfer,0,0
TXN-100127,CUST-1004,59,Checking,Transfer,Electronics,14.05,13498.18,13484.13,7,Toronto,Mobile App,Credit Card,0,0
TXN-100128,CUST-1051,56,Business,Deposit,Entertainment,59.67,16588.43,16648.1,6,Berlin,ATM,Wire Transfer,0,0
TXN-100129,CUST-1149,58,Checking,Payment,Travel,30.74,2992.9,2962.16,18,Tokyo,Mobile App,Credit Card,1,0
TXN-100130,CUST-1204,45,Credit,Withdrawal,Electronics,33.68,13919.96,13886.28,16,Toronto,Mobile App,Debit Card,0,0
TXN-100131,CUST-1299,24,Credit,Payment,Retail,219.54,7251.59,7032.05,20,Mumbai,POS Terminal,UPI / Wallet,0,0
TXN-100132,CUST-1498,26,Savings,Withdrawal,Groceries,7.39,23510.38,23502.99,12,Singapore,Web Browser,Credit Card,1,0
TXN-100133,CUST-1370,25,Savings,Transfer,Travel,127.4,19075.58,18948.18,14,Tokyo,Mobile App,UPI / Wallet,1,0
TXN-100134,CUST-1468,29,Checking,Withdrawal,Entertainment,76.58,24315.61,24239.03,1,New York,Mobile App,Credit Card,0,0
TXN-100135,CUST-1186,51,Checking,Transfer,Electronics,110.95,1035.15,924.2,9,Toronto,Mobile App,UPI / Wallet,0,0
TXN-100136,CUST-1484,50,Credit,Withdrawal,Utilities,129.12,7199.82,7070.7,12,Toronto,POS Terminal,Debit Card,0,0
TXN-100137,CUST-1152,65,Credit,Deposit,Electronics,61.39,4966.02,5027.41,17,London,POS Terminal,Wire Transfer,0,0
TXN-100138,CUST-1382,72,Savings,Transfer,Travel,57.46,377.75,320.29,22,Toronto,Web Browser,Debit Card,1,0
TXN-100139,CUST-1115,40,Savings,Transfer,Retail,203.3,6133.91,5930.61,10,Toronto,Mobile App,Wire Transfer,0,0
TXN-100140,CUST-1148,41,Credit,Withdrawal,Entertainment,312.51,17001.52,16689.01,12,New York,Mobile App,UPI / Wallet,0,0
TXN-100141,CUST-1219,54,Savings,Transfer,Travel,37.09,5854.11,5817.02,18,Singapore,Web Browser,UPI / Wallet,0,0
TXN-100142,CUST-1191,52,Credit,Withdrawal,Groceries,20.41,12774.19,12753.78,23,Berlin,Web Browser,Wire Transfer,1,0
TXN-100143,CUST-1232,61,Checking,Transfer,Entertainment,347.12,22206.67,21859.55,23,Tokyo,Web Browser,Credit Card,0,0
TXN-100144,CUST-1323,57,Checking,Transfer,Electronics,69.59,17374.57,17304.98,21,New York,ATM,Debit Card,1,0
TXN-100145,CUST-1220,39,Savings,Deposit,Travel,125.22,9926.26,10051.48,4,Tokyo,Web Browser,Credit Card,0,0
TXN-100146,CUST-1046,44,Checking,Payment,Electronics,71.84,9374.48,9302.64,2,Mumbai,POS Terminal,UPI / Wallet,0,0
TXN-100147,CUST-1126,52,Checking,Withdrawal,Electronics,25.17,11447.82,11422.65,18,London,ATM,Debit Card,0,0
TXN-100148,CUST-1290,18,Checking,Transfer,Electronics,138.5,4508.33,4369.83,22,Singapore,Web Browser,Debit Card,0,0
TXN-100149,CUST-1214,52,Savings,Payment,Retail,116.71,15886.62,15769.91,12,New York,POS Terminal,Credit Card,0,0
TXN-100150,CUST-1006,54,Checking,Payment,Electronics,39.03,9167.41,9128.38,4,London,Web Browser,Wire Transfer,0,0
TXN-100151,CUST-1183,64,Credit,Payment,Groceries,95.19,21323.9,21228.71,11,Toronto,Web Browser,Wire Transfer,1,0
TXN-100152,CUST-1115,31,Savings,Payment,Groceries,244.14,18938.16,18694.02,13,Singapore,ATM,Debit Card,0,0
TXN-100153,CUST-1051,20,Savings,Payment,Entertainment,138.9,15301.78,15162.88,5,Singapore,POS Terminal,Wire Transfer,0,0
TXN-100154,CUST-1365,18,Savings,Payment,Utilities,20.29,9168.64,9148.35,21,Berlin,Mobile App,UPI / Wallet,0,0
TXN-100155,CUST-1045,22,Checking,Transfer,Electronics,124.12,5327.3,5203.18,8,Mumbai,Web Browser,Credit Card,0,0
TXN-100156,CUST-1392,43,Checking,Withdrawal,Electronics,186.97,19426.18,19239.21,16,Berlin,ATM,Credit Card,1,0
TXN-100157,CUST-1441,72,Checking,Transfer,Travel,241.04,12211.59,11970.55,7,Berlin,POS Terminal,Credit Card,0,0
TXN-100158,CUST-1022,31,Savings,Payment,Retail,153.78,5696.28,5542.5,12,Tokyo,Web Browser,Debit Card,0,0
TXN-100159,CUST-1130,56,Savings,Transfer,Utilities,29.85,4959.85,4930.0,4,Tokyo,Mobile App,Debit Card,0,0
TXN-100160,CUST-1126,44,Checking,Payment,Entertainment,190.77,4218.48,4027.71,21,Toronto,POS Terminal,Wire Transfer,0,0
TXN-100161,CUST-1444,26,Checking,Withdrawal,Utilities,174.67,19451.31,19276.64,21,London,POS Terminal,Credit Card,0,0
TXN-100162,CUST-1264,32,Business,Transfer,Electronics,8.71,5801.78,5793.07,16,Mumbai,ATM,UPI / Wallet,0,0
TXN-100163,CUST-1308,32,Savings,Transfer,Travel,84.59,13213.39,13128.8,2,Singapore,Web Browser,UPI / Wallet,0,0
TXN-100164,CUST-1195,43,Checking,Transfer,Retail,65.73,11343.5,11277.77,5,Toronto,Web Browser,Credit Card,0,0
TXN-100165,CUST-1432,59,Checking,Payment,Entertainment,171.03,14532.31,14361.28,13,Mumbai,POS Terminal,Debit Card,1,0
TXN-100166,CUST-1472,30,Checking,Withdrawal,Utilities,41.53,21941.16,21899.63,14,Mumbai,Web Browser,Debit Card,0,0
TXN-100167,CUST-1453,68,Checking,Transfer,Entertainment,139.06,21706.91,21567.85,13,London,POS Terminal,Debit Card,0,0
TXN-100168,CUST-1047,49,Checking,Withdrawal,Electronics,371.63,11331.79,10960.16,10,Tokyo,Mobile App,UPI / Wallet,1,0
TXN-100169,CUST-1378,56,Business,Transfer,Entertainment,244.78,482.62,237.84,10,Mumbai,ATM,Credit Card,0,0
TXN-100170,CUST-1081,66,Savings,Payment,Travel,386.62,10718.45,10331.83,8,Mumbai,Web Browser,UPI / Wallet,0,0
TXN-100171,CUST-1108,69,Savings,Deposit,Entertainment,581.0,15194.22,15775.22,5,Mumbai,Web Browser,Credit Card,0,0
TXN-100172,CUST-1262,49,Checking,Transfer,Groceries,6.61,13988.34,13981.73,14,New York,ATM,UPI / Wallet,0,0
TXN-100173,CUST-1354,21,Checking,Payment,Travel,151.22,16318.27,16167.05,11,Mumbai,Mobile App,UPI / Wallet,0,0
TXN-100174,CUST-1030,47,Savings,Transfer,Utilities,84.87,3936.49,3851.62,5,Mumbai,Mobile App,Wire Transfer,0,0
TXN-100175,CUST-1357,54,Savings,Transfer,Retail,299.76,16198.72,15898.96,0,Singapore,Mobile App,UPI / Wallet,1,0
TXN-100176,CUST-1055,40,Savings,Transfer,Retail,48.52,4648.03,4599.51,15,Berlin,Mobile App,Credit Card,0,0
TXN-100177,CUST-1479,56,Credit,Transfer,Electronics,599.73,18788.05,18188.32,19,New York,Mobile App,UPI / Wallet,0,0
TXN-100178,CUST-1354,62,Savings,Payment,Electronics,147.67,8543.28,8395.61,14,Mumbai,POS Terminal,Wire Transfer,1,0
TXN-100179,CUST-1188,32,Savings,Payment,Groceries,241.65,17776.4,17534.75,1,Berlin,Web Browser,Wire Transfer,0,0
TXN-100180,CUST-1475,60,Savings,Payment,Utilities,18.42,1291.85,1273.43,16,Mumbai,Web Browser,Credit Card,1,0
TXN-100181,CUST-1491,46,Savings,Transfer,Retail,35.4,10255.71,10220.31,2,London,Web Browser,Wire Transfer,0,0
TXN-100182,CUST-1004,53,Savings,Transfer,Retail,218.07,17655.36,17437.29,2,London,POS Terminal,Wire Transfer,0,0
TXN-100183,CUST-1285,30,Checking,Payment,Retail,8.33,5749.08,5740.75,4,Berlin,ATM,Debit Card,1,0
TXN-100184,CUST-1277,49,Savings,Deposit,Retail,259.64,19902.65,20162.29,16,New York,Mobile App,Credit Card,0,0
TXN-100185,CUST-1144,24,Credit,Transfer,Entertainment,7.11,15806.42,15799.31,22,Singapore,ATM,Wire Transfer,1,0
TXN-100186,CUST-1393,68,Savings,Withdrawal,Utilities,165.56,14730.29,14564.73,16,New York,Mobile App,Wire Transfer,1,0
TXN-100187,CUST-1454,39,Checking,Payment,Travel,73.14,8903.37,8830.23,19,New York,Mobile App,Wire Transfer,1,0
TXN-100188,CUST-1195,45,Credit,Payment,Travel,146.82,12113.04,11966.22,5,London,ATM,Credit Card,0,0
TXN-100189,CUST-1425,19,Checking,Payment,Groceries,183.62,14974.0,14790.38,0,London,Web Browser,Debit Card,0,0
TXN-100190,CUST-1026,59,Checking,Transfer,Entertainment,67.89,11864.31,11796.42,6,Singapore,POS Terminal,UPI / Wallet,0,0
TXN-100191,CUST-1126,62,Savings,Transfer,Retail,22.14,17488.0,17465.86,14,Toronto,ATM,Debit Card,0,0
TXN-100192,CUST-1134,74,Savings,Payment,Retail,15.83,10899.05,10883.22,6,Toronto,Web Browser,Credit Card,0,0
TXN-100193,CUST-1022,70,Checking,Transfer,Electronics,138.35,5136.6,4998.25,18,Toronto,Mobile App,Credit Card,1,0
TXN-100194,CUST-1330,23,Business,Deposit,Electronics,115.3,5426.95,5542.25,19,Mumbai,Web Browser,Credit Card,0,0
TXN-100195,CUST-1116,45,Checking,Payment,Groceries,208.34,244.51,36.17,21,Singapore,Mobile App,UPI / Wallet,1,0
TXN-100196,CUST-1391,45,Checking,Transfer,Retail,111.92,7593.85,7481.93,10,Mumbai,Mobile App,Credit Card,0,0
TXN-100197,CUST-1007,61,Checking,Withdrawal,Groceries,87.34,18748.05,18660.71,22,Berlin,Web Browser,Debit Card,0,0
TXN-100198,CUST-1100,61,Checking,Transfer,Entertainment,81.15,19874.65,19793.5,13,Berlin,Mobile App,Wire Transfer,0,0
TXN-100199,CUST-1260,37,Savings,Payment,Travel,9.02,5141.44,5132.42,12,Tokyo,POS Terminal,Wire Transfer,0,0
TXN-100200,CUST-1198,47,Checking,Payment,Retail,66.32,23980.2,23913.88,19,Toronto,Web Browser,Credit Card,0,0
TXN-100201,CUST-1085,28,Business,Deposit,Utilities,564.58,12609.83,13174.41,8,London,ATM,Credit Card,0,0
TXN-100202,CUST-1227,72,Savings,Withdrawal,Entertainment,315.19,22932.77,22617.58,8,Tokyo,Mobile App,UPI / Wallet,1,0
TXN-100203,CUST-1385,45,Checking,Payment,Retail,64.93,17698.46,17633.53,15,Tokyo,Mobile App,Wire Transfer,0,0
TXN-100204,CUST-1471,42,Savings,Payment,Utilities,137.94,18088.59,17950.65,11,London,POS Terminal,UPI / Wallet,0,0
