PaymentID,CardNetwork,CardType,TransactionAmount_USD,MerchantCategory,CardholderCountry,MerchantCountry,CVV_Match,ThreeDSecure_Status,DeviceType,UserAccountAge_Days,IsChargeback
PAY_001654,RuPay,Corporate,206.79,Subscription,US,US,Match,Attempted_NoAuth,Tablet,2713,0
PAY_001220,RuPay,Credit,2073.51,Subscription,GB,IN,Mismatch,Authenticated_Success,Mobile_iOS,2412,0
PAY_001350,RuPay,Corporate,12.01,Luxury_Goods,US,US,Match,Attempted_NoAuth,Tablet,324,0
PAY_000270,Visa,Corporate,348.22,Travel_Airlines,SG,SG,Match,Attempted_NoAuth,Mobile_iOS,1511,0
PAY_000378,RuPay,Corporate,149.90,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,406,0
PAY_000048,Visa,Corporate,11.07,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_Android,90,0
PAY_002159,RuPay,Corporate,600.10,Electronics,SG,SG,Match,Authenticated_Success,Tablet,1592,0
PAY_002981,Visa,Corporate,7.16,Apparel,SG,US,Match,Exempt_LowRisk,Tablet,2517,0
PAY_002949,Visa,Corporate,17.89,Subscription,AE,CA,Match,Exempt_LowRisk,Tablet,3448,0
PAY_000637,Visa,Credit,242.83,Travel_Airlines,GB,JP,Match,Attempted_NoAuth,Mobile_Android,2269,0
PAY_002809,Visa,Corporate,29.04,Travel_Airlines,AE,AU,Match,Authenticated_Success,Tablet,3364,0
PAY_002293,Visa,Corporate,205.56,Digital_Gaming,SG,SG,Match,Exempt_LowRisk,Mobile_iOS,1194,0
PAY_000303,Visa,Corporate,239.04,Travel_Airlines,US,SG,Match,Attempted_NoAuth,Mobile_iOS,2248,0
PAY_000868,RuPay,Corporate,999.65,Travel_Airlines,SG,SG,Match,Attempted_NoAuth,Mobile_Android,1826,0
PAY_002782,Visa,Corporate,9.97,Digital_Gaming,US,US,Match,Authenticated_Success,Tablet,205,0
PAY_000787,RuPay,Corporate,908.18,Subscription,SG,JP,Match,Authenticated_Success,Mobile_iOS,2208,0
PAY_001247,RuPay,Corporate,822.46,Travel_Airlines,SG,SG,Match,Attempted_NoAuth,Mobile_Android,3038,0
PAY_000799,Visa,Corporate,67.86,Travel_Airlines,US,SG,Match,Attempted_NoAuth,Tablet,1022,0
PAY_000337,Visa,Credit,193.57,Travel_Airlines,SG,US,Match,Attempted_NoAuth,Desktop_macOS,1801,0
PAY_000354,Visa,Corporate,86.66,Subscription,US,US,Match,Attempted_NoAuth,Desktop_macOS,390,0
PAY_000423,Visa,Corporate,35.64,Subscription,US,US,Match,Attempted_NoAuth,Mobile_iOS,309,0
PAY_000374,Visa,Corporate,57.71,Travel_Airlines,US,US,Match,Attempted_NoAuth,Tablet,635,0
PAY_000301,RuPay,Corporate,101.66,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,843,0
PAY_001647,RuPay,Corporate,147.08,Food_Beverage,US,US,Match,Attempted_NoAuth,Tablet,1319,0
PAY_002575,Visa,Corporate,173.32,Electronics,FR,JP,Match,Exempt_LowRisk,Mobile_Android,2193,0
PAY_000233,Visa,Corporate,53.22,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,359,0
PAY_000547,RuPay,Corporate,340.91,Travel_Airlines,SG,SG,Match,Authenticated_Success,Mobile_iOS,1524,0
PAY_000157,Visa,Corporate,101.27,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_Android,779,0
PAY_001361,Visa,Credit,472.17,Travel_Airlines,DE,IN,Match,Authenticated_Success,Desktop_macOS,2485,0
PAY_002865,Visa,Corporate,20.38,Apparel,SG,US,Match,Authenticated_Success,Mobile_iOS,1696,0
PAY_000069,Visa,Corporate,30.83,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,238,0
PAY_002524,Visa,Corporate,443.97,Electronics,GB,JP,Match,Exempt_LowRisk,Mobile_Android,1771,0
PAY_001497,Mastercard,Corporate,1173.26,Subscription,JP,JP,Match,Authenticated_Success,Mobile_iOS,1973,0
PAY_001155,RuPay,Corporate,291.98,Subscription,US,SG,Match,Attempted_NoAuth,Tablet,1753,0
PAY_000195,RuPay,Corporate,76.46,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,780,0
PAY_002969,Visa,Corporate,13.80,Food_Beverage,FR,JP,Match,Authenticated_Success,Tablet,1621,0
PAY_002743,RuPay,Corporate,179.04,Digital_Gaming,SG,US,Match,Authenticated_Success,Mobile_iOS,2580,0
PAY_002904,Visa,Corporate,62.26,Digital_Gaming,FR,IN,Match,Exempt_LowRisk,Mobile_iOS,1848,0
PAY_000623,RuPay,Corporate,163.59,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,680,0
PAY_002925,Visa,Corporate,11.37,Travel_Airlines,AE,AU,Match,Exempt_LowRisk,Tablet,3471,0
PAY_002665,RuPay,Credit,419.34,Food_Beverage,FR,GB,Match,Authenticated_Success,Mobile_iOS,2240,0
PAY_002072,RuPay,Corporate,127.30,Subscription,US,US,Match,Attempted_NoAuth,Tablet,955,0
PAY_002928,Visa,Corporate,12.06,Apparel,SG,US,Match,Exempt_LowRisk,Tablet,1002,0
PAY_002990,Visa,Corporate,9.48,Travel_Airlines,AU,CA,Match,Exempt_LowRisk,Tablet,2106,0
PAY_001212,Visa,Corporate,98.88,Luxury_Goods,US,US,Match,Attempted_NoAuth,Mobile_Android,1294,0
PAY_000382,Visa,Corporate,105.49,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,1506,0
PAY_001519,RuPay,Corporate,536.44,Travel_Airlines,SG,SG,Match,Attempted_NoAuth,Mobile_iOS,2285,0
PAY_000245,Visa,Corporate,17.15,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,210,0
PAY_002907,Visa,Corporate,28.62,Apparel,SG,SG,Match,Exempt_LowRisk,Tablet,1636,0
PAY_001107,Visa,Corporate,434.45,Subscription,JP,SG,Match,Attempted_NoAuth,Desktop_macOS,2724,0
PAY_002585,Visa,Corporate,101.27,Travel_Airlines,AE,AU,Match,Authenticated_Success,Tablet,3413,0
PAY_002873,Visa,Corporate,95.25,Digital_Gaming,SG,SG,Match,Authenticated_Success,Mobile_iOS,3000,0
PAY_000398,Visa,Corporate,16.11,Luxury_Goods,US,US,Match,Attempted_NoAuth,Tablet,131,0
PAY_000244,Visa,Corporate,34.37,Travel_Airlines,SG,US,Match,Authenticated_Success,Mobile_Android,286,0
PAY_002819,Visa,Corporate,48.53,Food_Beverage,AU,IN,Match,Exempt_LowRisk,Mobile_Android,2791,0
PAY_001250,Visa,Corporate,32.63,Travel_Airlines,FR,SG,Match,Authenticated_Success,Desktop_macOS,1009,0
PAY_000971,RuPay,Corporate,1392.68,Subscription,JP,JP,Match,Attempted_NoAuth,Mobile_Android,2593,0
PAY_000670,RuPay,Corporate,854.39,Subscription,SG,SG,Match,Authenticated_Success,Mobile_Android,1753,0
PAY_002508,Visa,Corporate,24.00,Digital_Gaming,US,US,Match,Exempt_LowRisk,Tablet,141,0
PAY_001159,RuPay,Corporate,1366.51,Subscription,JP,JP,Match,Authenticated_Success,Mobile_iOS,2760,0
PAY_001425,Visa,Corporate,75.27,Food_Beverage,US,US,Match,Authenticated_Success,Tablet,535,0
PAY_001275,RuPay,Corporate,548.64,Food_Beverage,SG,SG,Match,Authenticated_Success,Mobile_Android,2821,0
PAY_002408,Visa,Corporate,223.72,Luxury_Goods,SG,US,Match,Attempted_NoAuth,Desktop_macOS,2933,0
PAY_001268,RuPay,Credit,425.13,Subscription,JP,JP,Match,Authenticated_Success,Tablet,1156,0
PAY_002533,Visa,Corporate,39.30,Apparel,US,US,Match,Authenticated_Success,Mobile_iOS,838,0
PAY_000243,Visa,Corporate,114.38,Luxury_Goods,US,US,Match,Authenticated_Success,Mobile_Android,432,0
PAY_001716,Visa,Credit,230.18,Subscription,IN,SG,Match,Authenticated_Success,Desktop_macOS,1098,0
PAY_000859,Visa,Credit,1225.16,Subscription,CA,FR,Match,Exempt_LowRisk,Mobile_Android,2634,0
PAY_000420,Visa,Corporate,21.88,Electronics,US,US,Match,Attempted_NoAuth,Mobile_iOS,338,0
PAY_000211,Visa,Corporate,45.38,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,337,0
PAY_000383,RuPay,Corporate,899.65,Subscription,JP,JP,Match,Authenticated_Success,Mobile_Android,2251,0
PAY_000177,Visa,Corporate,31.55,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,508,0
PAY_001407,Mastercard,Credit,2741.09,Subscription,GB,IN,Mismatch,Authenticated_Success,Mobile_Android,2307,0
PAY_002684,RuPay,Corporate,358.57,Digital_Gaming,SG,SG,Match,Exempt_LowRisk,Tablet,1529,0
PAY_000447,Visa,Corporate,419.66,Travel_Airlines,JP,SG,Match,Authenticated_Success,Mobile_iOS,1104,0
PAY_000121,Visa,Corporate,55.88,Subscription,SG,US,Match,Authenticated_Success,Desktop_macOS,579,0
PAY_001046,RuPay,Corporate,799.83,Food_Beverage,SG,SG,Match,Authenticated_Success,Mobile_Android,1863,0
PAY_001000,RuPay,Corporate,1438.13,Subscription,JP,JP,Match,Authenticated_Success,Mobile_Android,2260,0
PAY_002986,Visa,Corporate,11.71,Electronics,AU,IN,Match,Exempt_LowRisk,Mobile_iOS,3164,0
PAY_000101,Visa,Corporate,41.24,Subscription,US,US,Match,Attempted_NoAuth,Tablet,493,0
PAY_000640,RuPay,Corporate,379.67,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,2355,0
PAY_000699,Visa,Corporate,70.31,Subscription,US,US,Match,Attempted_NoAuth,Tablet,898,0
PAY_000991,RuPay,Credit,120.68,Travel_Airlines,SG,US,Match,Attempted_NoAuth,Mobile_iOS,302,0
PAY_000307,Visa,Corporate,15.83,Electronics,US,US,Match,Authenticated_Success,Tablet,280,0
PAY_001478,RuPay,Corporate,534.08,Travel_Airlines,JP,JP,Match,Attempted_NoAuth,Tablet,1811,0
PAY_002991,Visa,Corporate,4.34,Apparel,SG,US,Match,Exempt_LowRisk,Tablet,2254,0
PAY_000338,RuPay,Corporate,196.78,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,1828,0
PAY_000928,RuPay,Corporate,125.43,Subscription,SG,SG,Match,Authenticated_Success,Tablet,514,0
PAY_000431,Visa,Corporate,137.05,Travel_Airlines,SG,US,Match,Attempted_NoAuth,Desktop_Windows,1886,0
PAY_001756,RuPay,Credit,329.06,Food_Beverage,SG,SG,Match,Attempted_NoAuth,Mobile_Android,1876,0
PAY_000127,Visa,Corporate,275.13,Travel_Airlines,SG,SG,Match,Attempted_NoAuth,Mobile_Android,1221,0
PAY_002453,Visa,Corporate,42.41,Apparel,US,US,Match,Attempted_NoAuth,Tablet,1825,0
PAY_000874,Visa,Corporate,4.61,Travel_Airlines,US,US,Match,Attempted_NoAuth,Desktop_macOS,119,0
PAY_002474,RuPay,Corporate,638.81,Food_Beverage,IN,JP,Match,Authenticated_Success,Mobile_Android,2767,0
PAY_000327,Visa,Corporate,449.07,Subscription,SG,SG,Match,Authenticated_Success,Desktop_macOS,1514,0
PAY_002951,Visa,Corporate,22.72,Digital_Gaming,FR,IN,Match,Failed,Mobile_iOS,2204,0
PAY_000460,Visa,Corporate,1196.41,Travel_Airlines,IN,IN,Match,Authenticated_Success,Mobile_Android,2928,0
PAY_002503,Visa,Corporate,35.38,Apparel,SG,US,Match,Exempt_LowRisk,Mobile_iOS,844,0
PAY_001456,Visa,Corporate,32.94,Travel_Airlines,SG,SG,Match,Authenticated_Success,Tablet,246,0
PAY_002888,Visa,Corporate,37.51,Digital_Gaming,SG,SG,Match,Authenticated_Success,Tablet,2163,0
PAY_002689,Visa,Corporate,117.17,Digital_Gaming,US,US,Match,Authenticated_Success,Mobile_iOS,2107,0
PAY_002617,Visa,Corporate,392.00,Travel_Airlines,CA,GB,Match,Authenticated_Success,Mobile_Android,3259,0
PAY_002999,Visa,Corporate,3.84,Electronics,AU,IN,Match,Exempt_LowRisk,Tablet,3548,0
PAY_000132,Visa,Corporate,45.10,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_Android,425,0
PAY_002851,Visa,Corporate,29.71,Subscription,AE,CA,Match,Exempt_LowRisk,Tablet,2905,0
PAY_002951,Visa,Corporate,3.57,Electronics,FR,US,Match,Failed,Mobile_iOS,145,0
PAY_002975,Visa,Corporate,6.25,Electronics,GB,SG,Match,Authenticated_Success,Tablet,1367,0
PAY_002367,Visa,Corporate,167.38,Electronics,IN,JP,Match,Authenticated_Success,Mobile_iOS,2045,0
PAY_001744,RuPay,Credit,488.99,Travel_Airlines,GB,GB,Match,Attempted_NoAuth,Tablet,2634,0
PAY_000011,Visa,Corporate,5.22,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_Android,31,0
PAY_001598,Visa,Corporate,862.85,Travel_Airlines,DE,GB,Match,Authenticated_Success,Mobile_iOS,3283,0
PAY_000342,RuPay,Corporate,47.28,Travel_Airlines,US,US,Match,Attempted_NoAuth,Tablet,699,0
PAY_001396,Visa,Credit,78.00,Travel_Airlines,AU,FR,Match,Authenticated_Success,Tablet,2015,0
PAY_002971,Visa,Corporate,4.22,Apparel,US,US,Match,Authenticated_Success,Tablet,1311,0
PAY_002517,Visa,Credit,106.49,Travel_Airlines,AU,DE,Match,Authenticated_Success,Mobile_Android,3123,0
PAY_002252,Mastercard,Corporate,823.79,Subscription,SG,SG,Match,Attempted_NoAuth,Mobile_iOS,2746,0
PAY_000546,RuPay,Corporate,827.62,Subscription,SG,SG,Match,Authenticated_Success,Mobile_Android,1973,0
PAY_002968,Visa,Corporate,14.13,Subscription,AE,DE,Match,Exempt_LowRisk,Mobile_iOS,3408,0
PAY_001379,Visa,Credit,799.88,Subscription,GB,JP,Match,Authenticated_Success,Mobile_Android,1875,0
PAY_000077,Visa,Corporate,25.46,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,358,0
PAY_000270,Visa,Corporate,122.19,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_Android,1501,0
PAY_002927,Visa,Corporate,8.54,Food_Beverage,SG,SG,Match,Authenticated_Success,Tablet,451,0
PAY_002444,RuPay,Corporate,33.21,Digital_Gaming,US,US,Match,Attempted_NoAuth,Tablet,592,0
PAY_000618,Visa,Corporate,46.91,Travel_Airlines,SG,US,Match,Attempted_NoAuth,Mobile_iOS,846,0
PAY_001716,RuPay,Corporate,593.23,Travel_Airlines,DE,GB,Match,Attempted_NoAuth,Mobile_iOS,3308,0
PAY_002967,Visa,Corporate,14.13,Digital_Gaming,CA,IN,Match,Failed,Tablet,2517,0
PAY_000217,Visa,Credit,24.64,Travel_Airlines,SG,US,Match,Attempted_NoAuth,Mobile_iOS,225,0
PAY_001859,Visa,Corporate,742.44,Luxury_Goods,DE,IN,Match,Authenticated_Success,Desktop_macOS,2890,0
PAY_000685,RuPay,Corporate,257.54,Subscription,US,US,Match,Attempted_NoAuth,Mobile_iOS,508,0
PAY_000811,Visa,Credit,39.74,Travel_Airlines,SG,US,Match,Authenticated_Success,Mobile_iOS,172,0
PAY_000996,RuPay,Corporate,1434.19,Food_Beverage,JP,JP,Match,Authenticated_Success,Mobile_Android,2610,0
PAY_001448,Visa,Corporate,115.13,Travel_Airlines,JP,SG,Match,Attempted_NoAuth,Tablet,844,0
PAY_002651,Visa,Credit,98.26,Travel_Airlines,AE,CA,Match,Authenticated_Success,Tablet,3103,0
PAY_000098,Visa,Corporate,8.35,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,82,0
PAY_002985,Visa,Corporate,5.77,Apparel,GB,SG,Match,Exempt_LowRisk,Mobile_iOS,2394,0
PAY_000167,Visa,Corporate,95.49,Subscription,US,US,Match,Attempted_NoAuth,Mobile_Android,308,0
PAY_002393,Visa,Corporate,6.74,Subscription,SG,US,Match,Authenticated_Success,Tablet,92,0
PAY_000171,Visa,Corporate,242.33,Travel_Airlines,SG,US,Match,Attempted_NoAuth,Desktop_macOS,1018,0
PAY_001688,RuPay,Credit,907.54,Travel_Airlines,GB,IN,Match,Authenticated_Success,Mobile_iOS,1874,0
PAY_001100,Visa,Corporate,374.39,Subscription,US,US,Match,Attempted_NoAuth,Mobile_Android,2453,0
PAY_000618,RuPay,Corporate,119.39,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,1389,0
PAY_000148,Visa,Corporate,60.13,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,435,0
PAY_000963,Visa,Credit,66.45,Travel_Airlines,IN,SG,Match,Attempted_NoAuth,Mobile_iOS,812,0
PAY_000694,RuPay,Credit,967.59,Subscription,JP,JP,Match,Authenticated_Success,Desktop_macOS,2204,0
PAY_000062,Visa,Corporate,41.37,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_Android,636,0
PAY_002239,RuPay,Corporate,867.26,Travel_Airlines,GB,IN,Match,Attempted_NoAuth,Tablet,2952,0
PAY_002132,Visa,Credit,22.35,Travel_Airlines,GB,SG,Match,Authenticated_Success,Mobile_iOS,529,0
PAY_000971,Visa,Corporate,4.98,Travel_Airlines,US,US,Match,Attempted_NoAuth,Tablet,22,0
PAY_000741,RuPay,Corporate,1014.53,Travel_Airlines,JP,JP,Match,Authenticated_Success,Mobile_iOS,1732,0
PAY_002886,Visa,Corporate,46.22,Luxury_Goods,AU,FR,Match,Exempt_LowRisk,Tablet,2538,0
PAY_001207,RuPay,Corporate,183.31,Subscription,US,US,Match,Attempted_NoAuth,Tablet,1232,0
PAY_001038,RuPay,Corporate,42.60,Subscription,US,US,Match,Attempted_NoAuth,Tablet,504,0
PAY_000109,Visa,Corporate,66.79,Travel_Airlines,SG,SG,Match,Attempted_NoAuth,Mobile_iOS,468,0
PAY_001390,RuPay,Credit,2459.72,Subscription,GB,IN,Mismatch,Authenticated_Success,Mobile_Android,2293,0
PAY_000834,Visa,Corporate,27.28,Digital_Gaming,US,US,Match,Authenticated_Success,Mobile_iOS,608,0
PAY_001102,RuPay,Credit,1077.34,Luxury_Goods,DE,GB,Match,Exempt_LowRisk,Mobile_iOS,1906,0
PAY_002890,Visa,Corporate,30.64,Apparel,JP,SG,Match,Exempt_LowRisk,Mobile_iOS,1624,0
PAY_001209,Visa,Corporate,262.84,Travel_Airlines,US,US,Match,Attempted_NoAuth,Desktop_macOS,1850,0
PAY_000818,RuPay,Corporate,1697.30,Subscription,FR,GB,Match,Authenticated_Success,Mobile_Android,2693,0
PAY_000671,Visa,Corporate,91.02,Digital_Gaming,US,US,Match,Authenticated_Success,Mobile_Android,1133,0
PAY_002097,RuPay,Corporate,607.33,Electronics,SG,SG,Match,Authenticated_Success,Mobile_iOS,2747,0
PAY_000467,Visa,Corporate,75.08,Electronics,SG,US,Match,Authenticated_Success,Mobile_Android,366,0
PAY_000938,RuPay,Corporate,197.00,Travel_Airlines,US,US,Match,Attempted_NoAuth,Tablet,1361,0
PAY_002476,RuPay,Corporate,543.08,Travel_Airlines,CA,DE,Match,Authenticated_Success,Tablet,3211,0
PAY_001275,Visa,Corporate,25.93,Food_Beverage,US,US,Match,Attempted_NoAuth,Tablet,205,0
PAY_001141,RuPay,Credit,1335.69,Travel_Airlines,IN,IN,Match,Authenticated_Success,Mobile_Android,2982,0
PAY_000630,RuPay,Corporate,903.04,Subscription,SG,JP,Match,Authenticated_Success,Mobile_iOS,1932,0
PAY_000329,Visa,Corporate,5.46,Travel_Airlines,US,US,Match,Attempted_NoAuth,Tablet,27,0
PAY_000153,Visa,Corporate,28.82,Travel_Airlines,US,US,Match,Attempted_NoAuth,Mobile_iOS,319,0
PAY_001434,Visa,Corporate,45.38,Digital_Gaming,US,US,Match,Attempted_NoAuth,Tablet,1107,0
PAY_000929,RuPay,Credit,872.49,Travel_Airlines,JP,JP,Match,Attempted_NoAuth,Mobile_iOS,1888,0
PAY_000445,Visa,Corporate,8.41,Subscription,US,US,Match,Attempted_NoAuth,Mobile_iOS,159,0
PAY_000380,Visa,Corporate,35.10,Travel_Airlines,US,US,Match,Attempted_NoAuth,Tablet,96,0
