date,description,debit,credit,balance,isSuspicious
04-03-2023,CRYPTOEXCHANGEWAZIRX,0,359078.7,1339312.52,1
04-03-2023,NETTXN:tatacliq,0,232341.94,5478877.54,1
04-03-2023,NETTXN:AJIOLUXE,848801.11,0,2206982.77,1
04-03-2023,NETTXN:FLIPKART,914695.98,0,1721986.78,1
20-07-2024,PCA:5001234567:675849302948301:MUTUALFUNDS,0,985696.57,1655080.67,0
05-03-2023,CRYPTOEXCHANGEWAZIRX,0,285392.07,1596871.59,1
05-03-2023,NETTXN:FLIPKART,602714.38,0,613948.6,1
21-02-2024,NETTXN:TICKETBOOKINGAIRINDIA,68311.02,0,5835889.04,0
05-03-2023,NETTXN:AMAZON,467761.46,0,7344749.5,1
05-03-2023,NETTXN:DARVEYS,0,671582.69,6151273.04,1
06-03-2023,CRYPTOEXCHANGECOINBASE,0,225632.09,839580.69,1
06-03-2023,NETTXN:AJIOLUXE,0,541407.93,4191974.25,1
10-03-2023,CRYPTOEXCHANGECOINBASE,353901.65,0,103905.44,1
07-03-2023,NETTXN:EBAY,633175.86,0,239057.69,1
07-03-2023,NETTXN:DARVEYS,904969.05,0,8739799.12,1
07-03-2023,NETTXN:tatacliq,0,249176.16,4428011.83,1
07-03-2023,NETTXN:DARVEYS,958218.93,0,6817776.35,1
05-03-2023,NETTXN:DARVEYS,0,171991.38,377377.68,0
19-07-2024,NETTXN:TICKETBOOKINGAIRINDIA,923594.45,0,1085539.53,1
26-09-2024,NETTXN:Aug21Sal234TANGOEINDIA,42293.18,0,1979191.99,0
16-12-2022,ATMWithdrawal,597375.93,0,1691248.57,0
05-03-2023,NETTXN:EBAY,0,118646.49,605648.95,0
05-03-2023,NETTXN:TICKETBOOKINGYATRA,911018.43,0,384892.53,1
05-03-2023,NETTXN:tatacliq,0,350762.96,2401040.71,1
08-03-2023,CRYPTOEXCHANGEWAZIRX,0,543646.57,4913086.26,1
10-03-2023,NETTXN:DARVEYS,237247.11,0,3360648.9,1
24-02-2023,NETTXN:AMAZON,31887.42,0,9623272.95,0
27-01-2024,REVOFNETTXN:1234567890,0,376991.21,2432849.99,0
24-02-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,33017.4,0,9655160.37,0
24-02-2023,CRYPTOEXCHANGECOINBASE,17826.01,0,9688177.77,0
24-02-2023,NETTXN:TICKETBOOKINGINDIGO,43585,0,9579687.95,0
16-07-2024,PCA:5001234567:123456789012345:AMAZON,5761.49,0,1159797.08,0
08-03-2023,NETTXN:TICKETBOOKINGYATRA,48483.94,0,7194222.47,0
08-03-2023,NETTXN:DARVEYS,42894.37,0,7151328.11,0
08-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,21004.09,0,7101381.04,0
08-03-2023,NETTXN:farfetch,43585.1,0,6999532.01,0
08-03-2023,NETTXN:tatacliq,32468.12,0,6924528.92,0
08-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,2052.79,0,6835187.67,0
12-03-2023,NETTXN:tatacliq,460318.9,0,578958.87,1
08-03-2023,CRYPTOEXCHANGEWAZIRX,33807.64,0,7287740.41,0
06-02-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),414536.57,0,15878317.39,0
28-11-2023,NETTXN:TICKETBOOKINGYATRA,0,189726.59,1875697.11,0
07-05-2024,NETTXN:TICKETBOOKINGINDIGO,241016.95,0,481027.42,1
08-03-2023,NETTXN:farfetch,28353.14,0,7259387.27,0
06-10-2023,CRYPTOEXCHANGEBINANCE,0,206239.83,3226195.74,1
10-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,0,786157.02,6937430.06,1
10-03-2023,NETTXN:FLIPKART,0,783953.32,7812510.96,1
11-11-2023,NETTXN:PAYBILL432109,462719.77,0,750006.99,0
22-02-2024,ATMWithdrawal,57804.72,0,617805.67,0
11-03-2023,NETTXN:tatacliq,264032.3,0,3477733.56,1
11-03-2023,NETTXN:AMAZON,0,514535.38,3669672.03,1
11-03-2023,CRYPTOEXCHANGEBINANCE,0,363264.28,5465374.41,1
12-03-2023,CRYPTOEXCHANGECOINBASE,607228.4,0,693270.01,1
12-03-2023,NETTXN:EBAY,0,596041.9,6981633.74,1
10-03-2023,NETTXN:AJIOLUXE,0,662768.26,9402567.39,1
12-03-2023,NETTXN:CASHDEPOSIT,0,1993110.41,8690968.05,0
07-07-2024,NETTXN:TICKETBOOKINGYATRA,0,423863.38,8576037.39,1
01-08-2023,NETTXN:CASHDEPOSIT,0,1083920.98,12437840.43,0
26-04-2023,PCA:5001234567:1234567891234:LOCALSHOP,41612.39,0,86590.88,0
15-03-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,944504.83,0,2813470.88,1
15-03-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,0,539270.98,3049589.78,1
15-03-2023,NETTXN:DARVEYS,0,941182.26,8338521.97,1
16-03-2023,NETTXN:TICKETBOOKINGINDIGO,191858.04,0,1405013.55,0
16-03-2023,NETTXN:AMAZON,0,396301.8,3209772.68,1
14-03-2023,NETTXN:TICKETBOOKINGINDIGO,540582.99,0,7914785.7,1
15-03-2023,NETTXN:farfetch,0,795282.37,2764361.5,1
15-03-2023,NETTXN:TICKETBOOKINGYATRA,0,998221.72,1595702.67,1
22-03-2023,NETTXN:AMAZON,0,823861.19,1521828.88,1
22-03-2023,NETTXN:TICKETBOOKINGINDIGO,703589.03,0,2052632.31,1
22-03-2023,NETTXN:AJIOLUXE,436230.85,0,41998.55,1
22-03-2023,CRYPTOEXCHANGEWAZIRX,604631.26,0,1094756.59,1
22-03-2023,NETTXN:FLIPKART,0,775121.92,5349214.08,1
05-10-2023,NETTXN:CASHDEPOSIT,978939.76,0,2754207.27,0
19-03-2024,CASHDEPOSIT,0,833309.42,1699102.76,0
18-03-2023,NETTXN:tatacliq,0,607668.63,825837.11,1
19-03-2023,NETTXN:TICKETBOOKINGYATRA,0,409262.59,840911.45,1
19-03-2023,NETTXN:FLIPKART,0,744981.88,2484058.19,1
19-03-2023,NETTXN:EBAY,719650.32,0,3071567.3,1
22-03-2023,CRYPTOEXCHANGECOINBASE,0,338279.91,2226552.57,1
02-03-2023,NETTXN:PAYBILL432109,0,840891.23,3803979.13,0
23-03-2023,NETTXN:tatacliq,14144.55,0,6689282.8,0
23-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,11178.76,0,6703427.36,0
23-03-2023,NETTXN:farfetch,22571.51,0,6666711.29,0
23-03-2023,NETTXN:DARVEYS,34004.05,0,6632707.23,0
23-03-2023,NETTXN:DARVEYS,23683.68,0,6609023.55,0
26-04-2023,NETTXN:FLIPKART,33882.55,0,52708.32,0
26-04-2023,NETTXN:AMAZON,13749,0,13413.22,0
09-09-2024,IMPS/NA/XXX5678/RRN:123400567890/MOBTXN,1737.13,0,1185909.52,0
09-09-2024,NETTXN:PAYBILL123456,8357.49,0,1177552.03,0
09-09-2024,NETTXN:PAYBILL987654,45732.17,0,1131819.86,0
13-12-2024,NETTXN:CASHDEPOSIT,166945.23,0,843549.43,0
21-01-2023,NETTXN:TICKETBOOKINGAIRINDIA,1302.15,0,5405080.4,0
26-11-2024,NETTXN:CASHDEPOSIT,0,351965.04,2310632.43,0
14-03-2023,NETTXN:tatacliq,122632.59,0,669015.24,0
09-09-2024,NETTXN:TICKETBOOKINGINDIGO,9998.45,0,1289513.69,0
30-07-2023,ATMWithdrawal,42104.68,0,6786844.04,0
30-07-2023,NETTXN:PAYBILL123456,38726.01,0,6729877.42,0
09-09-2024,EMItowardsLoanNo00234567,8256.72,0,1316424.75,0
30-07-2023,ATMWithdrawal,14839.36,0,6622440.78,0
26-04-2023,NETTXN:farfetch,31532.11,0,-18118.89,0
26-05-2023,CRYPTOEXCHANGECOINBASE,0,272073.73,612681.07,1
14-02-2024,CRYPTOEXCHANGEBINANCE,215084.44,0,1864208.89,1
28-03-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),394188.25,0,431648.86,0
29-03-2023,CRYPTOEXCHANGEBINANCE,0,987151.42,1739076.31,1
29-03-2023,NETTXN:TICKETBOOKINGYATRA,0,961517.65,2050277.75,1
30-03-2023,NETTXN:FLIPKART,0,575417.23,2159510.19,1
01-04-2023,NETTXN:TICKETBOOKINGYATRA,619740.13,0,557808.31,1
26-03-2023,NETTXN:DARVEYS,0,348348.7,5027970.92,1
03-04-2023,CRYPTOEXCHANGECOINBASE,0,360307.87,955198.72,1
06-04-2023,NETTXN:CASHDEPOSIT,0,1223055.87,4358533.36,0
27-06-2023,CASHDEPOSIT,100992.35,0,4306484.33,0
17-09-2024,NETTXN:TICKETBOOKINGAIRINDIA,0,359901.23,2376028.59,1
26-04-2023,NETTXN:AMAZON,2773.61,0,-20892.49,0
17-03-2023,CRYPTOEXCHANGEBINANCE,0,398815.88,9644768.18,1
24-09-2023,NETTXN:PAYBILL987654,0,306913.08,994603.43,0
17-03-2023,CRYPTOEXCHANGEWAZIRX,0,972268.96,5044076.36,1
17-03-2023,NETTXN:DARVEYS,301830.88,0,4178835.67,1
17-03-2023,NETTXN:farfetch,0,595474.99,4473541.83,1
22-02-2023,NETTXN:farfetch,988014.18,0,2995537.82,1
23-02-2023,NETTXN:DARVEYS,0,224041.26,3408285.98,1
24-02-2023,NETTXN:farfetch,0,554542.55,2238348.58,1
14-03-2023,NETTXN:TICKETBOOKINGINDIGO,31614.31,0,1663676.13,0
16-03-2023,NETTXN:AMAZON,0,468896.87,6270326.95,1
16-03-2023,NETTXN:farfetch,0,537388.58,5555693.8,1
09-08-2023,REFUNDOF:ZOMATO,0,205228.84,4502955.05,0
15-10-2023,NETTXN:PAYBILL432109,440753.96,0,1402092.67,0
26-04-2023,NETTXN:TICKETBOOKINGYATRA,12918.89,0,-53137.89,0
03-07-2024,CRYPTOEXCHANGEWAZIRX,619154.68,0,7345615.68,1
07-06-2024,NETTXN:PAYBILL987654,781502.87,0,583394,0
16-05-2024,NETTXN:CASHDEPOSIT,164874,0,204219.13,0
26-02-2023,NETTXN:EBAY,0,110217.31,3289050.47,0
23-04-2024,NETTXN:PAYBILL987654,0,50621.84,3759452.77,0
16-10-2024,NETTXN:PAYBILL987654,43412.08,0,2241646,0
16-10-2024,NETTXN:CASHDEPOSIT,27500.42,0,2308715.07,0
07-09-2024,NETTXN:PAYBILL432109,0,25482.16,320314.06,0
24-02-2023,CRYPTOEXCHANGEBINANCE,0,347455.66,2272239.88,1
25-02-2023,NETTXN:AMAZON,0,786104.4,821160.1,1
24-02-2023,NETTXN:AJIOLUXE,0,706121.71,1073299.51,1
25-02-2023,NETTXN:TICKETBOOKINGINDIGO,0,240784.05,1373377.74,1
26-04-2023,NETTXN:EBAY,20134.66,0,-117965.25,0
25-01-2023,CASHDEPOSIT,803826.68,0,558928.7,0
23-01-2023,ATMWithdrawal,164740.94,0,2437553.44,0
15-01-2023,CASHDEPOSIT,0,656611.2,1151240.02,0
30-06-2023,IMPS/NA/XXX5678/RRN:123400567890/MOBTXN,7057.79,0,8165042.19,0
20-11-2024,NETTXN:PAYBILL432109,246541.66,0,73772.4,0
30-06-2023,PCA:5001234567:1234567891234:LOCALSHOP,1035.17,0,8140884.84,0
30-06-2023,NETTXN:TICKETBOOKINGINDIGO,45193.01,0,8095691.83,0
30-06-2023,CASHDEPOSIT,22573.53,0,8073118.3,0
17-03-2023,NETTXN:FLIPKART,43245.03,0,6041592.75,0
28-03-2023,NETTXN:DARVEYS,677378.09,0,5318792.43,1
18-03-2023,CASHDEPOSIT,294775.93,0,340846.8,0
28-03-2023,NETTXN:AJIOLUXE,0,687253.81,729252.35,1
28-03-2023,NETTXN:EBAY,898365.17,0,964861.77,1
26-04-2023,NETTXN:AMAZON,47902.8,0,-190859.48,0
30-09-2023,NETTXN:CASHDEPOSIT,226786.99,0,1961886,0
10-05-2024,NETTXN:Aug21Sal234TANGOEINDIA,0,972472.28,2494989.78,0
10-02-2024,NETTXN:PAYBILL432109,0,698874.75,3364773.12,0
28-01-2024,PCA:5001234567:1234567891234:LOCALSHOP,452003.03,0,9365662.28,0
05-02-2024,CRYPTOEXCHANGECOINBASE,809915.24,0,2610970.31,1
11-01-2024,IMPS/NA/XXX5678/RRN:123456789012/MOBTXN,0,950255.22,4113234.83,0
12-01-2024,REVOFNETTXN:1234567890,0,685158.43,4244770.66,0
19-11-2023,REFUNDOF:ZOMATO,974421.38,0,3372069.31,0
23-02-2023,NETTXN:tatacliq,412809.49,0,2359728.53,1
23-02-2023,NETTXN:AMAZON,0,260230.85,1662351.67,1
24-02-2023,CRYPTOEXCHANGEBINANCE,120991.4,0,1910136.92,0
24-02-2023,CRYPTOEXCHANGEWAZIRX,695337.29,0,467931.27,1
29-05-2024,PCA:5001234567:123456789012345:AMAZON,671982.15,0,5612346.36,1
03-04-2024,CRYPTOEXCHANGEWAZIRX,0,646913.95,2961829.85,1
02-04-2024,NETTXN:Aug21Sal234TANGOEINDIA,35631.49,0,6686855.2,0
02-04-2024,REFUNDOF:ZOMATO,40684.6,0,6798995.4,0
02-04-2024,NETTXN:PAYBILL123456,23109.23,0,6873714.33,0
27-05-2024,NETTXN:TICKETBOOKINGAIRINDIA,939845.42,0,58194.93,1
02-04-2024,NETTXN:PAYBILL987654,1803.67,0,7017579.57,0
25-05-2024,NETTXN:PAYBILL987654,0,887878.53,5107652.63,0
21-05-2024,NETTXN:CASHDEPOSIT,0,1845368.81,8461860.45,0
04-09-2024,NETTXN:CASHDEPOSIT,0,718442.26,3781922.48,0
11-05-2024,NETTXN:PAYBILL987654,888601.41,0,1116586.88,0
25-04-2024,NETTXN:CASHDEPOSIT,0,454707.33,827718.76,0
01-05-2023,NETTXN:PAYBILL123456,0,360341.34,2866761.54,0
14-03-2023,CRYPTOEXCHANGEWAZIRX,35380.93,0,1590148.66,0
07-02-2023,EMItowardsLoanNo00234567,0,508917.26,1516793.67,0
23-03-2023,NETTXN:PAYBILL987654,662682.88,0,7365271.91,0
08-03-2023,NETTXN:PAYBILL123456,0,522073.07,6598638.83,0
23-02-2023,NETTXN:PAYBILL432109,0,466904.32,21413735.76,0
01-03-2023,NETTXN:FLIPKART,0,286136.61,3892793.78,1
11-02-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),0,864478.19,9715039.53,0
12-04-2023,CRYPTOEXCHANGECOINBASE,939254.75,0,2630474.76,1
31-01-2023,NETTXN:PAYBILL987654,278835.57,0,8584095.44,0
01-03-2023,CRYPTOEXCHANGEWAZIRX,419484.19,0,681839.53,1
10-07-2024,NETTXN:TICKETBOOKINGINDIGO,0,568395.35,3857770.79,1
14-03-2023,NETTXN:tatacliq,14431.24,0,1573809.18,0
08-07-2024,NETTXN:PAYBILL987654,975224.5,0,3873680.21,0
18-11-2024,CASHDEPOSIT,346017.95,0,4761634.68,0
12-02-2023,NETTXN:PAYBILL123456,158087.92,0,4667849.48,0
05-03-2023,NETTXN:TICKETBOOKINGYATRA,776921.35,0,4473749.66,1
06-03-2023,NETTXN:tatacliq,15838.74,0,3627342.59,0
21-12-2023,EMItowardsLoanNo00234567,0,816540.35,1868034.16,0
12-12-2023,NETTXN:CASHDEPOSIT,0,1312480.77,21348390.23,0
06-03-2023,NETTXN:tatacliq,26943.29,0,3529862.48,0
06-03-2023,NETTXN:DARVEYS,340224.27,0,3672754.41,1
06-03-2023,NETTXN:farfetch,45717.8,0,3556805.77,0
14-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,6080.02,0,1567729.16,0
03-03-2023,NETTXN:TICKETBOOKINGYATRA,0,285417.6,4185239.83,1
03-03-2023,NETTXN:EBAY,0,445761,4631000.83,1
21-09-2024,CASHDEPOSIT,0,691292.74,1106218.66,0
15-11-2023,NETTXN:PAYBILL432109,818456.37,0,955654.3,0
04-03-2023,NETTXN:tatacliq,306066.2,0,2170726.56,1
15-11-2023,PCA:5001234567:450987650123456:EBAY,29886.13,0,2178908.9,0
12-08-2023,NETTXN:TICKETBOOKINGINDIGO,0,577605.66,2325351.35,1
11-09-2023,NETTXN:PAYBILL123456,540772.02,0,1231660.46,0
26-04-2023,CRYPTOEXCHANGEBINANCE,7583.88,0,-125549.13,0
26-04-2023,NETTXN:TICKETBOOKINGYATRA,17407.55,0,-142956.68,0
03-09-2024,REVOFNETTXN:1234567890,0,234324.21,3150251.73,0
01-10-2023,ATMWithdrawal,0,446424.99,4632609.04,0
07-03-2023,NETTXN:AMAZON,719874.72,0,3124871.8,1
19-09-2023,NETTXN:PAYBILL987654,0,766806.13,1569704.04,0
15-05-2023,IMPS/NA/XXX5678/RRN:123456789012/MOBTXN,870268.56,0,352623.65,0
25-01-2024,CRYPTOEXCHANGEWAZIRX,0,498410.49,1166362.52,1
06-03-2023,NETTXN:TICKETBOOKINGINDIGO,22326.58,0,3078781.88,0
16-12-2023,REVOFNETTXN:1234567890,110665.9,0,9560271.37,0
24-10-2023,ATMWithdrawal,256653.07,0,2268973.52,0
14-03-2023,NETTXN:FLIPKART,517144.53,0,5766985.19,1
15-03-2023,CRYPTOEXCHANGEWAZIRX,905369.51,0,4573508.02,1
15-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,622882.09,0,1260746.28,0
16-03-2023,CRYPTOEXCHANGEWAZIRX,0,756002.7,6777373.72,1
12-04-2024,NETTXN:Aug21Sal234TANGOEINDIA,0,796055.57,7378080.17,0
09-12-2023,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,0,144989.9,6558281.65,0
26-04-2023,NETTXN:TICKETBOOKINGYATRA,19335.79,0,-321244.77,0
29-09-2024,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,180174.02,0,3132566.03,0
24-07-2023,EMItowardsLoanNo00234567,20289.52,0,5515230.94,0
29-12-2023,PCA:5001234567:123456789012345:AMAZON,0,537839.28,6302926.09,1
10-06-2023,PCA:5001234567:765432109876543:ZOMATO,30030.28,0,3200378.35,0
07-06-2024,NETTXN:CASHDEPOSIT,0,875392.22,2618722.8,0
10-08-2024,CASHDEPOSIT,0,555589.46,11699397.09,0
28-02-2023,NETTXN:TICKETBOOKINGYATRA,0,369885.96,1799592.7,1
03-09-2023,NETTXN:PAYBILL987654,574688.9,0,5751182.38,0
04-04-2023,REVOFNETTXN:1234567890,846425.46,0,2562844.93,0
14-03-2023,NETTXN:DARVEYS,48875.38,0,1472101.09,0
11-07-2024,NETTXN:PAYBILL123456,145083.02,0,3068566.7,0
14-02-2023,NETTXN:EBAY,0,672587.33,1233332.7,1
08-06-2024,CRYPTOEXCHANGEBINANCE,0,236156.7,1402519.22,1
28-02-2023,NETTXN:TICKETBOOKINGYATRA,0,251712.28,2165896.88,1
03-06-2024,NETTXN:CASHDEPOSIT,0,1362628.24,14473753.9,0
28-04-2023,NETTXN:FLIPKART,986066.38,0,1320299.95,1
01-02-2023,NETTXN:farfetch,0,798377.48,1792823.54,1
11-01-2024,FundsTransfertoXX8765/CC001002010987654/MOBTXN,0,954850.56,7214963.91,0
12-03-2023,NETTXN:PAYBILL432109,0,572010.77,3785916.55,0
01-02-2024,CASHDEPOSIT,37572.49,0,4875854.36,0
11-03-2023,NETTXN:tatacliq,0,671459.14,3796330.94,1
27-11-2024,CRYPTOEXCHANGEBINANCE,967627.03,0,383424.23,1
10-06-2023,FundsTransfertoXX8765/CC001002010987654/MOBTXN,16406.46,0,3060594.18,0
19-04-2023,NETTXN:TICKETBOOKINGYATRA,393640.49,0,2397495.23,1
22-07-2023,NETTXN:TICKETBOOKINGYATRA,0,992757.46,1433243.9,1
08-03-2023,CRYPTOEXCHANGECOINBASE,0,882018.38,2476792.76,1
09-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,0,901920.47,3261368.11,1
11-03-2023,NETTXN:TICKETBOOKINGINDIGO,0,780665,4960203.19,1
18-02-2023,CRYPTOEXCHANGEBINANCE,189037.44,0,795479.1,0
13-06-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,371453.15,0,1557529.1,1
27-02-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,0,637456.17,2611247.03,1
10-06-2023,NETTXN:PAYBILL123456,37736.56,0,2830958.16,0
22-07-2024,CRYPTOEXCHANGECOINBASE,597181.15,0,2930667.77,1
28-09-2024,CASHDEPOSIT,1271.09,0,305375.55,0
22-09-2024,CRYPTOEXCHANGEBINANCE,0,509176.14,2588830.17,1
04-06-2024,NETTXN:PAYBILL987654,0,115418.86,3837037.22,0
11-09-2024,NETTXN:CASHDEPOSIT,459450.95,0,3721618.37,0
09-09-2024,CASHDEPOSIT,0,356711.27,1837743,0
01-12-2023,NETTXN:PAYBILL123456,0,489111.88,3101403.29,0
30-08-2024,NETTXN:Aug21Sal234TANGOEINDIA,601854.72,0,334680.16,0
15-02-2023,NETTXN:TICKETBOOKINGINDIGO,139332.5,0,2196826.63,0
10-06-2023,NETTXN:TICKETBOOKINGINDIGO,10028.38,0,2820929.78,0
14-03-2023,NETTXN:AMAZON,8892.16,0,1412069.98,0
27-08-2024,NETTXN:TICKETBOOKINGYATRA,0,541626.32,3513449.47,1
29-11-2023,NETTXN:CASHDEPOSIT,0,436473.71,1009797.46,0
01-05-2024,NETTXN:TICKETBOOKINGAIRINDIA,646854.16,0,5239318.69,1
06-11-2024,PCA:5001234567:675849302948301:MUTUALFUNDS,0,334401.31,1504430.82,0
23-07-2023,ATMWithdrawal,996365.69,0,3163533.52,0
20-08-2023,EMItowardsLoanNo00234567,0,53644.72,2479879.26,0
20-10-2024,ATMWithdrawal,820614.18,0,494700.48,0
02-09-2023,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,822917.3,0,707790.16,0
03-12-2024,PCA:5001234567:450987650123456:EBAY,0,383228.69,484397.25,1
15-03-2023,NETTXN:EBAY,0,942753.55,4747291.24,1
10-06-2023,REFUNDOF:ZOMATO,48274.66,0,2496971.1,0
16-03-2023,CRYPTOEXCHANGEWAZIRX,647486.13,0,3148844.8,1
20-05-2023,CRYPTOEXCHANGECOINBASE,0,101761.48,333006.13,0
30-04-2023,REFUNDOF:ZOMATO,984446.1,0,1999613.6,0
17-03-2023,NETTXN:DARVEYS,299161.93,0,3373592.47,1
19-03-2023,NETTXN:FLIPKART,0,270790.81,952630.34,1
20-03-2023,NETTXN:farfetch,439210.89,0,4422642.57,1
23-03-2023,CRYPTOEXCHANGEBINANCE,565627.5,0,614366.17,1
10-06-2023,NETTXN:PAYBILL432109,43314.7,0,2565912.57,0
14-03-2023,CRYPTOEXCHANGEBINANCE,47569.79,0,1290259.59,0
14-03-2023,NETTXN:TICKETBOOKINGYATRA,33144.78,0,1257114.82,0
05-04-2023,NETTXN:tatacliq,232907.88,0,8172111.7,1
15-03-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),829119.58,0,5336817.43,0
25-01-2023,PCA:5001234567:765432109876543:ZOMATO,0,975337.25,8098752.12,0
24-08-2024,NETTXN:Aug21Sal234TANGOEINDIA,0,477495.58,575607.52,0
22-02-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,0,770479.28,2101589.83,1
28-04-2023,NETTXN:TICKETBOOKINGYATRA,0,591342.97,2521397.27,1
11-06-2023,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,193874.44,0,4297535.49,0
30-03-2023,NETTXN:AJIOLUXE,770060.07,0,1673727.11,1
29-03-2023,NETTXN:TICKETBOOKINGYATRA,282483.12,0,1101323.73,1
31-03-2023,NETTXN:tatacliq,0,588524.92,3333098.11,1
31-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,593712.31,0,1611418.34,1
25-10-2024,IMPS/NA/XXX5678/RRN:123400567890/MOBTXN,0,9835.85,6990751.67,0
22-09-2023,NETTXN:CASHDEPOSIT,936257.74,0,4879585.01,0
11-10-2023,ATMWithdrawal,0,106334.18,4575293.36,0
23-10-2023,NETTXN:CASHDEPOSIT,951381.77,0,2692335.55,0
27-10-2023,NETTXN:PAYBILL432109,836130.35,0,2598779.36,0
30-03-2023,CRYPTOEXCHANGEWAZIRX,0,456402.66,2130129.77,1
28-03-2023,NETTXN:TICKETBOOKINGYATRA,746108.45,0,3146685.34,1
27-03-2023,NETTXN:farfetch,0,698672.13,2804531.78,1
11-12-2023,NETTXN:PAYBILL432109,268968.93,0,3514773.07,0
03-02-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),0,315497.54,2571147.59,0
03-02-2023,NETTXN:TICKETBOOKINGAIRINDIA,30825.45,0,64707.5,0
01-06-2023,CASHDEPOSIT,0,73594.5,1799262.19,0
11-05-2024,CASHDEPOSIT,0,248795.25,5875498.73,0
18-07-2023,IMPS/NA/XXX5678/RRN:987654321098/MOBTXN,0,674408.65,5882442.01,0
12-03-2024,CRYPTOEXCHANGEBINANCE,0,440810.56,3643717.32,1
06-03-2024,CASHDEPOSIT,0,786328.99,4074575.5,0
15-05-2024,NETTXN:PAYBILL432109,368364.16,0,3635244.32,0
08-07-2024,REVOFNETTXN:1234567890,927905.34,0,3678531.55,0
17-02-2023,CRYPTOEXCHANGEBINANCE,351883.16,0,917147.12,1
02-10-2023,NETTXN:CASHDEPOSIT,475930.94,0,3238055.18,0
10-08-2024,ATMWithdrawal,672657.39,0,3582248.1,0
31-05-2024,NETTXN:TICKETBOOKINGYATRA,544091.05,0,4468959.17,1
06-06-2024,NETTXN:PAYBILL432109,0,105897.6,4430890.66,0
