WireReferenceID,SenderInstitution_BIC,BeneficiaryInstitution_BIC,OriginCountry,DestinationCountry,TransferAmount_EUR,CurrencyPair,TransferMessageStandard,KYC_CustomerRiskRating,SanctionScreeningResult,SettlementDuration_Minutes,AML_SuspiciousActivityFlag
SWIFT_W91285,DBSGSGSG,INGBNL2A,FR,DE,40851.58,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,24.59,0
SWIFT_W91356,DBSGSGSG,INGBNL2A,FR,DE,-77877.98,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,13.19,0
SWIFT_W91403,DBSGSGSG,INGBNL2A,FR,DE,-123537.60,EUR/INR,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,10.53,0
SWIFT_W91548,DBSSHKHH,INGBNL2A,GB,ES,-20380.58,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,17.10,0
SWIFT_W91220,DBSGSGSG,FABAEADX,DE,CH,-65165.14,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,18.92,0
SWIFT_W91651,DBSSHKHH,RABONL2U,GB,ES,82278.51,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,33.52,0
SWIFT_W91267,DBSGSGSG,INGBNL2A,FR,DE,44932.84,EUR/JPY,ISO20022_pacs008,PEP_Politically_Exposed,Clean_NoHit,11.97,0
SWIFT_W91994,DEUTDEDD,SBININBB,IN,GB,192168.23,EUR/SGD,SWIFT_MT103,PEP_Politically_Exposed,Clean_NoHit,24.40,0
SWIFT_W91277,DBSGSGSG,INGBNL2A,FR,DE,-87019.86,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,6.39,0
SWIFT_W91492,DBSGSGSG,INGBNL2A,FR,DE,-28593.04,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,32.20,0
SWIFT_W91649,DBSGSGSG,RABONL2U,FR,DE,99109.16,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,9.32,0
SWIFT_W91278,DBSGSGSG,INGBNL2A,FR,DE,-39818.64,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,19.20,0
SWIFT_W91562,DBSSHKHH,INGBNL2A,GB,DE,-107198.06,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,12.95,0
SWIFT_W91271,DBSGSGSG,INGBNL2A,FR,CH,-21797.71,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,19.41,0
SWIFT_W91496,DBSGSGSG,INGBNL2A,FR,DE,104166.51,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,26.45,0
SWIFT_W91429,DBSGSGSG,INGBNL2A,FR,DE,-1875.02,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,9.99,0
SWIFT_W91540,DBSSHKHH,RABONL2U,GB,DE,-34283.27,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,23.30,0
SWIFT_W91582,DBSGSGSG,RABONL2U,GB,ES,13510.74,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,23.90,0
SWIFT_W91252,DBSGSGSG,INGBNL2A,FR,DE,19509.75,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,14.55,0
SWIFT_W91559,DBSSHKHH,RABONL2U,GB,DE,-58190.64,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,4.40,0
SWIFT_W91882,DBSSHKHH,RABONL2U,IN,GB,78479.21,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,23.15,0
SWIFT_W91642,DBSSHKHH,RABONL2U,GB,DE,33405.98,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,31.38,0
SWIFT_W91808,DBSSHKHH,SBININBB,GB,GB,214761.16,EUR/SGD,SWIFT_MT103,PEP_Politically_Exposed,Clean_NoHit,39.32,0
SWIFT_W91375,DBSGSGSG,INGBNL2A,FR,DE,-152711.97,EUR/INR,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,7.71,0
SWIFT_W91586,DBSSHKHH,SBININBB,IN,GB,-3388.85,EUR/SGD,SWIFT_MT103,PEP_Politically_Exposed,Clean_NoHit,20.71,0
SWIFT_W91474,DBSGSGSG,FABAEADX,FR,DE,-1441.93,EUR/INR,ISO20022_pacs008,PEP_Politically_Exposed,Clean_NoHit,14.44,0
SWIFT_W91305,DBSGSGSG,INGBNL2A,FR,DE,-71308.33,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,10.11,0
SWIFT_W91542,DBSSHKHH,RABONL2U,GB,ES,-137023.47,EUR/JPY,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,3.60,0
SWIFT_W91589,DBSSHKHH,RABONL2U,GB,ES,90317.18,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,31.76,0
SWIFT_W91490,DBSSHKHH,RABONL2U,GB,ES,65661.31,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,24.01,0
SWIFT_W91198,DBSGSGSG,INGBNL2A,FR,DE,-31980.43,EUR/INR,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,25.72,0
SWIFT_W91439,DBSGSGSG,INGBNL2A,FR,DE,27184.48,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,16.01,0
SWIFT_W91373,DBSGSGSG,INGBNL2A,FR,DE,-61092.55,EUR/JPY,ISO20022_pacs008,Low_Risk,Clean_NoHit,11.86,0
SWIFT_W91355,DBSSHKHH,INGBNL2A,FR,DE,-72314.24,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,22.18,0
SWIFT_W91412,DBSGSGSG,INGBNL2A,FR,DE,-28052.78,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,13.49,0
SWIFT_W91355,DBSGSGSG,INGBNL2A,FR,DE,41138.23,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,23.07,0
SWIFT_W91206,DBSGSGSG,FABAEADX,FR,CH,8277.14,EUR/INR,ISO20022_pacs008,PEP_Politically_Exposed,Clean_NoHit,19.41,0
SWIFT_W91340,DBSGSGSG,INGBNL2A,GB,DE,8048.98,EUR/JPY,ISO20022_pacs008,Low_Risk,Clean_NoHit,5.07,0
SWIFT_W91391,DBSSHKHH,RABONL2U,GB,ES,47223.78,EUR/JPY,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,19.88,0
SWIFT_W91683,DBSSHKHH,RABONL2U,GB,ES,-42771.83,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,20.53,0
SWIFT_W91609,DBSSHKHH,RABONL2U,IN,ES,-22111.98,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,16.37,0
SWIFT_W91337,DBSGSGSG,FABAEADX,FR,DE,373.63,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,15.54,0
SWIFT_W91385,DBSGSGSG,INGBNL2A,GB,DE,-93344.73,EUR/INR,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,10.24,0
SWIFT_W91524,DBSSHKHH,RABONL2U,GB,ES,64439.10,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,42.46,0
SWIFT_W91429,DBSSHKHH,RABONL2U,FR,ES,153352.38,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,24.31,0
SWIFT_W91489,DBSGSGSG,INGBNL2A,FR,DE,-70833.80,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,27.99,0
SWIFT_W91575,DBSSHKHH,RABONL2U,GB,DE,27282.98,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,21.82,0
SWIFT_W91956,DBSSHKHH,SBININBB,GB,GB,235905.38,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,21.29,0
SWIFT_W91302,DBSGSGSG,INGBNL2A,FR,DE,-50763.26,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,9.29,0
SWIFT_W91362,DBSSHKHH,INGBNL2A,GB,DE,-98886.16,EUR/JPY,ISO20022_pacs008,PEP_Politically_Exposed,Clean_NoHit,15.71,0
SWIFT_W91663,DBSSHKHH,RABONL2U,GB,ES,116575.18,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,25.22,0
SWIFT_W91500,DBSGSGSG,INGBNL2A,FR,DE,39520.70,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,23.85,0
SWIFT_W91554,DBSSHKHH,INGBNL2A,FR,ES,26606.22,EUR/INR,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,9.34,0
SWIFT_W91515,DBSSHKHH,INGBNL2A,GB,DE,4265.56,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,42.65,0
SWIFT_W91576,DBSSHKHH,RABONL2U,GB,ES,72548.74,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,8.69,0
SWIFT_W91616,DBSSHKHH,RABONL2U,GB,ES,95051.50,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,28.48,0
SWIFT_W91554,DBSSHKHH,RABONL2U,FR,DE,6460.61,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,20.36,0
SWIFT_W91540,DBSSHKHH,RABONL2U,FR,DE,7968.16,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,25.09,0
SWIFT_W91517,DBSSHKHH,INGBNL2A,FR,DE,11980.83,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,22.69,0
SWIFT_W91763,DEUTDEDD,SBININBB,IN,GB,21639.95,EUR/SGD,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,33.81,0
SWIFT_W91597,DBSGSGSG,INGBNL2A,FR,DE,156782.84,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,29.46,0
SWIFT_W91448,DBSGSGSG,INGBNL2A,FR,ES,-48834.48,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,21.01,0
SWIFT_W91393,DBSSHKHH,RABONL2U,FR,DE,44230.90,EUR/JPY,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,15.81,0
SWIFT_W91772,DBSSHKHH,RABONL2U,GB,ES,-46807.82,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,23.02,0
SWIFT_W91559,DBSSHKHH,SBININBB,GB,ES,47149.34,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,10.88,0
SWIFT_W91761,DEUTDEDD,RABONL2U,IN,GB,23007.92,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,14.44,0
SWIFT_W91649,DBSSHKHH,INGBNL2A,FR,ES,-46843.08,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,26.49,0
SWIFT_W91400,DBSSHKHH,INGBNL2A,FR,DE,-5460.78,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,22.22,0
SWIFT_W91473,DBSSHKHH,INGBNL2A,GB,ES,-118795.20,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,16.64,0
SWIFT_W91703,DBSSHKHH,RABONL2U,GB,DE,1962.31,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,6.19,0
SWIFT_W91499,DBSSHKHH,INGBNL2A,FR,DE,-52982.48,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,27.93,0
SWIFT_W91440,DBSGSGSG,INGBNL2A,FR,DE,64316.24,EUR/JPY,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,17.47,0
SWIFT_W91398,DBSGSGSG,INGBNL2A,FR,DE,35848.22,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,19.69,0
SWIFT_W91183,DBSGSGSG,FABAEADX,DE,DE,-19022.00,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,20.20,0
SWIFT_W91526,DBSSHKHH,RABONL2U,FR,ES,59934.90,EUR/JPY,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,10.93,0
SWIFT_W91571,DBSSHKHH,SBININBB,GB,ES,-33965.48,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,12.15,0
SWIFT_W91343,DBSGSGSG,INGBNL2A,FR,DE,-41763.83,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,14.08,0
SWIFT_W91732,DBSSHKHH,SBININBB,GB,ES,113138.09,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,18.16,0
SWIFT_W91397,DBSGSGSG,INGBNL2A,FR,DE,71723.42,EUR/INR,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,24.25,0
SWIFT_W91386,DBSGSGSG,RABONL2U,GB,DE,60292.07,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,27.80,0
SWIFT_W91393,DBSGSGSG,INGBNL2A,DE,DE,20451.39,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,20.99,0
SWIFT_W91737,DEUTDEDD,RABONL2U,GB,ES,109473.37,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,22.96,0
SWIFT_W91358,DBSGSGSG,INGBNL2A,FR,DE,25854.74,EUR/JPY,ISO20022_pacs008,Low_Risk,Clean_NoHit,19.40,0
SWIFT_W91578,DBSSHKHH,RABONL2U,GB,ES,63608.98,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,32.52,0
SWIFT_W91704,DBSSHKHH,RABONL2U,GB,DE,65843.83,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,15.09,0
SWIFT_W91508,DBSGSGSG,RABONL2U,GB,ES,-18961.53,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,13.28,0
SWIFT_W91454,DBSGSGSG,INGBNL2A,FR,CH,-89210.52,EUR/INR,ISO20022_pacs008,PEP_Politically_Exposed,Clean_NoHit,6.34,0
SWIFT_W91525,DBSGSGSG,RABONL2U,FR,DE,61109.65,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,15.60,0
SWIFT_W91387,DBSGSGSG,INGBNL2A,FR,DE,67284.08,EUR/JPY,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,31.48,0
SWIFT_W91554,DBSGSGSG,INGBNL2A,FR,ES,14138.91,EUR/JPY,ISO20022_pacs008,PEP_Politically_Exposed,Clean_NoHit,22.87,0
SWIFT_W91624,DBSSHKHH,RABONL2U,GB,ES,19922.81,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,16.96,0
SWIFT_W91170,DBSGSGSG,FABAEADX,DE,CH,-37842.26,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,15.53,0
SWIFT_W91542,DBSGSGSG,INGBNL2A,FR,DE,5285.63,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,30.33,0
SWIFT_W91354,DBSGSGSG,INGBNL2A,FR,DE,-9475.34,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,8.03,0
SWIFT_W91446,DBSGSGSG,RABONL2U,FR,DE,43026.33,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,21.49,0
SWIFT_W91758,DBSSHKHH,RABONL2U,GB,ES,128867.49,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,30.59,0
SWIFT_W91618,DBSSHKHH,RABONL2U,GB,ES,83013.42,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,15.08,0
SWIFT_W91830,DBSSHKHH,RABONL2U,GB,ES,147718.42,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,24.23,0
SWIFT_W91741,DEUTDEDD,RABONL2U,IN,ES,-31346.34,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,-0.83,0
SWIFT_W91290,DBSSHKHH,INGBNL2A,GB,DE,-152926.75,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,5.15,0
SWIFT_W91404,DBSGSGSG,FABAEADX,FR,DE,-73401.33,EUR/JPY,ISO20022_pacs008,Low_Risk,Clean_NoHit,20.18,0
SWIFT_W91610,DBSGSGSG,INGBNL2A,FR,DE,61499.04,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,19.28,0
SWIFT_W91641,DEUTDEDD,RABONL2U,IN,GB,17498.97,EUR/SGD,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,13.46,0
SWIFT_W91414,DBSGSGSG,INGBNL2A,FR,DE,18592.36,EUR/JPY,ISO20022_pacs008,Low_Risk,Clean_NoHit,27.58,0
SWIFT_W91572,DBSSHKHH,RABONL2U,GB,ES,63113.60,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,17.42,0
SWIFT_W91549,DEUTDEDD,RABONL2U,GB,ES,-171143.94,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,12.05,0
SWIFT_W91519,DBSSHKHH,INGBNL2A,GB,DE,-21345.85,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,-0.41,0
SWIFT_W91632,DEUTDEDD,RABONL2U,IN,ES,-10813.14,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,15.53,0
SWIFT_W91669,DBSSHKHH,RABONL2U,GB,ES,-45957.56,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,20.41,0
SWIFT_W91642,DEUTDEDD,SBININBB,IN,GB,7800.64,EUR/SGD,SWIFT_MT103,PEP_Politically_Exposed,Clean_NoHit,22.13,0
SWIFT_W91791,DBSSHKHH,RABONL2U,GB,ES,70061.76,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,35.63,0
SWIFT_W91331,DBSGSGSG,INGBNL2A,FR,DE,-9359.38,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,10.46,0
SWIFT_W91696,DBSSHKHH,RABONL2U,GB,ES,78771.28,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,18.78,0
SWIFT_W91413,DBSSHKHH,RABONL2U,GB,DE,119458.49,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,24.17,0
SWIFT_W91420,DBSGSGSG,INGBNL2A,FR,DE,81994.31,EUR/INR,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,17.05,0
SWIFT_W91359,DBSGSGSG,INGBNL2A,FR,DE,-28217.47,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,20.98,0
SWIFT_W91520,DBSSHKHH,INGBNL2A,GB,ES,68629.76,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,9.48,0
SWIFT_W91756,DEUTDEDD,SBININBB,IN,GB,-131593.22,EUR/SGD,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,14.21,0
SWIFT_W91454,DBSSHKHH,INGBNL2A,FR,DE,55756.74,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,25.19,0
SWIFT_W91401,DBSGSGSG,INGBNL2A,FR,DE,-36564.48,EUR/JPY,ISO20022_pacs008,Low_Risk,Clean_NoHit,16.25,0
SWIFT_W91487,DBSSHKHH,RABONL2U,GB,DE,347.36,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,21.58,0
SWIFT_W91567,DBSGSGSG,INGBNL2A,FR,DE,77613.40,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,11.74,0
SWIFT_W91677,DBSSHKHH,RABONL2U,GB,ES,-6245.14,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,19.64,0
SWIFT_W91217,DBSGSGSG,INGBNL2A,FR,DE,79591.66,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,28.16,0
SWIFT_W91366,DBSGSGSG,INGBNL2A,FR,DE,695.85,EUR/INR,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,15.30,0
SWIFT_W91569,DBSGSGSG,INGBNL2A,FR,DE,11484.82,EUR/JPY,ISO20022_pacs008,PEP_Politically_Exposed,Clean_NoHit,19.85,0
SWIFT_W91322,DBSGSGSG,INGBNL2A,FR,DE,-19816.11,EUR/JPY,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,16.86,0
SWIFT_W91526,DBSGSGSG,INGBNL2A,FR,DE,32021.82,EUR/JPY,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,21.35,0
SWIFT_W91878,DEUTDEDD,SBININBB,IN,GB,155552.66,EUR/SGD,SWIFT_MT103,PEP_Politically_Exposed,Clean_NoHit,24.11,0
SWIFT_W91624,DBSGSGSG,INGBNL2A,FR,DE,66020.11,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,17.53,0
SWIFT_W91197,DBSGSGSG,INGBNL2A,FR,DE,-82839.58,EUR/JPY,ISO20022_pacs008,Low_Risk,Clean_NoHit,18.16,0
SWIFT_W91385,DBSGSGSG,FABAEADX,DE,DE,-9534.40,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,16.37,0
SWIFT_W91572,DBSGSGSG,INGBNL2A,FR,DE,71258.34,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,19.96,0
SWIFT_W91347,DBSGSGSG,INGBNL2A,FR,DE,5353.31,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,15.44,0
SWIFT_W91304,DBSGSGSG,FABAEADX,FR,DE,-108442.72,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,14.97,0
SWIFT_W91285,DBSGSGSG,INGBNL2A,FR,DE,47697.12,EUR/INR,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,22.53,0
SWIFT_W91425,DBSSHKHH,INGBNL2A,GB,ES,-122884.11,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,7.81,0
SWIFT_W91525,DBSSHKHH,RABONL2U,GB,ES,43420.62,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,12.15,0
SWIFT_W91428,DBSGSGSG,RABONL2U,GB,DE,85494.34,EUR/INR,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,30.04,0
SWIFT_W91438,DBSGSGSG,INGBNL2A,FR,DE,10215.52,EUR/INR,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,15.52,0
SWIFT_W91362,DBSGSGSG,RABONL2U,FR,DE,3806.38,EUR/INR,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,10.80,0
SWIFT_W91707,DBSSHKHH,RABONL2U,GB,GB,140585.02,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,27.91,0
SWIFT_W91330,DBSGSGSG,INGBNL2A,FR,DE,2036.40,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,22.67,0
SWIFT_W91629,DBSSHKHH,RABONL2U,GB,GB,90464.18,EUR/SGD,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,24.56,0
SWIFT_W91457,DBSGSGSG,INGBNL2A,FR,DE,45820.98,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,14.34,0
SWIFT_W91454,DBSGSGSG,INGBNL2A,FR,DE,75097.02,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,18.32,0
SWIFT_W91522,DBSGSGSG,INGBNL2A,FR,DE,-82451.57,EUR/JPY,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,12.50,0
SWIFT_W91476,DBSSHKHH,RABONL2U,GB,ES,100359.48,EUR/JPY,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,12.93,0
SWIFT_W91459,DBSGSGSG,RABONL2U,FR,DE,-38504.19,EUR/INR,SEPA_Instant_Credit,PEP_Politically_Exposed,Clean_NoHit,21.56,0
SWIFT_W91288,DBSGSGSG,INGBNL2A,FR,DE,24978.18,EUR/JPY,ISO20022_pacs008,Low_Risk,Clean_NoHit,30.59,0
SWIFT_W91384,DBSSHKHH,INGBNL2A,FR,DE,-95858.83,EUR/JPY,SEPA_Instant_Credit,Low_Risk,Clean_NoHit,17.97,0
SWIFT_W91298,DBSGSGSG,INGBNL2A,FR,DE,15454.62,EUR/INR,ISO20022_pacs008,Low_Risk,Clean_NoHit,12.98,0
SWIFT_W91276,DBSGSGSG,INGBNL2A,FR,DE,-35688.81,EUR/JPY,ISO20022_pacs008,Low_Risk,Clean_NoHit,12.76,0
