age,account_type,transaction_type,merchant_category,amount,balance_before,balance_after,transaction_hour,location,device_type,payment_method,is_international,is_fraud,transaction_id,customer_id
41,Savings,Payment,Retail,76.84,13994.28,13917.44,6,Mumbai,Mobile App,Wire Transfer,0,0,TXN_100074,CUST_10074
67,Checking,Payment,Travel,14.89,13550.81,13535.92,3,Singapore,Web Browser,Wire Transfer,0,0,TXN_100075,CUST_10075
69,Savings,Payment,Entertainment,16.22,5698.66,5682.44,21,Singapore,POS Terminal,Credit Card,0,0,TXN_100076,CUST_10076
55,Savings,Payment,Retail,110.77,22590.58,22479.81,18,Singapore,POS Terminal,Debit Card,0,0,TXN_100077,CUST_10077
63,Checking,Transfer,Travel,4.51,6334.62,6330.11,7,Tokyo,ATM,UPI / Wallet,0,1,TXN_100078,CUST_10078
74,Savings,Deposit,Electronics,337.83,6363.43,6025.6,17,Tokyo,Mobile App,Credit Card,0,0,TXN_100079,CUST_10079
27,Checking,Payment,Retail,6.87,6043.06,6036.19,3,Berlin,ATM,UPI / Wallet,1,0,TXN_100080,CUST_10080
37,Credit,Payment,Electronics,12.51,7489.76,7477.25,17,Toronto,Web Browser,Wire Transfer,0,0,TXN_100081,CUST_10081
59,Credit,Payment,Groceries,0.98,654.6,653.62,16,London,ATM,UPI / Wallet,0,0,TXN_100082,CUST_10082
25,Savings,Deposit,Electronics,21.78,24036.79,24015.01,23,Singapore,POS Terminal,UPI / Wallet,0,1,TXN_100083,CUST_10083
75,Savings,Payment,Utilities,111.33,24039.99,23928.66,5,Tokyo,POS Terminal,Wire Transfer,0,1,TXN_100084,CUST_10084
78,Checking,Payment,Entertainment,27.5,8282.2,8404.7,0,Singapore,Mobile App,Debit Card,0,1,TXN_100085,CUST_10085
41,Checking,Payment,Groceries,15.23,16670.36,16655.13,13,New York,POS Terminal,Wire Transfer,0,0,TXN_100086,CUST_10086
40,Savings,Transfer,Entertainment,263.91,18484.42,18220.51,18,Tokyo,ATM,Debit Card,0,0,TXN_100087,CUST_10087
30,Credit,Withdrawal,Travel,56.33,16009.74,15953.41,23,New York,Web Browser,Wire Transfer,0,0,TXN_100088,CUST_10088
73,Savings,Payment,Travel,57.18,20564.44,20507.26,10,Tokyo,Web Browser,Wire Transfer,1,0,TXN_100089,CUST_10089
49,Savings,Payment,Utilities,65.65,1928.53,1862.88,19,London,ATM,UPI / Wallet,0,0,TXN_100090,CUST_10090
42,Savings,Withdrawal,Groceries,37.63,5921.14,5883.51,20,Mumbai,Mobile App,Wire Transfer,0,0,TXN_100091,CUST_10091
31,Savings,Transfer,Retail,0.89,3131.96,3131.07,14,New York,Mobile App,UPI / Wallet,0,0,TXN_100092,CUST_10092
81,Credit,Payment,Groceries,2.99,19099.29,19096.3,11,Singapore,POS Terminal,Credit Card,0,0,TXN_100093,CUST_10093
72,Checking,Transfer,Travel,26.42,27006.57,26980.15,15,Berlin,POS Terminal,Wire Transfer,0,0,TXN_100094,CUST_10094
79,Savings,Transfer,Travel,32.86,3166.63,3133.77,13,Tokyo,POS Terminal,Credit Card,0,0,TXN_100095,CUST_10095
73,Credit,Transfer,Electronics,43.28,9394.04,9350.76,19,New York,ATM,Credit Card,0,0,TXN_100096,CUST_10096
64,Savings,Payment,Electronics,11.99,26045.38,26033.39,17,Berlin,Mobile App,Debit Card,0,1,TXN_100097,CUST_10097
53,Credit,Transfer,Electronics,243.17,15317.39,15074.22,16,Berlin,ATM,Debit Card,0,0,TXN_100098,CUST_10098
73,Savings,Deposit,Electronics,28.78,7729.61,7700.83,12,Toronto,POS Terminal,Wire Transfer,0,0,TXN_100099,CUST_10099
57,Savings,Payment,Electronics,38.62,16765.28,16726.66,4,Berlin,Web Browser,UPI / Wallet,0,0,TXN_100100,CUST_10100
75,Checking,Transfer,Utilities,11.4,25897.87,25886.47,14,Toronto,Web Browser,Wire Transfer,0,0,TXN_100101,CUST_10101
82,Credit,Payment,Retail,114.7,23104.11,22989.41,16,New York,Mobile App,Wire Transfer,1,0,TXN_100102,CUST_10102
75,Savings,Withdrawal,Electronics,5.53,2648.31,2642.78,5,Singapore,POS Terminal,Debit Card,0,0,TXN_100103,CUST_10103
49,Checking,Payment,Entertainment,25.78,12021.77,11995.99,7,London,Web Browser,UPI / Wallet,0,0,TXN_100104,CUST_10104
21,Savings,Transfer,Groceries,165.92,14016.03,13850.11,12,Berlin,ATM,UPI / Wallet,0,0,TXN_100105,CUST_10105
37,Savings,Payment,Electronics,198.32,12549.98,12351.66,23,New York,ATM,Credit Card,0,0,TXN_100106,CUST_10106
72,Credit,Withdrawal,Utilities,2.42,1268.9,1266.48,3,Mumbai,Web Browser,Debit Card,1,1,TXN_100107,CUST_10107
69,Savings,Transfer,Electronics,135.54,11797.62,11662.08,3,Singapore,POS Terminal,Wire Transfer,0,0,TXN_100108,CUST_10108
43,Savings,Withdrawal,Electronics,57.92,21312.14,21254.22,17,Berlin,Web Browser,Wire Transfer,0,0,TXN_100109,CUST_10109
22,Checking,Payment,Utilities,73.3,25929.0,25855.7,21,Singapore,Web Browser,Credit Card,0,0,TXN_100110,CUST_10110
79,Business,Transfer,Retail,40.89,14463.56,14422.67,11,London,Mobile App,Credit Card,0,0,TXN_100111,CUST_10111
64,Savings,Withdrawal,Electronics,19.7,17288.61,17268.91,23,New York,ATM,Debit Card,0,0,TXN_100112,CUST_10112
33,Business,Transfer,Travel,11.05,3348.79,3337.74,18,Singapore,ATM,UPI / Wallet,0,0,TXN_100113,CUST_10113
34,Credit,Transfer,Entertainment,87.1,27759.76,27672.66,11,Toronto,POS Terminal,Wire Transfer,1,0,TXN_100114,CUST_10114
54,Checking,Payment,Travel,29.89,18206.88,18176.99,8,London,Web Browser,UPI / Wallet,0,0,TXN_100115,CUST_10115
71,Credit,Transfer,Retail,24.21,20206.5,20182.29,16,New York,POS Terminal,Wire Transfer,0,0,TXN_100116,CUST_10116
64,Checking,Transfer,Groceries,11.1,22935.61,22924.51,6,London,Web Browser,Debit Card,1,0,TXN_100117,CUST_10117
71,Business,Payment,Electronics,11.28,20938.97,20927.69,14,London,ATM,Debit Card,0,0,TXN_100118,CUST_10118
80,Checking,Payment,Groceries,39.88,27355.46,27315.58,23,Singapore,POS Terminal,Wire Transfer,0,0,TXN_100119,CUST_10119
31,Savings,Deposit,Electronics,610.89,22490.71,21879.82,20,Berlin,Web Browser,Wire Transfer,0,0,TXN_100120,CUST_10120
78,Credit,Withdrawal,Travel,220.0,20238.68,20018.68,6,Berlin,Web Browser,Wire Transfer,0,0,TXN_100121,CUST_10121
67,Checking,Payment,Electronics,7.54,24995.02,24987.48,16,New York,ATM,Wire Transfer,1,0,TXN_100122,CUST_10122
64,Savings,Payment,Electronics,24.31,22158.56,22134.25,18,New York,Web Browser,UPI / Wallet,0,0,TXN_100123,CUST_10123
36,Savings,Transfer,Groceries,12.62,17324.6,17311.98,15,Mumbai,ATM,Debit Card,0,0,TXN_100124,CUST_10124
73,Savings,Payment,Retail,255.26,22400.84,22295.58,14,New York,POS Terminal,Debit Card,0,0,TXN_100125,CUST_10125
57,Savings,Payment,Travel,102.27,23936.48,23834.21,14,Mumbai,POS Terminal,Credit Card,0,0,TXN_100126,CUST_10126
40,Savings,Transfer,Travel,39.49,9863.78,9824.29,2,London,ATM,Wire Transfer,0,0,TXN_100127,CUST_10127
71,Savings,Payment,Electronics,17.72,13246.58,13228.86,3,Berlin,POS Terminal,UPI / Wallet,0,0,TXN_100128,CUST_10128
72,Checking,Transfer,Groceries,157.66,22592.53,22434.87,14,Singapore,ATM,UPI / Wallet,0,0,TXN_100129,CUST_10129
64,Savings,Payment,Utilities,205.53,6402.3,6196.77,18,Berlin,Web Browser,UPI / Wallet,0,0,TXN_100130,CUST_10130
32,Credit,Transfer,Retail,38.3,14217.47,14179.17,11,New York,ATM,Credit Card,0,0,TXN_100131,CUST_10131
68,Business,Payment,Electronics,14.82,2852.59,2837.77,3,Singapore,Mobile App,Wire Transfer,0,0,TXN_100132,CUST_10132
29,Checking,Transfer,Travel,10.21,15056.8,15046.59,1,New York,ATM,Debit Card,0,0,TXN_100133,CUST_10133
35,Credit,Withdrawal,Travel,114.3,14361.12,14246.82,3,Tokyo,Web Browser,Wire Transfer,0,0,TXN_100134,CUST_10134
33,Credit,Transfer,Electronics,23.12,24495.3,24472.18,22,Singapore,POS Terminal,UPI / Wallet,0,0,TXN_100135,CUST_10135
46,Savings,Payment,Electronics,0.71,21555.69,21704.98,0,Berlin,POS Terminal,Debit Card,0,0,TXN_100136,CUST_10136
77,Checking,Payment,Travel,3.14,7724.8,7721.66,17,Berlin,Mobile App,Credit Card,1,0,TXN_100137,CUST_10137
74,Savings,Deposit,Travel,19.66,10258.13,10238.47,13,London,Web Browser,Credit Card,0,0,TXN_100138,CUST_10138
72,Savings,Payment,Retail,3.4,27350.0,27346.6,22,London,POS Terminal,Credit Card,0,1,TXN_100139,CUST_10139
71,Savings,Transfer,Groceries,45.45,12316.34,12270.89,9,Singapore,POS Terminal,UPI / Wallet,0,1,TXN_100140,CUST_10140
37,Checking,Transfer,Electronics,9.86,21952.3,21942.44,4,Tokyo,Web Browser,Debit Card,0,0,TXN_100141,CUST_10141
77,Checking,Payment,Travel,64.17,5242.55,5178.38,21,Toronto,Mobile App,Credit Card,0,0,TXN_100142,CUST_10142
32,Savings,Payment,Electronics,128.54,24.32,0.0,17,London,Mobile App,Credit Card,0,0,TXN_100143,CUST_10143
19,Checking,Payment,Travel,3.1,20505.58,20502.48,17,Singapore,ATM,Credit Card,0,0,TXN_100144,CUST_10144
47,Savings,Transfer,Retail,3.5,2898.13,2894.63,14,Tokyo,Mobile App,Credit Card,0,0,TXN_100145,CUST_10145
63,Credit,Withdrawal,Utilities,78.56,13109.9,13031.34,20,Berlin,Web Browser,UPI / Wallet,0,0,TXN_100146,CUST_10146
80,Credit,Payment,Entertainment,51.57,10445.75,10394.18,14,Singapore,Web Browser,Debit Card,1,0,TXN_100147,CUST_10147
70,Savings,Payment,Travel,20.44,15616.8,15596.36,5,New York,ATM,Credit Card,0,0,TXN_100148,CUST_10148
61,Savings,Transfer,Retail,72.83,21444.34,21371.51,11,Singapore,ATM,UPI / Wallet,0,0,TXN_100149,CUST_10149
73,Savings,Withdrawal,Electronics,91.24,13623.69,13682.45,14,Berlin,Mobile App,Debit Card,0,0,TXN_100150,CUST_10150
60,Checking,Deposit,Travel,102.29,22774.4,22672.11,23,New York,ATM,Credit Card,0,1,TXN_100151,CUST_10151
57,Business,Deposit,Electronics,323.97,14444.28,14120.31,14,Toronto,Web Browser,Wire Transfer,0,1,TXN_100152,CUST_10152
28,Savings,Withdrawal,Retail,12.8,12230.96,12218.16,7,New York,ATM,UPI / Wallet,0,0,TXN_100153,CUST_10153
67,Checking,Transfer,Groceries,49.03,18804.22,18755.19,16,Mumbai,POS Terminal,Debit Card,0,0,TXN_100154,CUST_10154
75,Checking,Payment,Retail,24.08,18218.87,18194.79,20,London,Web Browser,Debit Card,0,0,TXN_100155,CUST_10155
40,Savings,Transfer,Electronics,368.5,6004.04,5635.54,20,Singapore,ATM,UPI / Wallet,0,0,TXN_100156,CUST_10156
56,Savings,Transfer,Travel,767.77,25204.3,24436.53,20,London,POS Terminal,UPI / Wallet,0,1,TXN_100157,CUST_10157
62,Savings,Withdrawal,Electronics,110.36,7698.65,7588.29,18,Mumbai,ATM,Wire Transfer,0,0,TXN_100158,CUST_10158
62,Credit,Payment,Electronics,10.13,26019.45,26009.32,19,Berlin,ATM,UPI / Wallet,0,0,TXN_100159,CUST_10159
72,Savings,Payment,Retail,18.37,12349.09,12330.72,13,Toronto,Mobile App,UPI / Wallet,0,1,TXN_100160,CUST_10160
52,Checking,Withdrawal,Entertainment,5.51,14478.87,14473.36,19,Singapore,Web Browser,UPI / Wallet,0,0,TXN_100161,CUST_10161
24,Savings,Transfer,Electronics,13.09,4539.48,4526.39,8,Mumbai,ATM,Debit Card,1,0,TXN_100162,CUST_10162
74,Savings,Transfer,Entertainment,16.78,21195.52,21178.74,11,New York,Web Browser,Wire Transfer,0,0,TXN_100163,CUST_10163
68,Checking,Payment,Utilities,21.2,14459.13,14587.93,21,Mumbai,POS Terminal,UPI / Wallet,0,0,TXN_100164,CUST_10164
58,Savings,Transfer,Electronics,65.48,24061.67,23996.19,14,Singapore,Web Browser,Wire Transfer,0,0,TXN_100165,CUST_10165
25,Savings,Withdrawal,Utilities,21.07,2028.24,2007.17,19,New York,Web Browser,Debit Card,0,0,TXN_100166,CUST_10166
78,Savings,Transfer,Groceries,3.17,3288.01,3284.84,21,New York,Mobile App,Wire Transfer,0,1,TXN_100167,CUST_10167
51,Checking,Transfer,Travel,36.49,18090.92,18054.43,15,New York,Mobile App,Wire Transfer,0,0,TXN_100168,CUST_10168
45,Savings,Deposit,Travel,60.31,21590.5,21530.19,23,London,ATM,Debit Card,0,0,TXN_100169,CUST_10169
26,Savings,Transfer,Entertainment,37.63,20340.7,20303.07,6,New York,ATM,Debit Card,0,0,TXN_100170,CUST_10170
59,Savings,Transfer,Electronics,26.92,7174.84,7147.92,15,Berlin,ATM,Credit Card,1,0,TXN_100171,CUST_10171
64,Checking,Payment,Retail,96.16,16904.23,16808.07,18,Toronto,Web Browser,Wire Transfer,0,0,TXN_100172,CUST_10172
75,Checking,Transfer,Electronics,161.28,8209.58,8048.3,9,Tokyo,POS Terminal,Debit Card,0,0,TXN_100173,CUST_10173
29,Checking,Transfer,Electronics,21.34,25865.16,25843.82,8,Berlin,ATM,Wire Transfer,0,0,TXN_100174,CUST_10174
79,Business,Withdrawal,Travel,14.87,16462.62,16447.75,22,New York,Mobile App,Wire Transfer,0,0,TXN_100175,CUST_10175
76,Checking,Transfer,Groceries,8.32,16255.38,16397.059999999998,0,Berlin,ATM,Wire Transfer,0,0,TXN_100176,CUST_10176
68,Checking,Payment,Retail,39.67,13597.81,13558.14,21,Berlin,Mobile App,Wire Transfer,0,0,TXN_100177,CUST_10177
34,Checking,Withdrawal,Electronics,185.9,27008.93,26823.03,21,Berlin,POS Terminal,UPI / Wallet,0,0,TXN_100178,CUST_10178
70,Savings,Payment,Electronics,31.85,6306.91,6275.06,7,Berlin,ATM,Debit Card,0,0,TXN_100179,CUST_10179
73,Checking,Payment,Utilities,21.74,10719.02,10697.28,20,Mumbai,Web Browser,Credit Card,0,0,TXN_100180,CUST_10180
74,Savings,Transfer,Retail,2.87,20127.53,20124.66,9,Singapore,POS Terminal,UPI / Wallet,0,1,TXN_100181,CUST_10181
35,Checking,Payment,Travel,17.88,15898.1,15880.22,16,Singapore,Mobile App,Credit Card,0,0,TXN_100182,CUST_10182
75,Savings,Payment,Entertainment,37.55,24660.86,24623.31,19,Toronto,ATM,UPI / Wallet,0,0,TXN_100183,CUST_10183
49,Checking,Transfer,Groceries,49.44,22720.68,22671.24,1,New York,Mobile App,Wire Transfer,0,0,TXN_100184,CUST_10184
43,Checking,Withdrawal,Utilities,31.51,12724.47,12692.96,11,Tokyo,Web Browser,UPI / Wallet,0,0,TXN_100185,CUST_10185
80,Checking,Withdrawal,Retail,8.19,15275.04,15266.85,21,Singapore,ATM,Wire Transfer,0,0,TXN_100186,CUST_10186
57,Checking,Payment,Retail,32.73,24580.74,24548.01,0,Singapore,Mobile App,UPI / Wallet,0,0,TXN_100187,CUST_10187
80,Business,Transfer,Entertainment,2.26,217.49,215.23,0,Berlin,ATM,Wire Transfer,0,0,TXN_100188,CUST_10188
64,Savings,Payment,Utilities,0.62,26501.77,26501.15,12,Toronto,POS Terminal,Wire Transfer,0,0,TXN_100189,CUST_10189
23,Checking,Payment,Retail,19.37,5040.79,5021.42,9,Singapore,Mobile App,Wire Transfer,1,0,TXN_100190,CUST_10190
28,Savings,Transfer,Electronics,193.46,13304.15,13110.69,6,Berlin,POS Terminal,Credit Card,0,0,TXN_100191,CUST_10191
34,Credit,Transfer,Travel,21.42,21214.74,21193.32,5,Mumbai,ATM,Debit Card,0,0,TXN_100192,CUST_10192
35,Checking,Withdrawal,Entertainment,29.61,4714.14,4684.53,5,London,Mobile App,UPI / Wallet,0,0,TXN_100193,CUST_10193
71,Checking,Deposit,Travel,14.24,25927.72,25913.48,19,Berlin,POS Terminal,Wire Transfer,0,0,TXN_100194,CUST_10194
53,Savings,Deposit,Electronics,26.97,23651.16,23624.19,13,London,POS Terminal,Wire Transfer,0,0,TXN_100195,CUST_10195
61,Savings,Deposit,Utilities,22.32,15062.63,15040.31,17,Berlin,Web Browser,Credit Card,1,0,TXN_100196,CUST_10196
48,Savings,Deposit,Travel,10.01,25153.59,25143.58,3,Berlin,Mobile App,Wire Transfer,0,0,TXN_100197,CUST_10197
56,Checking,Deposit,Travel,37.21,4246.42,4209.21,2,Toronto,POS Terminal,Debit Card,0,0,TXN_100198,CUST_10198
28,Checking,Payment,Groceries,18.94,15485.13,15466.19,6,Mumbai,Web Browser,Wire Transfer,0,0,TXN_100199,CUST_10199
64,Savings,Transfer,Utilities,222.48,5808.2,5585.72,3,Berlin,Mobile App,Credit Card,0,0,TXN_100200,CUST_10200
33,Savings,Transfer,Retail,20.86,13890.38,13869.52,6,Toronto,ATM,Credit Card,0,0,TXN_100201,CUST_10201
57,Savings,Transfer,Electronics,25.33,7662.22,7636.89,14,Tokyo,Web Browser,Wire Transfer,0,0,TXN_100202,CUST_10202
29,Checking,Payment,Travel,32.88,23850.61,23817.73,11,Berlin,Mobile App,UPI / Wallet,0,0,TXN_100203,CUST_10203
27,Checking,Payment,Groceries,42.48,13683.94,13641.46,12,Singapore,Web Browser,Debit Card,0,0,TXN_100204,CUST_10204
59,Business,Transfer,Retail,150.94,2588.08,2587.14,14,London,Mobile App,UPI / Wallet,0,0,TXN_100205,CUST_10205
35,Checking,Withdrawal,Electronics,223.51,12635.48,12411.97,14,London,ATM,Wire Transfer,0,1,TXN_100206,CUST_10206
62,Savings,Payment,Travel,16.32,25134.91,25118.59,0,Berlin,POS Terminal,Credit Card,0,0,TXN_100207,CUST_10207
